Name,Category ID,Category Name,Latitude,Longitude,Popularity,Price,Rating
Ölhus Helsinki,13006,Beer Bar,60.189454,24.916251,0.9781456097245572,Not Listed,6.1
"Burger King Helsinki, Meilahti",13145,Fast Food Restaurant,60.190843,24.911621,0.9954335316177422,Most Affordable,5.6
McDonald's,13145,Fast Food Restaurant,60.189868,24.916989,0.996969158153369,Affordable,5.4
Ravintola Mexi,13006,Beer Bar,60.189995,24.916496,0.9541898357687832,Most Affordable,5.4
Karhu Ministeri,13010,Dive Bar,60.189562,24.917136,0.9913519979309451,Most Affordable,5.3
Ravintola Töölö,13022,Sports Bar,60.188297,24.917887,0.985920729341782,Most Affordable,4.9
HSL 1319 Kirjailijan puisto,19043,Bus Stop,60.185431,24.915733,0.9948111987585672,Not Listed,0.0
Hanami Sushi Töölö,13276,Sushi Restaurant,60.185431,24.915733,0.9906811716022242,Affordable,0.0
HSL 1317 Linnankoskenkatu,19043,Bus Stop,60.184989,24.917062,0.9516115996379154,Not Listed,0.0
Folkhälsan Vauvauinti,12009,Education,60.187148,24.914656,0.4209313979050821,Not Listed,0.0
HSL 1329 Raitioliikennemuseo,19043,Bus Stop,60.183594,24.921586,0.9493000775895512,Not Listed,0.0
Hammaslääkäri Meilahti,15007,Dentist,60.187849,24.919111,0.3521110823742402,Not Listed,0.0
HSL 1915 Töölön Kisahalli,19043,Bus Stop,60.18465,24.923348,0.9896870554765292,Not Listed,0.0
Yamato,13263,Japanese Restaurant,60.188638,24.917471,0.8040459718091298,Affordable,0.0
Sushi Panda Helsinki,13276,Sushi Restaurant,60.183322,24.923949,0.9751147678779256,Affordable,0.0
Subway,13039,Deli,60.192126,24.909491,0.9752440837967152,Most Affordable,6.4
Bollis,13022,Sports Bar,60.187549,24.921849,0.9870199146514936,Most Affordable,0.0
HSL 1917 Kansaneläkelaitos,19043,Bus Stop,60.189325,24.917538,0.9255382775119616,Not Listed,0.0
Mullikka,13003,Bar,60.193113,24.90682,0.9916025475236,Affordable,8.6
Manskun Pizza ja Kebab,13064,Pizzeria,60.193113,24.90682,0.9802146644251907,Most Affordable,7.7
Neste K Eläintarha,13034,Café,60.193018,24.930322,0.996031617742144,Not Listed,4.8
HSL 2069 Jäähalli,19043,Bus Stop,60.189171,24.920098,0.9743307901202639,Not Listed,0.0
Royal Club Helsingin Jäähalli,13065,Restaurant,60.189541,24.921794,0.9820735807577913,Not Listed,0.0
Ravintola Main Street,13022,Sports Bar,60.189261,24.92236,0.9926774860985388,Most Affordable,0.0
Suu- ja Hammaskeskus,15007,Dentist,60.189797,24.910862,0.9507387171860856,Not Listed,0.0
Töölön Tullin Apteekki,19043,Bus Stop,60.190814,24.911995,0.9958618905987328,Not Listed,0.0
Bierhaus Berlin,13006,Beer Bar,60.197873,24.929038,0.9973813526445104,Not Listed,8.4
Noodle Story Kallio,13315,Noodle Restaurant,60.185081,24.941911,0.9563397129186604,Most Affordable,8.4
Albina,13025,Wine Bar,60.192635,24.945137,0.9874321091426356,Affordable,8.1
Ukko,10001,Amusement Park,60.189061,24.940904,0.9518298202508728,Not Listed,7.8
Salama,10001,Amusement Park,60.187198,24.939671,0.9715343333764389,Not Listed,7.7
Thai Orchid - Konepaja,13352,Thai Restaurant,60.193279,24.943675,0.97170406051985,Affordable,6.7
Pikajuna,10001,Amusement Park,60.187507,24.938731,0.96598183111341,Not Listed,6.7
Pub Pressapari,13010,Dive Bar,60.185,24.943139,0.9777657442131128,Most Affordable,6.0
Mo'De,13010,Dive Bar,60.191002,24.941703,0.9805056252424672,Most Affordable,5.4
Caruzello,13030,Buffet,60.188663,24.939582,0.9272274667011506,Not Listed,5.3
Restaurant Bistro Stadion,13027,Bistro,60.186952,24.928224,0.9778788956420535,Not Listed,0.0
HSL 2073 Auroran sairaala,15014,Hospital,60.191354,24.925572,0.9838840036208456,Not Listed,0.0
HSL 2074 Eläintarha,19043,Bus Stop,60.192358,24.928188,0.0373803827751196,Not Listed,0.0
HSL 1921 Töölön tulli,19043,Bus Stop,60.192015,24.911887,0.9696592525539894,Not Listed,0.0
Ravintola White Lady,13336,Scandinavian Restaurant,60.195529,24.904326,0.9568569765938189,Affordable,5.7
Bistro Meilahti,13027,Bistro,60.190739,24.911635,0.7224476270528902,Not Listed,0.0
Hammashoitola,15007,Dentist,60.189863,24.907733,0.9206000258631838,Not Listed,0.0
Hsl 1322,19043,Bus Stop,60.190682,24.907411,0.9843366093366094,Not Listed,0.0
Hsl 1380,19043,Bus Stop,60.191041,24.908103,0.9962417561101772,Not Listed,0.0
Pepe's Bar & Grill,13022,Sports Bar,60.18931,24.922301,0.9251422475106684,Most Affordable,0.0
HIFK VIP Lobby,13354,Theme Restaurant,60.189607,24.922843,0.6945153885943359,Not Listed,0.0
HSL 1294 Humallahti,19043,Bus Stop,60.186863,24.901789,0.8277835251519462,Not Listed,0.0
HSL 1327 Töölön tulli,19043,Bus Stop,60.19067,24.91138,0.9313736583473424,Not Listed,0.0
HSL H1333 Naistenklinikka,19043,Bus Stop,60.189534,24.910845,0.2875824388982284,Not Listed,0.0
HSL 1316 Linnankoskenkatu,19043,Bus Stop,60.184316,24.917205,0.097536531747058,Not Listed,0.0
Bar Feltbay,13018,Pub,60.197568,24.900031,0.959402883744989,Most Affordable,5.9
HSL 1318 Kirjailijan puisto,19043,Bus Stop,60.185971,24.915978,0.9549334023018232,Not Listed,0.0
Meiccu,13336,Scandinavian Restaurant,60.194655,24.899629,0.9923299495667915,Affordable,0.0
HSL 1924 Kuusitie,19043,Bus Stop,60.195352,24.900699,0.9632823613086772,Not Listed,0.0
HSL 1384 Meilahdentie,19043,Bus Stop,60.192759,24.895389,0.9746459976723134,Not Listed,0.0
Mario's Club,13236,Italian Restaurant,60.189255,24.922255,0.9368695848959008,Affordable,0.0
Thai O'Cha,13034,Café,60.189325,24.917538,0.9226933272985904,Affordable,7.6
Ravintola Villa Angelica,13034,Café,60.189946,24.884926,0.9575197206776154,Most Affordable,5.7
McDonald's,13145,Fast Food Restaurant,60.195611,24.890667,0.9954012026380448,Affordable,5.3
HSL 1920 Kuusitie,19043,Bus Stop,60.194667,24.902326,0.9731265356265356,Not Listed,0.0
HSL 1918 Töölön tulli,19043,Bus Stop,60.191601,24.911149,0.9722374886848572,Not Listed,0.0
Baari,13013,Hotel Bar,60.190739,24.911635,0.1732752489331436,Expensive,0.0
Pub Huopis,13018,Pub,60.196408,24.895796,0.9574308159834476,Most Affordable,0.0
Ratsastien Koirapuisto,16033,Dog Park,60.197212,24.90521,0.3411919694814431,Not Listed,0.0
HSL 1927 Tilkka,19043,Bus Stop,60.197993,24.901772,0.2345063364800207,Not Listed,0.0
HSL 1387 Paciuksenkaari,19043,Bus Stop,60.195403,24.890695,0.11634391568602091,Not Listed,0.0
McDonald's - Pääkonttori,11124,Office,60.195569,24.890831,0.8438025345920083,Not Listed,0.0
HSL 1926 Tilkka,19043,Bus Stop,60.198152,24.901804,0.952872429846114,Not Listed,0.0
Hsl 1782,19043,Bus Stop,60.198159,24.899422,0.2878410707358075,Not Listed,0.0
HSL 1299 Heikinniementie,19043,Bus Stop,60.188531,24.889136,0.6396611922927712,Not Listed,0.0
Dribble Lounge,13009,Cocktail Bar,60.199017,24.898037,0.4764483382904435,Expensive,0.0
Terveystalo Tilkka Hammaslääkäripalvelut,15007,Dentist,60.199192,24.899971,0.80839421957843,Not Listed,0.0
HSL 1289 Lastenlinna,19043,Bus Stop,60.185136,24.910219,0.45827136945558,Not Listed,0.0
HSL 1290 Lastenlinna,19043,Bus Stop,60.185136,24.910219,0.9317211948790896,Not Listed,0.0
Tilkan Hammasklinikka,15007,Dentist,60.199302,24.900062,0.9504800853485064,Not Listed,0.0
Lotus Motorhome,10001,Amusement Park,60.199245,24.898323,0.3589809905599379,Not Listed,0.0
HSL Reijolankatu 2077,19043,Bus Stop,60.189943,24.917349,0.1156245958877537,Not Listed,0.0
Coronaria Dent Hammasklinikka,15007,Dentist,60.199642,24.897953,0.7125792060002586,Not Listed,0.0
HSL 2070 Jäähalli,19043,Bus Stop,60.189236,24.919454,0.9615850898745636,Not Listed,0.0
Salakapakka Kalamalja,13021,Speakeasy,60.200008,24.896263,0.027099767231346095,Expensive,0.0
Vauvauinti Kultakalat,12009,Education,60.19845,24.897372,0.5756740592266908,Not Listed,0.0
Asumispalvelukeskus Wilhelmiina,12091,Public and Social Service,60.198222,24.897086,0.1050691840165524,Not Listed,0.0
HSL 1928 Ruskeasuo,19043,Bus Stop,60.202581,24.898773,0.942947433079012,Not Listed,0.0
Ravintola Darshan,13072,Asian Restaurant,60.202845,24.898791,0.9792771240139662,Affordable,0.0
PlusTerveys Terveyspuisto,15007,Dentist,60.202194,24.907609,0.1228824518298202,Not Listed,0.0
HSL 2083 Invalidisäätiö,19043,Bus Stop,60.202263,24.907864,0.5707600543126858,Not Listed,0.0
HSL 1386 Paciuksenkaari,19043,Bus Stop,60.195254,24.891667,0.9540686020949178,Not Listed,0.0
Stu,13065,Restaurant,60.204465,24.895345,0.1137737618000775,Not Listed,0.0
Bistro Elo,13027,Bistro,60.205749,24.899881,0.9890970515970516,Not Listed,0.0
HSL 1382 Mäntytie,19043,Bus Stop,60.191185,24.902054,0.4582309582309582,Not Listed,0.0
HSL 1383 Mäntytie,19043,Bus Stop,60.191174,24.90105,0.837587288245183,Not Listed,0.0
Pikku Huopalahden Hammaslääkäriasema Tandex Oy,15007,Dentist,60.205555,24.892658,0.3416607396870554,Not Listed,0.0
HSL 1930 Ruskeasuon Varikko,19043,Bus Stop,60.206835,24.898782,0.3800271563429458,Not Listed,0.0
HSL 1388 Munkkiniemen aukio,19043,Bus Stop,60.196,24.886012,0.9836253717832665,Not Listed,0.0
HSL 1391 Munkkiniemen aukio,19043,Bus Stop,60.197508,24.884962,0.9643977111082376,Not Listed,0.0
HSL 1932 Ruskeasuon varikko,19043,Bus Stop,60.207098,24.8988,0.265857364541575,Not Listed,0.0
HSL 1406 Munkkiniemen aukio,19043,Bus Stop,60.195869,24.885607,0.8283007888271047,Not Listed,0.0
Munkkiniemen pizzeria ja kebab Ky,13064,Pizzeria,60.198474,24.884461,0.9638723651881548,Most Affordable,0.0
HSL 1381 Tukholmankatu,19043,Bus Stop,60.190577,24.905732,0.959540281908703,Not Listed,0.0
A&O Mediclinics Oy,15007,Dentist,60.197699,24.883826,0.936303827751196,Not Listed,0.0
Restaurant Lumbini Munkkiniemi,13194,Himalayan Restaurant,60.199899,24.88374,0.9502295357558516,Not Listed,0.0
Munkkiniemen Hammaslaboratorio Antti Huhtala Oy,15007,Dentist,60.196824,24.884103,0.7036402431139274,Not Listed,0.0
Daniel's,13065,Restaurant,60.198005,24.883679,0.1434679296521401,Not Listed,0.0
HSL 1407 Munkkiniemen aukio,19043,Bus Stop,60.195692,24.884467,0.9785658864606231,Not Listed,0.0
Dentaurus Oy,15007,Dentist,60.197766,24.896512,0.0,Not Listed,0.0
Mediverkko Hammaslääkäripalvelut Oy,15007,Dentist,60.195192,24.891517,0.0,Not Listed,0.0
Ripatti Healthcare,15007,Dentist,60.193017,24.908631,0.0,Not Listed,0.0
Cafe Tarina - Munkkiniemi,13034,Café,60.19861,24.875821,0.9729810552178974,Most Affordable,8.2
Kotipizza Munkkiniemi,13064,Pizzeria,60.197422,24.878627,0.9160982154403208,Most Affordable,6.3
Ravintola Ukko-Munkki,13057,Gastropub,60.199618,24.877642,0.9563720418983576,Expensive,6.2
Hesburger,13034,Café,60.201959,24.881451,0.9942858528384844,Most Affordable,5.0
HSL 1302 Seurasaari,19043,Bus Stop,60.188466,24.885602,0.9609142635458424,Not Listed,0.0
La Rosa,13064,Pizzeria,60.197905,24.879619,0.8039893960946592,Most Affordable,0.0
Royal Pokhara,13199,Indian Restaurant,60.19725,24.878385,0.9816613862666494,Affordable,0.0
HSL 1402 Laajalahden aukio,19043,Bus Stop,60.197755,24.876413,0.7605877408508988,Not Listed,0.0
Ravintola Lia,13098,Caucasian Restaurant,60.199452,24.877506,0.9330547652916074,Not Listed,0.0
Lukusali,12031,College Library,60.20026,24.878666,0.6300514030777189,Not Listed,0.0
La Casetta Nostra,13031,Burger Joint,60.201928,24.882619,0.9585300012931592,Most Affordable,0.0
Drunch,13032,"Cafe, Coffee, and Tea House",60.195086,24.873231,0.9782183499288762,Not Listed,0.0
Cafe Meri,13034,Café,60.185861,24.884262,0.9672022500969868,Most Affordable,7.5
Cafe Torpanranta,13034,Café,60.19439,24.871368,0.9951264063106168,Expensive,7.3
Ravintola Meritorppa,13336,Scandinavian Restaurant,60.192514,24.872416,0.9507791284107072,Affordable,6.9
Seurasaaren Joulupolku,16019,Hiking Trail,60.185218,24.885723,0.9837385232122074,Not Listed,0.0
HSL 1408 Saunalahti,19043,Bus Stop,60.192547,24.880397,0.3932416267942584,Not Listed,0.0
HSL 1409 Saunalahti,19043,Bus Stop,60.192219,24.878537,0.9186279581016424,Not Listed,0.0
HSL 1298 Ruutikellarit,19043,Bus Stop,60.187283,24.895968,0.6443165653691969,Not Listed,0.0
Pyöreä sali,13065,Restaurant,60.191708,24.872948,0.9562346437346436,Not Listed,0.0
Hiltonin Temppu,13065,Restaurant,60.192248,24.873192,0.5664037242984611,Not Listed,0.0
Vista Bar & Lounge,13065,Restaurant,60.192359,24.873283,0.9874967671020304,Not Listed,0.0
Seurasaaren Kruunu,13065,Restaurant,60.181138,24.883472,0.9574065692486744,Not Listed,0.0
HSL 1296 Mäntyniemi,19043,Bus Stop,60.18642,24.89894,0.1347067761541446,Not Listed,0.0
HSL 1385 Meilahdentie,19043,Bus Stop,60.193725,24.894888,0.9750096986939092,Not Listed,0.0
HSL 1410 Kuusiniementie,19043,Bus Stop,60.18668,24.869822,0.8141811069442648,Not Listed,0.0
HSL V1410 Varistontie,19043,Bus Stop,60.187388,24.869409,0.2527722100090521,Not Listed,0.0
HSL 1390 Munkkiniemen aukio,19043,Bus Stop,60.196155,24.885145,0.92263675158412,Not Listed,0.0
HSL 1400 Munkkin. puistotie,19043,Bus Stop,60.196436,24.883785,0.1251373981637139,Not Listed,0.0
HSL 1411 Kuusiniementie,19043,Bus Stop,60.187233,24.867791,0.6726852450536661,Not Listed,0.0
Kuusipuisto,16033,Dog Park,60.195161,24.895171,0.6352563688090004,Not Listed,0.0
Hammaslääkäri Lauri Huhtala,15007,Dentist,60.196941,24.884298,0.1651606750290961,Not Listed,0.0
HSL 1399 Munkkin. puistotie,19043,Bus Stop,60.197105,24.882742,0.5486308677098151,Not Listed,0.0
Sounds Delicious By The Beach,13097,Caribbean Restaurant,60.19439,24.871368,0.861890598732704,Affordable,0.0
Hammaslääkäri Sivula-Nurmio Paula Hammastarha,15007,Dentist,60.195659,24.881457,0.0,Not Listed,0.0
XO-Ravintolat Oy,13032,"Cafe, Coffee, and Tea House",60.195336,24.87801,0.0,Not Listed,0.0
MoMo Services Oy,13065,Restaurant,60.195223,24.892835,0.0,Not Listed,0.0
Helsingin kaupunginkirjasto Munkkiniemen kirjasto,12080,Library,60.196869,24.875687,0.9543999741368163,Not Listed,6.7
Munkan Hammaslääkärit,15007,Dentist,60.197542,24.880515,0.7324857752489331,Not Listed,0.0
Bistro Maria,13027,Bistro,60.198348,24.877496,0.9520237941290572,Not Listed,0.0
HSL 1392 Lokkalantie,19043,Bus Stop,60.199123,24.883104,0.9577056123108756,Not Listed,0.0
HSL 1393 Lokkalantie,19043,Bus Stop,60.199947,24.883681,0.9672426613216089,Not Listed,0.0
HSL 1403 Professorintie,19043,Bus Stop,60.201197,24.876053,0.2036483253588516,Not Listed,0.0
Hsl 1404,19043,Bus Stop,60.201241,24.875095,0.930250226302858,Not Listed,0.0
Naples,13236,Italian Restaurant,60.20133,24.883123,0.9261363636363636,Affordable,0.0
Vitaali Oy,15007,Dentist,60.197646,24.8805,0.0,Not Listed,0.0
Munkkiniemen Hammaslääkärit,15007,Dentist,60.197653,24.880605,0.0,Not Listed,0.0
Ravintola Mauritz,13065,Restaurant,60.198125,24.878108,0.9487747316694684,Not Listed,0.0
Onniexpress,19043,Bus Stop,60.196611,24.885718,0.5145076296392086,Not Listed,0.0
Munkkiniemen Koirapuisto,16033,Dog Park,60.202061,24.864828,0.9625145480408638,Not Listed,0.0
HSL 1394 Niemenmäki,19043,Bus Stop,60.201959,24.881451,0.9308887236518816,Not Listed,0.0
Delivo Oy,13032,"Cafe, Coffee, and Tea House",60.198076,24.878168,0.0,Not Listed,0.0
Hammaslääkäri Virkkunen-Jousmäki Liisa,15007,Dentist,60.195756,24.881338,0.0,Not Listed,0.0
Fazer Café Munkkivuori,13034,Café,60.205807,24.877545,0.9707988490883229,Expensive,6.1
Pizza Hut Munkkivuori,13064,Pizzeria,60.206137,24.878611,0.9745490107332212,Most Affordable,5.9
HSL 1395 Niemenmäki,19043,Bus Stop,60.202679,24.882042,0.9495425449372816,Not Listed,0.0
Kanala,13007,Beer Garden,60.204588,24.874059,0.900410578042157,Most Affordable,0.0
HSL 1485 Munkkivuoren ostoskeskus,19043,Bus Stop,60.205652,24.878412,0.990810487521014,Not Listed,0.0
Hammasklinikka,15007,Dentist,60.205709,24.877664,0.1321527867580499,Not Listed,0.0
HSL H1377 Munkkivuoren kirkko,19043,Bus Stop,60.205776,24.876226,0.0179749127117548,Not Listed,0.0
Ristorante E’Milano,13236,Italian Restaurant,60.205962,24.876677,0.2877036725720936,Affordable,0.0
HSL 1397 Munkkivuori,19043,Bus Stop,60.205791,24.880616,0.9319313332471229,Not Listed,0.0
HSL 1396 Munkkivuori,19043,Bus Stop,60.206154,24.87972,0.9329335316177423,Not Listed,0.0
Ravintola Freeesh,13276,Sushi Restaurant,60.207125,24.880118,0.2831533686796845,Affordable,0.0
Lulu Thai Restaurant,13352,Thai Restaurant,60.207778,24.88712,0.9633227725332988,Affordable,0.0
Talin perhepolku,16019,Hiking Trail,60.20819,24.878704,0.963880447433079,Not Listed,0.0
Ooster,13025,Wine Bar,60.171704,24.940469,0.9973571059097376,Affordable,5.8
Club Lounge,13013,Hotel Bar,60.179946,24.927046,0.98998609853873,Expensive,0.0
Kaupunginpuutarha,13065,Restaurant,60.186268,24.931543,0.9827929005560584,Not Listed,0.0
Kuntatalo,13065,Restaurant,60.183954,24.940686,0.994689965084702,Not Listed,0.0
Buongiorno Caffe,13034,Café,60.175087,24.919077,0.9488878830984094,Most Affordable,9.2
HSL 1280 Caloniuksenkatu,19043,Bus Stop,60.174416,24.918426,0.8826134747187379,Not Listed,0.0
Sagayoga,18028,Yoga Studio,60.174163,24.919412,0.1463775378249062,Not Listed,0.0
Sushi Forest,13276,Sushi Restaurant,60.171357,24.919894,0.9942939350834088,Affordable,0.0
Ravintola Töölö,13336,Scandinavian Restaurant,60.171672,24.923235,0.9847730505625244,Affordable,0.0
HSL 1163 Kauppakorkeakoulut,19043,Bus Stop,60.171121,24.926164,0.9693602094917884,Not Listed,0.0
Chicken Joint,13055,Fried Chicken Joint,60.169597,24.925311,0.9132775119617224,Most Affordable,0.0
Viptenders Oy,13065,Restaurant,60.171357,24.919894,0.0,Not Listed,0.0
MEREO / Vanhusten Palvelutaloyhdistys ry,13065,Restaurant,60.169467,24.924905,0.0,Not Listed,0.0
Ravintola Konnichiwa,13276,Sushi Restaurant,60.170143,24.928146,0.9825100219837062,Affordable,7.2
Gottland Deli & Cafe,13034,Café,60.192114,24.906795,0.0,Not Listed,0.0
Tarvaspään kahvilaravintola,13034,Café,60.206293,24.838071,0.9723599354660696,Most Affordable,6.7
Ravintola Muusan Krouvi,13003,Bar,60.207218,24.855928,0.9490980214664424,Affordable,6.2
Ravintola Factory Leppävaara,13049,Diner,60.210471,24.828668,0.9586844512929168,Most Affordable,5.4
Vermonpuiston koira-aitaus,16033,Dog Park,60.211206,24.834438,0.9909311247010482,Not Listed,0.0
Laajalahden Koirauimaranta,16033,Dog Park,60.2028,24.828553,0.1793711176385611,Not Listed,0.0
HSL E1972 Tarvaspääntie,19043,Bus Stop,60.211535,24.830532,0.9693905394776968,Not Listed,0.0
Talinhuipun palveluskoirien koulutuskenttä,16033,Dog Park,60.213393,24.847364,0.42492402689771114,Not Listed,0.0
HSL E1165 Majurinpolku,19043,Bus Stop,60.212615,24.831019,0.2893372498033739,Not Listed,0.0
HSL E1971 Majurinkulma,19043,Bus Stop,60.210366,24.826196,0.968122502046516,Not Listed,0.0
HSL 1433 Muusantori,19043,Bus Stop,60.207712,24.857924,0.9759149101254364,Not Listed,0.0
Pub Saluuna,13018,Pub,60.214957,24.840591,0.0380250718287025,Most Affordable,0.0
Pub Raviata,13018,Pub,60.214971,24.840801,0.08585736986565222,Most Affordable,0.0
Ravintola Monte,13065,Restaurant,60.214964,24.840696,0.8463267042262564,Not Listed,0.0
Grill & Café Keula,13145,Fast Food Restaurant,60.215041,24.840262,0.0526155278406446,Most Affordable,0.0
Tarvaspää Cafe Zoceria,13034,Café,60.206293,24.838071,0.0,Not Listed,0.0
Laajalahden kirjasto,12080,Library,60.204061,24.805539,0.9801126787692013,Not Listed,6.9
Leppävaaran pizzapalvelu,13034,Café,60.211323,24.823103,0.9908990224876004,Most Affordable,5.9
Laajalahden luontopolku,16019,Hiking Trail,60.201732,24.822513,0.8666666666666667,Not Listed,0.0
HSL E1201 Kurkijoentie,19043,Bus Stop,60.205306,24.815996,0.9594067510954879,Not Listed,0.0
HSL E1215 Laajalahdenristi,19043,Bus Stop,60.20605,24.815312,0.9678175310187638,Not Listed,0.0
Ettans stig,16019,Hiking Trail,60.205126,24.809887,0.3327073401711048,Not Listed,0.0
HSL E1202 Leppäsolmu,19043,Bus Stop,60.208227,24.812422,0.1686008250268856,Not Listed,0.0
HSL E1204 Raivaaja-aukio,19043,Bus Stop,60.204565,24.80933,0.3711657918813502,Not Listed,0.0
HSL E1157 Majurinkulma,19043,Bus Stop,60.210933,24.821094,0.9543506524774884,Not Listed,0.0
HSL E2502 Leppäsolmu,19043,Bus Stop,60.208989,24.812847,0.7342899792940724,Not Listed,0.0
Kurkijoenpuiston koira-aitaus,16033,Dog Park,60.207531,24.810561,0.461084091748126,Not Listed,0.0
HSL E1163 Leppäsolmu,19043,Bus Stop,60.208969,24.812532,0.9517985265084027,Not Listed,0.0
HSL E2054 Laajaranta,19043,Bus Stop,60.199734,24.810944,0.8783326110335308,Not Listed,0.0
Ravintola Stella Nova,13145,Fast Food Restaurant,60.210905,24.818189,0.3925940193576347,Not Listed,0.0
Bistro Nova,13027,Bistro,60.210905,24.818189,0.952873950658898,Not Listed,0.0
Pihka,13065,Restaurant,60.211239,24.817668,0.398019293430282,Not Listed,0.0
Rafla Bergans,13065,Restaurant,60.211822,24.823511,0.8482207348196659,Not Listed,0.0
HSL E1216 Turvesuontie,19043,Bus Stop,60.200754,24.808003,0.19967576764417902,Not Listed,0.0
HSL E1217 Turvesuontie,19043,Bus Stop,60.200754,24.808003,0.1156161217315934,Not Listed,0.0
HSL E1120 Linnoitustie,19043,Bus Stop,60.209755,24.811684,0.3083899134845347,Not Listed,0.0
HSL E1123 Harluntie,19043,Bus Stop,60.209147,24.810392,0.8012551965458018,Not Listed,0.0
HSL E1156 Everstinkatu,19043,Bus Stop,60.212226,24.82573,0.2331262740565962,Not Listed,0.0
Dylan Lepuski,13030,Buffet,60.211371,24.814794,0.9605303285661546,Not Listed,0.0
HSL E1122 Harluntie,19043,Bus Stop,60.209129,24.809285,0.2893533009100977,Not Listed,0.0
HSL E1159 Yhdyskunnanmäki,19043,Bus Stop,60.212176,24.817539,0.955714996549012,Not Listed,0.0
HSL E1155 Everstinkatu,19043,Bus Stop,60.212702,24.826617,0.9808349785717724,Not Listed,0.0
Dylan Lepuski,13065,Restaurant,60.210969,24.814267,0.0,Not Listed,0.0
Blue Jay Lounge & Bistro,13199,Indian Restaurant,60.204173,24.804837,0.9816054316945152,Affordable,0.0
HSL E2105 Raivaaja-aukio,19043,Bus Stop,60.20416,24.804627,0.5374713086467312,Not Listed,0.0
HSL E1208 Jääskentie,19043,Bus Stop,60.204177,24.799972,0.772475562190013,Not Listed,0.0
HSL E1212 Kirvunristi,19043,Bus Stop,60.201132,24.803246,0.8438066804706185,Not Listed,0.0
HSL E1221 Kirvunristi,19043,Bus Stop,60.200911,24.803065,0.3998009662766247,Not Listed,0.0
HSL E2110 Kaskenkaataja,19043,Bus Stop,60.206326,24.800734,0.8299064220478002,Not Listed,0.0
HSL E1210 Koivistontie,19043,Bus Stop,60.203689,24.798084,0.9563249386045168,Not Listed,0.0
HSL E1209 Koivistontie,19043,Bus Stop,60.203689,24.798084,0.95823502030465,Not Listed,0.0
HSL E1211 Ilmeentie,19043,Bus Stop,60.201511,24.798489,0.3381647164571997,Not Listed,0.0
HSL E1222 Ilmeentie,19043,Bus Stop,60.2018,24.796441,0.6518514951605914,Not Listed,0.0
HSL E1177 Hirsalantie,19043,Bus Stop,60.209037,24.807023,0.906325741159853,Not Listed,0.0
HSL E1124 Ensontie,19043,Bus Stop,60.209037,24.807023,0.2564003788061186,Not Listed,0.0
Laajalahden luonnonsuojelualueen pitkospuut,16019,Hiking Trail,60.19852,24.808362,0.9725205052888396,Not Listed,0.0
HSL E1220 Ilmeentie,19043,Bus Stop,60.200977,24.795074,0.6654788847691049,Not Listed,0.0
HSL E1110 Ensontie,19043,Bus Stop,60.209897,24.80405,0.9004028827787676,Not Listed,0.0
HSL E1109 Masalantie,19043,Bus Stop,60.210223,24.800938,0.6699731946517712,Not Listed,0.0
Pappa pizza,13064,Pizzeria,60.210254,24.808813,0.915972456300862,Most Affordable,0.0
HSL E1125 Masalantie,19043,Bus Stop,60.210473,24.800745,0.6233286785123834,Not Listed,0.0
HSL E1334 Hirsalantie,19043,Bus Stop,60.209231,24.794466,0.6744354023209901,Not Listed,0.0
E1218,19043,Bus Stop,60.196484,24.806898,0.2095953515994927,Not Listed,0.0
HSL E2055 Muolaanpuisto,19043,Bus Stop,60.196714,24.800629,0.4627855090608497,Not Listed,0.0
HSL E2064 Muolaanpuisto,19043,Bus Stop,60.19663,24.800958,0.564998956678063,Not Listed,0.0
HSL E2503 Turvesuonristi,19043,Bus Stop,60.201198,24.789494,0.4931702540890194,Not Listed,0.0
HSL E1127 Pikkalankulma,19043,Bus Stop,60.211955,24.798479,0.7125246785765879,Not Listed,0.0
HSL E1126 Pikkalanristi,19043,Bus Stop,60.212205,24.798286,0.4054188536299578,Not Listed,0.0
Pohjanmaan Grilli,13145,Fast Food Restaurant,60.208036,24.78892,0.9920225999582672,Most Affordable,0.0
Exceldent Oy,15007,Dentist,60.199548,24.804732,0.0,Not Listed,0.0
Terveyspalvelu Heimonen Oy,15007,Dentist,60.210493,24.804338,0.0,Not Listed,0.0
KSJ Ravintolat Oy,13065,Restaurant,60.206455,24.792099,0.0,Not Listed,0.0
Mezza,13302,Mediterranean Restaurant,60.215372,24.811706,0.9848798574661722,Affordable,8.8
Pub YNWA,13018,Pub,60.213982,24.821999,0.9591499333879071,Most Affordable,0.0
HSL E1164 Majurinpolku,19043,Bus Stop,60.214233,24.827571,0.9899199049774482,Not Listed,0.0
HSL E1161 Yhdyskunnanmäki,19043,Bus Stop,60.213689,24.81987,0.7362000609942055,Not Listed,0.0
HSL E1118 Säteri,19043,Bus Stop,60.212513,24.81543,0.9722636875812588,Not Listed,0.0
"HSL E1162 Säteri, Laituri 2",19043,Bus Stop,60.213911,24.816772,0.9703696569878492,Not Listed,0.0
HSL E1166 Perkkaankuja,19043,Bus Stop,60.21675,24.825058,0.9623601547326688,Not Listed,0.0
Tastory Q4A,13030,Buffet,60.212742,24.812437,0.9752491934318872,Not Listed,0.0
HSL E1168 Komentajankatu,19043,Bus Stop,60.216954,24.820851,0.9658913982119067,Not Listed,0.0
