Name,Category Alias,Category Title,Latitude,Longitude,Price,Rating
Kappeli,coffee,Coffee & Tea,60.167475660298,24.950361062367,Expensive,4.1
Chapter,cocktailbars,Cocktail Bars,60.1690125645362,24.9527980014682,Affordable,4.3
Olo Garden,scandinavian,Scandinavian,60.16832,24.9549,Not Listed,5.0
Toripojat,localflavor,Local Flavor,60.1677101472136,24.9531269073486,Not Listed,4.3
Thirsty Scholar,pubs,Pubs,60.1717682,24.9499893,Not Listed,5.0
Purjelaiva Kathrina,tours,Tours,60.1642036437988,24.952127456665,Not Listed,5.0
Block by Dylan,scandinavian,Scandinavian,60.1669083,24.9516296,Affordable,4.0
Kuunari Kathrina,restaurants,Restaurants,60.1669502,24.9524593,Not Listed,5.0
Odent,dentists,Dentists,60.1718483,24.9559593,Not Listed,5.0
Unicafe Rotunda,restaurants,Restaurants,60.1703186,24.9500008,Most Affordable,4.0
Keko,food,Food,60.1725082,24.9538307,Most Affordable,4.0
Puosun kellari,steak,Steakhouses,60.16691,24.95163,Not Listed,5.0
Rugosa,modern_european,Modern European,60.15439,24.88169,Not Listed,5.0
Thai & China,asianfusion,Asian Fusion,60.1535683,24.8808308,Affordable,3.8
Persilja,mediterranean,Mediterranean,60.1580811,24.8809795,Affordable,3.8
Telakka Bistro,modern_european,Modern European,60.1551650504214,24.8866196309568,Affordable,3.8
Cafe Bar '52,restaurants,Restaurants,60.1542816,24.8799858,Most Affordable,3.3
Ravintola Lumbini,himalayan,Himalayan/Nepalese,60.1543312,24.8866596,Most Affordable,4.0
Bistro Pianissimo,saunas,Saunas,60.153511,24.8859901,Not Listed,3.5
LimOne,pizza,Pizza,60.1510503644545,24.8854785785079,Most Affordable,3.5
Blue Peter,seafood,Seafood,60.1516304,24.8915405,Affordable,2.7
Lauttasaaren Kirjasto,libraries,Libraries,60.15844,24.88321,Not Listed,2.7
Wanha Herra,pubs,Pubs,60.14898,24.8827399,Not Listed,3.0
Bar West,bars,Bars,60.1628685,24.7914009,Not Listed,3.0
Ravintola Bistro Piratti,pubs,Pubs,60.1586609,24.8763504,Not Listed,2.5
Paseo,coffee,Coffee & Tea,60.1467814952335,24.8832369775883,Not Listed,2.0
Zakura Sushi,japanese,Japanese,60.1586952892186,24.8767032649154,Not Listed,2.0
Teng's Mansion,chinese,Chinese,60.1586609,24.8763504,Not Listed,2.0
Rixi-Baari,restaurants,Restaurants,60.1566615220264,24.8643040126773,Affordable,3.5
Pizzeria Luca,pizza,Pizza,60.15972,24.88023,Not Listed,5.0
Oton Soppa,comfortfood,Comfort Food,60.1609620683843,24.8923138529062,Most Affordable,4.5
Kaunis Kampela,pubs,Pubs,60.1609143735532,24.8888978740416,Expensive,3.5
Kahvila Kasinonranta,localservices,Local Services,60.1590538024902,24.8691864013672,Most Affordable,3.2
Casa Mare,pizza,Pizza,60.1603546649764,24.8772525787354,Affordable,2.8
Kotipizza,pizza,Pizza,60.160589491878,24.881395945057,Affordable,3.0
Picnic,coffee,Coffee & Tea,60.1605359830878,24.8810878019241,Most Affordable,2.5
Pizza Express,"pizza, kebab","Pizza, Kebab",60.1611519,24.8863792,Most Affordable,1.0
Pizzarium,pizza,Pizza,60.1602652,24.8805887,Not Listed,1.0
Fazer Food Services,restaurants,Restaurants,60.1656609,24.9002094,Not Listed,1.0
Ravintola Long River,chinese,Chinese,60.1618,24.85904,Not Listed,2.0
Meritähti,steak,Steakhouses,60.1627013746727,24.9142696588449,Not Listed,3.8
Skøgul,scandinavian,Scandinavian,60.1588003099795,24.9157737040715,Not Listed,3.5
Amsterdam,pubs,Pubs,60.162585769749,24.9143069899043,Affordable,3.5
Faro Channelside,bistros,Bistros,60.1616938970095,24.9127279213425,Affordable,3.2
Pizzataxi,hotdogs,Fast Food,60.1630211,24.9163303,Not Listed,3.7
Ciao! Caffé,"icecream, italian","Ice Cream & Frozen Yogurt, Italian",60.1634460116352,24.9108981600494,Not Listed,3.7
Jätkäsaaren Sushi,sushi,Sushi Bars,60.1593570376565,24.9116358160973,Affordable,4.0
Rawa,vegan,Vegan,60.15796,24.90865,Not Listed,4.0
Dylan Milk,salad,Salad,60.1644434,24.9094229,Affordable,3.3
Poiju,indpak,Indian,60.1613884,24.9146099,Not Listed,3.0
Dacca,indpak,Indian,60.1628418,24.9132404,Not Listed,3.0
Picnic,coffee,Coffee & Tea,60.1637283561423,24.9165630340576,Not Listed,3.0
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.1644783,24.9070702,Most Affordable,2.0
Little Big Cafe,foodstands,Food Stands,60.1558924665534,24.9207818135619,Most Affordable,4.0
Hernesaaren Ranta,bars,Bars,60.1506477,24.9256539,Affordable,3.7
Zio Pepe,italian,Italian,60.16745,24.9255295,Affordable,3.6
Kabuki,japanese,Japanese,60.167340411337,24.924364917857,Expensive,3.6
Viola,"scandinavian, restaurants","Scandinavian, Restaurants",60.162159,24.9246197,Expensive,4.0
Guangzhou Yuan,chinese,Chinese,60.1661491,24.9256191,Not Listed,4.0
Zahrami,mideastern,Middle Eastern,60.1633186,24.9271393,Not Listed,4.0
Clarion Hotel Helsinki,hotels,Hotels,60.1600600135962,24.9216487459254,Expensive,3.5
Shangai Kitchen,sushi,Sushi Bars,60.1663818,24.9264202,Not Listed,4.0
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1562635331392,24.9212830513716,Affordable,3.2
Ravintola Merimakasiini,seafood,Seafood,60.1610112807478,24.9267661571503,Most Expensive,3.1
Cafe+,japanese,Japanese,60.1663818,24.9264202,Not Listed,4.0
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.1636954955903,24.9201472950454,Affordable,3.3
Pihka,scandinavian,Scandinavian,60.1640878354227,24.9206771104303,Not Listed,3.5
Pintos,pizza,Pizza,60.1627884,24.92696,Most Affordable,2.7
Taste of Thai,thai,Thai,60.1641502,24.9189491,Not Listed,3.0
Itämeri,restaurants,Restaurants,60.1638412,24.9199009,Affordable,3.0
Jätkäsaaren koirapuisto,dog_parks,Dog Parks,60.1624413,24.9230194,Not Listed,3.0
Löyly,scandinavian,Scandinavian,60.1518407742113,24.9304517713644,Expensive,4.2
Koto,japanese,Japanese,60.164801245461,24.9337935447693,Affordable,4.1
MINIBAR Helsinki,bars,Bars,60.16665,24.93291,Not Listed,5.0
Kantipur,himalayan,Himalayan/Nepalese,60.1646455,24.9331281,Affordable,3.9
Sushibar + Wine,sushi,Sushi Bars,60.1668701,24.9326496,Expensive,3.9
Birgitta,breakfast_brunch,Breakfast & Brunch,60.1535186033809,24.9319385815273,Affordable,3.9
Sumo,"japanese, sushi","Japanese, Sushi Bars",60.16624,24.93328,Affordable,4.3
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1637550453562,24.930312037468,Not Listed,4.3
Muru,french,French,60.1651688,24.9363308,Expensive,4.2
Lappi,scandinavian,Scandinavian,60.1665611,24.9367809,Most Expensive,4.1
Frida’s,latin,Latin American,60.16477,24.93516,Not Listed,5.0
Bär Bar,juicebars,Juice Bars & Smoothies,60.1648834706708,24.9360921362457,Not Listed,5.0
Ravintola Inari,restaurants,Restaurants,60.162496124897,24.9360653758049,Not Listed,5.0
Sakura Sushi,japanese,Japanese,60.1609226723309,24.9378774306467,Affordable,5.0
La Tartufata,gourmet,Specialty Food,60.1583786,24.9418793,Not Listed,5.0
Armenian Grill House,food,Food,60.16176,24.93884,Not Listed,5.0
Ravintola Paulette,bistros,Bistros,60.1585570390322,24.946066842623,Not Listed,5.0
Tostada Helsinki,grocery,Grocery,60.1588402,24.9426308,Affordable,5.0
Sushi'N'Roll,sushi,Sushi Bars,60.157156853494,24.9454867235417,Expensive,3.9
The Boom Room,japanese,Japanese,60.1618062,24.937433,Most Affordable,4.3
Levain,bakeries,Bakeries,60.15925,24.93641,Not Listed,4.3
Len's Keishoku,japanese,Japanese,60.1606293,24.9405594,Affordable,4.3
Restroom,bars,Bars,60.1579530081947,24.9366839670427,Affordable,3.8
Annapurna,himalayan,Himalayan/Nepalese,60.1622086,24.9404697,Affordable,3.8
Seaside Garden,chinese,Chinese,60.1582108,24.9363308,Most Affordable,4.0
Lungi,gastropubs,Gastropubs,60.1597633,24.9464035,Affordable,3.7
Punavuoren Ahven,pubs,Pubs,60.16082,24.9375896,Affordable,3.7
Himalaya,himalayan,Himalayan/Nepalese,60.1638603,24.94524,Affordable,4.0
Ursula,coffee,Coffee & Tea,60.155164493191,24.960940656696,Affordable,4.0
Black Door,pubs,Pubs,60.1641161562101,24.9435858598023,Affordable,3.9
Ravintola Monal,indpak,Indian,60.1631,24.94172,Not Listed,4.3
Kotipizza,pizza,Pizza,60.1634598,24.9412804,Not Listed,4.5
Ravintola OX,mediterranean,Mediterranean,60.1642894149301,24.9445254758114,Affordable,4.0
Central,modern_european,Modern European,60.1575,24.94643,Affordable,3.7
Mattolaituri,bars,Bars,60.1538050166312,24.9558801988731,Affordable,3.6
Playground,bars,Bars,60.1634712,24.943119,Affordable,3.8
Kirurginen Sairaala,oralsurgeons,Oral Surgeons,60.1615295,24.9490795,Not Listed,4.0
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.163132518403,24.9423842075,Affordable,3.4
Primula,scandinavian,Scandinavian,60.1604454175309,24.9417757987976,Affordable,3.3
Happy Waffle Helsinki,waffles,Waffles,60.17167,24.94683,Not Listed,4.2
On The Rocks,bars,Bars,60.1712386370615,24.9455705632046,Affordable,4.1
B-Smokery,burgers,Burgers,60.190321285681,24.972456738434,Affordable,4.0
Phloopy's Crêperie & Café,creperies,Creperies,60.1883136361935,24.9178904214264,Not Listed,5.0
Laiska Karhu,divebars,Dive Bars,60.174511,24.9194202,Most Affordable,4.0
Villetta,pizza,Pizza,60.1822207547844,24.9239924025402,Affordable,3.9
Trattoria Sogno,italian,Italian,60.1777356293443,24.9249926447523,Expensive,3.9
Coma,mediterranean,Mediterranean,60.1747200301483,24.9277671217453,Expensive,4.3
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.1835213,24.9235497,Affordable,3.8
Mamma Rosa,italian,Italian,60.1793688410191,24.9237973474549,Expensive,3.7
Maharaja,indpak,Indian,60.1847305,24.9234695,Affordable,3.7
Hokkaido,sushi,Sushi Bars,60.18857,24.91731,Not Listed,4.0
THAi Ocha,thai,Thai,60.1892659,24.9174563,Affordable,4.0
Meilahden kampuskirjasto Terkko,libraries,Libraries,60.1903305,24.9082203,Not Listed,4.5
Korjaamo,restaurants,Restaurants,60.1843109,24.9200001,Most Affordable,3.6
Lime Tree,asianfusion,Asian Fusion,60.1786862,24.9244374,Affordable,3.6
Gandi,indpak,Indian,60.1843978071474,24.9244910907599,Affordable,3.6
Phad Thai,thai,Thai,60.1890180025028,24.9189361184835,Affordable,3.6
Zuhat,pizza,Pizza,60.1835,24.91901,Affordable,3.6
Hong Kong,chinese,Chinese,60.1857185,24.9221001,Affordable,3.6
Ravintola Jing Cheng,chinese,Chinese,60.17695,24.92771,Affordable,4.0
Tokyo 55,sushi,Sushi Bars,60.179451,24.9239025,Expensive,3.5
Janoinen Lohi,pubs,Pubs,60.1852648376011,24.9173140525818,Affordable,3.4
Töölön torigrilli,hotdog,Hot Dogs,60.1789953273992,24.923704290411,Not Listed,3.4
Picnic,coffee,Coffee & Tea,60.1840591,24.9174194,Most Affordable,3.4
Bar Teos,tapasmallplates,Tapas/Small Plates,60.1803818,24.9251499,Affordable,3.4
Karhu Ministeri,pubs,Pubs,60.1895714,24.9172592,Affordable,3.3
Ravintola Lehtovaara,scandinavian,Scandinavian,60.1836,24.91593,Most Expensive,3.3
Diyalo,himalayan,Himalayan/Nepalese,60.1846761554171,24.9232234073229,Affordable,4.0
Ravintola Töölönranta,brasseries,Brasseries,60.1825748262936,24.9313629009158,Expensive,3.3
Viisi Penniä,gastropubs,Gastropubs,60.1902504,24.9161301,Most Affordable,3.2
Macu,mediterranean,Mediterranean,60.1799316,24.9271393,Expensive,3.2
Fafa's,"mideastern, falafel","Middle Eastern, Falafel",60.1813001768981,24.9256667912975,Most Affordable,3.7
Dennis,italian,Italian,60.1804529046444,24.9246311187744,Affordable,3.1
White Lady,restaurants,Restaurants,60.195542025169,24.903348334871,Affordable,3.2
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.1901016,24.9164696,Most Affordable,3.1
Lie Mi,vietnamese,Vietnamese,60.1809280778816,24.9252896233852,Not Listed,3.0
Ravintola Mama's & Papa's,restaurants,Restaurants,60.1795998,24.9242096,Not Listed,4.0
Eläintarhan koirapuisto,pets,Pets,60.1888695,24.9272594,Not Listed,4.0
Unicafe,"restaurants, comfortfood","Restaurants, Comfort Food",60.1907616,24.9098206,Not Listed,4.0
Burger King,"burgers, hotdogs","Burgers, Fast Food",60.19072,24.91162,Most Affordable,4.0
Helsingin Astanga joogakoulu,yoga,Yoga,60.1835899,24.9471207,Not Listed,4.5
Korphai,thai,Thai,60.185218237293,24.9427771995798,Most Affordable,4.5
Sirdie,pubs,Pubs,60.1835899,24.9471207,Most Affordable,3.8
Maltainen Riekko,pubs,Pubs,60.1921806,24.9446297,Affordable,3.6
Weeruska,scandinavian,Scandinavian,60.1908014222147,24.9463999271393,Affordable,3.3
Boatip,thai,Thai,60.1849289,24.9418507,Most Affordable,4.0
MusKan,himalayan,Himalayan/Nepalese,60.1913412130312,24.9452347014189,Not Listed,4.0
Bodo,ramen,Ramen,60.1852703386453,24.9417335540056,Affordable,3.7
Nellu Pub,pubs,Pubs,60.1986809,24.9335194,Expensive,3.2
The Wrap'n Roll Café,vietnamese,Vietnamese,60.1939947,24.9063852,Affordable,4.0
Restaurant Red Apple,chinese,Chinese,60.1804059,24.9248011,Not Listed,4.0
Ristorante Il Trio,pizza,Pizza,60.19076,24.9151,Not Listed,4.0
Mullikka,bars,Bars,60.193180279879,24.90686785043,Affordable,3.0
Cafe Truffel,coffee,Coffee & Tea,60.1828613,24.9227905,Most Affordable,4.0
Food House,chinese,Chinese,60.19694,24.92787,Not Listed,4.0
Ravintola N:o 11,modern_european,Modern European,60.1948332603522,24.899697303772,Affordable,3.8
Tilkan Hammassairaala,dentists,Dentists,60.1991692,24.9003296,Not Listed,5.0
Keskuspuiston koirapuisto,dog_parks,Dog Parks,60.1991692,24.9217701,Not Listed,3.7
Ølhus Helsinki,pubs,Pubs,60.1894469653287,24.9162536688861,Affordable,4.0
Ravintola Freshco,restaurants,Restaurants,60.1877708,24.9225998,Not Listed,4.0
Jitu's Pizza & Kebab,pizza,Pizza,60.1857132,24.9217229,Most Affordable,3.3
Sportbar Töölö,restaurants,Restaurants,60.1882286,24.9177494,Not Listed,2.8
Kolmen Sepän terassi,streetvendors,Street Vendors,60.1695213,24.9405003,Expensive,3.0
Thai Manohra,thai,Thai,60.1847305,24.9234695,Not Listed,3.5
Fellows,bars,Bars,60.18253,24.92541,Affordable,2.6
Sokos Hotel Pasila,hotels,Hotels,60.19907,24.9257908,Affordable,3.0
Chico's,tradamerican,American,60.1829796,24.9246902,Affordable,2.3
Messenius,scandinavian,Scandinavian,60.18834,24.9146,Not Listed,3.0
Uimakoulu Pikku Joutsen,swimminglessons,Swimming Lessons/Schools,60.19411,24.89388,Not Listed,4.0
Bistro Gradus,buffets,Buffets,60.194809,24.8924198,Not Listed,4.0
Iloinen Kahvila,coffee,Coffee & Tea,60.1983625697923,24.8844078603837,Most Affordable,4.3
Munkkiniemen Pizzeria Ja Kebab,pizza,Pizza,60.1985512,24.8845596,Most Affordable,3.3
Pikku Baari,divebars,Dive Bars,60.1999397,24.8838902,Most Affordable,3.0
Nan Hai,chinese,Chinese,60.1999397,24.8838902,Affordable,3.0
Kotipizza,pizza,Pizza,60.1845207,24.9177895,Affordable,3.0
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.1955109,24.8909607,Most Affordable,2.7
FeltBay,bars,Bars,60.1975452850905,24.8997010580666,Affordable,3.0
Stadin Ravintola,pizza,Pizza,60.18886,24.9182,Not Listed,3.0
Hong Ye,chinese,Chinese,60.1852994,24.9154735,Most Affordable,2.0
Manteli / Annin Juhlapalvelu,restaurants,Restaurants,60.1907788,24.9137808,Not Listed,2.5
Mexi,divebars,Dive Bars,60.1901016,24.9164696,Not Listed,2.0
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.1905594,24.9148293,Not Listed,1.7
Manskun Pizza & Kebab,kebab,Kebab,60.1932608,24.9069607,Not Listed,1.0
Ravintola Mestarikilta,restaurants,Restaurants,60.2016029,24.9206505,Not Listed,2.0
Gurans,himalayan,Himalayan/Nepalese,60.2031699,24.8990009,Affordable,4.2
Pizzeria Ravintola Rose Way,restaurants,Restaurants,60.2077713,24.8874207,Most Affordable,4.0
Hammaslääketieteen kirjasto,libraries,Libraries,60.2060204,24.8972397,Not Listed,4.0
Kirjastoauto Helsinki,libraries,Libraries,60.2054341376741,24.8930142447352,Not Listed,4.0
Sir Olavi,indpak,Indian,60.2050781,24.8949604,Not Listed,3.5
Tilkanranta,restaurants,Restaurants,60.2028198,24.8950005,Most Affordable,2.0
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2043419,24.8997307,Not Listed,1.0
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2020410120427,24.8814147681719,Most Affordable,2.8
Veggie,gluten_free,Gluten-Free,60.19742,24.87775,Most Affordable,4.3
La Cantine,bistros,Bistros,60.1994452,24.8774014,Not Listed,4.3
Meritorppa,seafood,Seafood,60.1922493,24.8735199,Most Expensive,4.3
Solna,french,French,60.1973114,24.8784103,Expensive,4.1
Munkkiniemen kirjasto,libraries,Libraries,60.196895750298,24.875869006107,Not Listed,4.0
Joogatila,yoga,Yoga,60.1983986,24.8776093,Not Listed,5.0
Ukko-Munkki,pubs,Pubs,60.1995451435278,24.8776286869569,Affordable,3.5
Delivo,"coffee, delis","Coffee & Tea, Delis",60.1981888,24.8783092,Most Affordable,3.4
Wanha Munkki,pizza,Pizza,60.1952209,24.8730507,Not Listed,4.0
Cafe Tarina,coffee,Coffee & Tea,60.1984710761161,24.8758730640685,Not Listed,3.5
Kotipizza,pizza,Pizza,60.19731,24.87841,Affordable,3.0
Bistro Maria,bistros,Bistros,60.1983986,24.8776093,Not Listed,3.0
Pizza Paja,kebab,Kebab,60.1978416,24.8796005,Not Listed,2.5
Torpanranta,coffee,Coffee & Tea,60.1945136748468,24.8712655492622,Affordable,3.7
Kahvila '52,sandwiches,Sandwiches,60.1811485,24.8839798,Affordable,3.5
Ravintola Seurasaari,scandinavian,Scandinavian,60.1810718348852,24.8832118125977,Expensive,2.2
Sushi-San,sushi,Sushi Bars,60.2053631,24.8791424,Affordable,4.1
Pizza Hut,pizza,Pizza,60.2059517,24.8777008,Most Affordable,2.6
La Torrefazione,breakfast_brunch,Breakfast & Brunch,60.1687668954538,24.9436640739441,Affordable,4.2
Friends & Brgrs,burgers,Burgers,60.1696718387802,24.9450117023004,Affordable,4.1
Café Rakastan,vegan,Vegan,60.1746623,24.9335523,Not Listed,5.0
Ravintola Kaisaniemi,buffets,Buffets,60.1768220435389,24.9412835715367,Not Listed,3.8
St. Urho's Pub,modern_european,Modern European,60.174114160805,24.9313688278198,Affordable,3.8
Navy Jerry's,bars,Bars,60.16967,24.92577,Expensive,3.7
Kuningatar Saba,ethiopian,Ethiopian,60.1712914,24.9197502,Affordable,3.6
Pub Pete,bars,Bars,60.1701851427934,24.9226696437962,Affordable,3.5
Funny Deli,delis,Delis,60.1729654,24.9192519,Not Listed,4.0
Falafel,mideastern,Middle Eastern,60.1740189,24.9195499,Most Affordable,4.0
Oliva Verde,italian,Italian,60.1699730413016,24.9261975288391,Not Listed,3.7
Full House,chinese,Chinese,60.1773633470918,24.9221825809509,Most Affordable,3.3
DATE + KALE,vegan,Vegan,60.169,24.9335,Affordable,5.0
Gallen-Kallelan Museo,museums,Museums,60.20626,24.838,Affordable,3.8
Tarvaspään Kahvila- ja Tilausravintola,catering,Caterers,60.2062607,24.8379993,Not Listed,3.5
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,Most Affordable,3.5
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,Not Listed,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,Most Affordable,3.0
Sävellys,indpak,Indian,60.2041442623076,24.8048747945094,Not Listed,2.0
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,Affordable,4.0
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,Affordable,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,Not Listed,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,Affordable,4.3
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,Affordable,3.6
Chico's,tradamerican,American,60.2182372478054,24.811621321865,Affordable,3.2
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,Affordable,3.7
Lime Leaf,thai,Thai,60.21838,24.8083591,Affordable,2.9
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,Most Affordable,3.3
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2181282,24.8128109,Most Affordable,3.3
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,Affordable,2.8
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.21813,24.81281,Affordable,2.6
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,Not Listed,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,Not Listed,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,Affordable,3.0
Ravintola Raviini,restaurants,Restaurants,60.2186699,24.8474903,Not Listed,3.0
Starbucks Sello,coffee,Coffee & Tea,60.2187590145854,24.8087738073472,Not Listed,3.0
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,Most Affordable,2.5
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,Not Listed,2.0
Smoker's Beer & BBQ,bbq,Barbeque,60.2181822446383,24.8080193996429,Not Listed,2.0
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.21838,24.8083591,Not Listed,2.0
Rax,"pizza, buffets","Pizza, Buffets",60.2181282,24.8128109,Most Affordable,1.5
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,Affordable,4.3
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,Not Listed,4.0
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,Most Affordable,3.0
Hammaslääkärikeskus Helmi,dentists,Dentists,60.2209892,24.8117599,Not Listed,2.5
Kathmandu Palace,himalayan,Himalayan/Nepalese,60.2222727491811,24.8135110999135,Affordable,4.2
Harakanpesä,bars,Bars,60.2233112416919,24.812305967189,Affordable,4.0
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2229385,24.8456402,Most Affordable,3.0
Teidän Sushi,sushi,Sushi Bars,60.2250563903547,24.8118255418909,Most Affordable,3.7
Palokaivon koirapuisto,dog_parks,Dog Parks,60.212719,24.798975,Not Listed,4.0
Gula Villan,scandinavian,Scandinavian,60.1409705850168,24.756875038147,Affordable,4.7
Cafe Merenneito,restaurants,Restaurants,60.150494788977,24.7553406706207,Affordable,4.8
Nokkalan Majakka,modern_european,Modern European,60.1482487978944,24.7534334287047,Not Listed,4.0
Matinkylän koirapuisto,dog_parks,Dog Parks,60.1613998,24.7417202,Not Listed,3.0
Villa Pentry,restaurants,Restaurants,60.1451607,24.7361393,Not Listed,5.0
Krouvi Fortuna,divebars,Dive Bars,60.1577606,24.7400093,Not Listed,2.0
Blue Jay,divebars,Dive Bars,60.2265507,24.8128074,Not Listed,3.7
Popomama,chinese,Chinese,60.16152,24.7377,Not Listed,5.0
Viikinkiravintola Harald,scandinavian,Scandinavian,60.1600889120288,24.7381458431482,Not Listed,3.8
Retro,modern_european,Modern European,60.1615181,24.7376995,Not Listed,3.0
The Lucky Bastard,burgers,Burgers,60.1610408236697,24.7378606574847,Not Listed,2.5
Ravintola SiipiWeikot IsoOmena,restaurants,Restaurants,60.16152,24.7377,Affordable,2.5
Goodwin,scandinavian,Scandinavian,60.16152,24.7377,Not Listed,1.0
Spice Garden,indpak,Indian,60.22902,24.8136024,Not Listed,4.4
Wok Up,asianfusion,Asian Fusion,60.1621231,24.7387956,Most Affordable,5.0
Hammaslääkäri Merikallio Minna,generaldentistry,General Dentistry,60.16151,24.7403799,Not Listed,5.0
Classic Pizza,pizza,Pizza,60.1615181,24.7376995,Affordable,4.0
Kirjasto Omena,libraries,Libraries,60.161561119635,24.7378635406494,Not Listed,3.9
Korean Kitchen,korean,Korean,60.1627951123895,24.7379892072772,Not Listed,4.0
Haikaranpesä,venues,Venues & Event Spaces,60.1615317036873,24.7648634940977,Expensive,3.6
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.1615181,24.7376995,Not Listed,4.0
Decanter Wine Bar & Shop,professional,Professional Services,60.1615181,24.7376995,Expensive,4.0
Puosun Grilli,foodstands,Food Stands,60.162187184085,24.7397347167134,Not Listed,4.0
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.1615181,24.7376995,Affordable,4.0
Sports Academy,sportsbars,Sports Bars,60.1615181,24.7376995,Affordable,3.0
Salaattiasema,salad,Salad,60.1614943523109,24.7370320253289,Not Listed,3.0
Decanter,restaurants,Restaurants,60.1615181,24.7376995,Not Listed,3.0
Ison Omenan Hammaslääkärit,dentists,Dentists,60.1626892,24.7368393,Not Listed,2.0
Pizzarium,pizza,Pizza,60.1616351657682,24.7375121785607,Not Listed,1.0
Topparoikan koirapuisto,dog_parks,Dog Parks,60.2294312,24.8190098,Not Listed,3.0
Niittylounas,buffets,Buffets,60.16452,24.72961,Most Affordable,4.0
Kotipizza,pizza,Pizza,60.1595383,24.7120609,Not Listed,2.0
Haukilahden Paviljonki,scandinavian,Scandinavian,60.1551119450184,24.7733545303345,Expensive,3.8
Ravintola Keilalahden Ranta,buffets,Buffets,60.1768472,24.8327116,Not Listed,5.0
Ravintola Tapiontori,restaurants,Restaurants,60.1770287,24.8045502,Not Listed,5.0
Grilli Ribis,bbq,Barbeque,60.17659,24.8017693,Not Listed,5.0
Tuuliniityn koirapuisto,dog_parks,Dog Parks,60.1714554,24.7994251,Not Listed,5.0
Tran Tri Dung,vegan,Vegan,60.1757507,24.8009701,Not Listed,5.0
Kalabaari,seafood,Seafood,60.17659,24.8017693,Not Listed,4.0
Sumo,"japanese, sushi","Japanese, Sushi Bars",60.1757507,24.8043308,Not Listed,3.7
Kylä,modern_european,Modern European,60.1766391712164,24.8047194747004,Not Listed,4.0
Tapiolan hammaslääkäriasema,dentists,Dentists,60.1758461,24.8041039,Not Listed,4.0
Prithvi Planet,indpak,Indian,60.1627568540029,24.7922480106354,Affordable,4.0
Suomen Keinojuuriklinikka,generaldentistry,General Dentistry,60.1764908,24.8043594,Not Listed,4.0
Tempo,salad,Salad,60.175832358695,24.8039531707764,Affordable,3.5
Fratello,italian,Italian,60.1767099,24.8008082,Not Listed,3.0
Fransmanni,french,French,60.16959,24.9467201,Expensive,3.0
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1756592,24.8018208,Most Affordable,3.0
Bar Oravanhäntä,pubs,Pubs,60.17584,24.79335,Not Listed,3.0
Ravintola Vihtori,bars,Bars,60.1746712,24.8081493,Not Listed,3.0
Ravintola Hemingway's,pubs,Pubs,60.17659,24.8017693,Not Listed,3.0
Picnic,coffee,Coffee & Tea,60.1757813,24.8027191,Not Listed,3.0
Tapiola Pizza,pizza,Pizza,60.1726112,24.8106308,Not Listed,3.0
Sherlock,pubs,Pubs,60.17607,24.80074,Not Listed,2.5
Funky Burger,sportsbars,Sports Bars,60.1760648624514,24.8040697040996,Expensive,1.7
