Foursquare Name,Foursquare Search,Foursquare Category,Latitude,Longitude,Foursquare Popularity,Foursquare Price,Foursquare Rating,Rounded Latitude,Rounded Longitude,ID
HSL 4225 Prinsessantie,19043,Bus Stop,60.209475,25.058579,0.3388319539635329,Not Listed,0.0,60.209,25.059,60.209_25.059
Nordic Institute of Dental Education Ltd,12009,Education,60.198245,25.043511,0.6427971033234191,Not Listed,0.0,60.198,25.044,60.198_25.044
Planmeca,11124,Office,60.198226,25.043195,0.9654645674382516,Not Listed,0.0,60.198,25.043,60.198_25.043
Savalan Pizzeria,13064,Pizzeria,60.202368,25.059186,0.2206452864347601,Most Affordable,0.0,60.202,25.059,60.202_25.059
Kulmapotku,13015,Karaoke Bar,60.202368,25.059186,0.9145221776800724,Affordable,0.0,60.202,25.059,60.202_25.059
Willy's Pub,13010,Dive Bar,60.202368,25.059186,0.2798315660157765,Most Affordable,0.0,60.202,25.059,60.202_25.059
HSL 4235 Viilarintie,19043,Bus Stop,60.210748,25.057936,0.5898260700892279,Not Listed,0.0,60.211,25.058,60.211_25.058
HSL 4056 Majavatie,19043,Bus Stop,60.201788,25.031182,0.9515469416785206,Not Listed,0.0,60.202,25.031,60.202_25.031
Hsl 4069,19043,Bus Stop,60.214402,25.042302,0.9193068666752876,Not Listed,0.0,60.214,25.042,60.214_25.042
Herttoniemen portaat,16019,Hiking Trail,60.203276,25.028921,0.9699421311263416,Not Listed,0.0,60.203,25.029,60.203_25.029
Pitkäkosken ulkoilumaja,13034,Café,60.26602,24.898214,0.9675821156084314,Most Affordable,8.0,60.266,24.898,60.266_24.898
Che Buono Ristorante,13236,Italian Restaurant,60.259709,24.886452,0.99266132160869,Affordable,0.0,60.26,24.886,60.26_24.886
HSL 2338 Edita,19043,Bus Stop,60.261362,24.886017,0.5574890081469028,Not Listed,0.0,60.261,24.886,60.261_24.886
Morning Deli,13049,Diner,60.262126,24.885648,0.0073144316565369,Most Affordable,0.0,60.262,24.886,60.262_24.886
Pitkäkosken koira-aitaus,16033,Dog Park,60.263844,24.894532,0.9449114185956292,Not Listed,0.0,60.264,24.895,60.264_24.895
HSL 2335 Kuninkaantammentie,19043,Bus Stop,60.263765,24.885002,0.4805217897323161,Not Listed,0.0,60.264,24.885,60.264_24.885
Ravintola Painike,13065,Restaurant,60.262648,24.882292,0.6132080046553731,Not Listed,0.0,60.263,24.882,60.263_24.882
HSL 1956 Kappatie,19043,Bus Stop,60.258385,24.877994,0.9298622785464892,Not Listed,0.0,60.258,24.878,60.258_24.878
HSL 1957 Kappatie,19043,Bus Stop,60.26044,24.877291,0.7748448208974524,Not Listed,0.0,60.26,24.877,60.26_24.877
HSL V1699 Silvolan teoll.alue,19043,Bus Stop,60.265071,24.881592,0.9517823439336206,Not Listed,0.0,60.265,24.882,60.265_24.882
HSL V1619 Silvolan teoll. alue,19043,Bus Stop,60.265957,24.88232,0.0714005911470389,Not Listed,0.0,60.266,24.882,60.266_24.882
Korpipolku,16019,Hiking Trail,60.265168,24.905486,0.4492435018750808,Not Listed,0.0,60.265,24.905,60.265_24.905
Gaius-Säätiö / Heseva-lounasravintola,13065,Restaurant,60.215283,24.955406,0.9573580757791283,Not Listed,7.2,60.215,24.955,60.215_24.955
HSL 2435 Koskelantie,19043,Bus Stop,60.209312,24.945612,0.976690805638174,Not Listed,0.0,60.209,24.946,60.209_24.946
HSL 2437/2438/2439 Käpylänaukio,19043,Bus Stop,60.212536,24.944281,0.9823483770852192,Not Listed,0.0,60.213,24.944,60.213_24.944
Ristorante Ravello,13236,Italian Restaurant,60.213252,24.943974,0.960510151299625,Affordable,0.0,60.213,24.944,60.213_24.944
Vauvauinti Kultakalat,18076,Swim School,60.21527,24.955196,0.9524683175998966,Not Listed,0.0,60.215,24.955,60.215_24.955
Pieni Kirahvi Oy Ab,13065,Restaurant,60.199708,25.04083,0.0,Not Listed,0.0,60.2,25.041,60.2_25.041
P.U.B Vihreä Omena Oy,13065,Restaurant,60.199043,25.043671,0.0,Not Listed,0.0,60.199,25.044,60.199_25.044
Pitopalvelu Kekäläinen Avoin yhtiö,13032,"Cafe, Coffee, and Tea House",60.204398,25.048695,0.0,Not Listed,0.0,60.204,25.049,60.204_25.049
Thai Papaya Herttoniemi,13065,Restaurant,60.199587,25.04821,0.0,Not Listed,0.0,60.2,25.048,60.2_25.048
Matkahuolto asiamies Herttoniemi,19042,Bus Station,60.19578,25.036788,0.0,Not Listed,0.0,60.196,25.037,60.196_25.037
HSL 1694/1695 Soittajankuja,19043,Bus Stop,60.241499,24.87578,0.939876180007759,Not Listed,0.0,60.241,24.876,60.241_24.876
Ristorante Della Atena Kannelmäki,13064,Pizzeria,60.239711,24.87491,0.302275960170697,Most Affordable,0.0,60.24,24.875,60.24_24.875
Pizzataxi Kannelmäki,13032,"Cafe, Coffee, and Tea House",60.239239,24.874921,0.948346372688478,Most Affordable,0.0,60.239,24.875,60.239_24.875
Kannel Pub,13003,Bar,60.239191,24.874981,0.9636056511056512,Affordable,0.0,60.239,24.875,60.239_24.875
HSL 1690 Kanneltalo,19043,Bus Stop,60.239093,24.8751,0.0705903271692745,Not Listed,0.0,60.239,24.875,60.239_24.875
HSL 1693 Trumpettitie,19043,Bus Stop,60.240444,24.873222,0.4997736971421181,Not Listed,0.0,60.24,24.873,60.24_24.873
HSL 1640 Kannelmäen asema,19043,Bus Stop,60.240493,24.873163,0.9868744342428551,Not Listed,0.0,60.24,24.873,60.24_24.873
Hsl 1692,19043,Bus Stop,60.240167,24.872995,0.6531019656019657,Not Listed,0.0,60.24,24.873,60.24_24.873
HSL 1691 Kanneltalo,19043,Bus Stop,60.238754,24.874722,0.93214955386008,Not Listed,0.0,60.239,24.875,60.239_24.875
Ravintola Rumpu Oy,13034,Café,60.23865,24.874736,0.2304167205482995,Most Affordable,0.0,60.239,24.875,60.239_24.875
Pub Päätön Kana,13010,Dive Bar,60.214037,24.943922,0.9791316436053276,Most Affordable,6.5,60.214,24.944,60.214_24.944
Koskelan Hammaslääkäriasema Oy,15007,Dentist,60.215029,24.960577,0.6952589551273762,Not Listed,0.0,60.215,24.961,60.215_24.961
HSL 3059 Kalervonkatu,19043,Bus Stop,60.208515,24.947147,0.9667011509116772,Not Listed,0.0,60.209,24.947,60.209_24.947
Ravintola Sunkosi,13194,Himalayan Restaurant,60.206631,25.042363,0.9521854390275444,Not Listed,7.2,60.207,25.042,60.207_25.042
Chang Khao,13352,Thai Restaurant,60.204775,25.034446,0.2377796456743825,Affordable,0.0,60.205,25.034,60.205_25.034
HSL 4010 Muuntajankatu,19043,Bus Stop,60.206003,25.044935,0.5803455967929653,Not Listed,0.0,60.206,25.045,60.206_25.045
Chernobil,13007,Beer Garden,60.204631,25.033829,0.7155373076425708,Most Affordable,0.0,60.205,25.034,60.205_25.034
HSL 4010 Siilitie,19043,Bus Stop,60.20556,25.044569,0.0062637398163713,Not Listed,0.0,60.206,25.045,60.206_25.045
HSL 4177 Siilitie,19043,Bus Stop,60.20556,25.044569,0.9545535367903788,Not Listed,0.0,60.206,25.045,60.206_25.045
Ravintola Erätupa,13199,Indian Restaurant,60.204315,25.03297,0.1790459718091297,Affordable,0.0,60.204,25.033,60.204_25.033
HSL 4241 Levytie,19043,Bus Stop,60.211703,25.048749,0.5486227854648907,Not Listed,0.0,60.212,25.049,60.212_25.049
Kang Thai Lounasravintola,13352,Thai Restaurant,60.211449,25.049736,0.4939544807965859,Affordable,0.0,60.211,25.05,60.211_25.05
Lounaskahvila Pelto,13065,Restaurant,60.211081,25.053123,0.795422216474848,Not Listed,0.0,60.211,25.053,60.211_25.053
HSL 4237 Putkitie,19043,Bus Stop,60.209709,25.053884,0.8191355230828915,Not Listed,0.0,60.21,25.054,60.21_25.054
HSL 4230 Pikkupurontie,19043,Bus Stop,60.206713,25.053003,0.9280195267037372,Not Listed,0.0,60.207,25.053,60.207_25.053
Koiraparkki Herttoniemi,16033,Dog Park,60.205108,25.051676,0.9832131772921248,Not Listed,0.0,60.205,25.052,60.205_25.052
Pizza 4U,13064,Pizzeria,60.201802,25.044954,0.4834394801500065,Most Affordable,0.0,60.202,25.045,60.202_25.045
Pizza 4U,13064,Pizzeria,60.201747,25.044908,0.0270351092719513,Most Affordable,0.0,60.202,25.045,60.202_25.045
Kulta Feeniks ravintola,13034,Café,60.209713,25.054785,0.9435293547135654,Most Affordable,0.0,60.21,25.055,60.21_25.055
House Of Chen Oy,13065,Restaurant,60.208507,25.038726,0.0,Not Listed,0.0,60.209,25.039,60.209_25.039
Star Pizza,13064,Pizzeria,60.238772,24.873343,0.1278207034785982,Most Affordable,0.0,60.239,24.873,60.239_24.873
Luutnantinpolku 7,12080,Library,60.246252,24.867138,0.7542997542997542,Not Listed,0.0,60.246,24.867,60.246_24.867
Nokian Sushi,13276,Sushi Restaurant,60.240201,24.867748,0.3145043967412388,Affordable,0.0,60.24,24.868,60.24_24.868
HSL 1546 Puustellinpolku,19043,Bus Stop,60.242898,24.863092,0.9877392344497608,Not Listed,0.0,60.243,24.863,60.243_24.863
HSL 1550 Malminkartanon asema,19043,Bus Stop,60.247425,24.864118,0.9251584120005172,Not Listed,0.0,60.247,24.864,60.247_24.864
Tunelit Oy,13065,Restaurant,60.24344,24.879066,0.0,Not Listed,0.0,60.243,24.879,60.243_24.879
Hsl 2193,19043,Bus Stop,60.207798,24.941578,0.9610516617095564,Not Listed,0.0,60.208,24.942,60.208_24.942
Hsl 2194,19043,Bus Stop,60.207803,24.939989,0.9462126600284496,Not Listed,0.0,60.208,24.94,60.208_24.94
HSL 3140 Käpylän asema,19043,Bus Stop,60.221077,24.947325,0.9496476141212984,Not Listed,0.0,60.221,24.947,60.221_24.947
Viilarin koulutuskenttä,16033,Dog Park,60.218131,25.045684,0.7490624595887754,Not Listed,0.0,60.218,25.046,60.218_25.046
HSL 4242 Myllärintie,19043,Bus Stop,60.218581,25.047851,0.9347358722358724,Not Listed,0.0,60.219,25.048,60.219_25.048
HSL 4243 Myllärintie,19043,Bus Stop,60.218389,25.04899,0.937960687960688,Not Listed,0.0,60.218,25.049,60.218_25.049
Hsl 4252,19043,Bus Stop,60.215451,25.059232,0.8457907668433984,Not Listed,0.0,60.215,25.059,60.215_25.059
HSL 4297 Mamsellimyllynkatu,19043,Bus Stop,60.218145,25.059465,0.4645997672313461,Not Listed,0.0,60.218,25.059,60.218_25.059
Casa de Burjo,13026,BBQ Joint,60.217802,24.959573,0.2805993792835898,Affordable,0.0,60.218,24.96,60.218_24.96
Hesburger,13031,Burger Joint,60.209725,25.061779,0.9792609595241174,Most Affordable,4.9,60.21,25.062,60.21_25.062
HSL 4248 Varikkotie,19043,Bus Stop,60.209201,25.066035,0.8871718608560714,Not Listed,0.0,60.209,25.066,60.209_25.066
HSL 4233 Ratasmyllyntie,19043,Bus Stop,60.208946,25.067022,0.2621395318763739,Not Listed,0.0,60.209,25.067,60.209_25.067
Ravintola & Classico,13064,Pizzeria,60.209314,25.068723,0.970621039699987,Most Affordable,0.0,60.209,25.069,60.209_25.069
HSL 4774 Roihuvuoren vanhaink,19043,Bus Stop,60.203605,25.062204,0.6679813785076943,Not Listed,0.0,60.204,25.062,60.204_25.062
HSL 4253 Kauppamyllyntie,19043,Bus Stop,60.215988,25.063668,0.845782684598474,Not Listed,0.0,60.216,25.064,60.216_25.064
HSL 4207 Roihuvuoren kirkko,19043,Bus Stop,60.201837,25.061639,0.9580127376180008,Not Listed,0.0,60.202,25.062,60.202_25.062
Celia - Näkövammaisten kirjasto,12080,Library,60.208086,25.073494,0.3169533169533169,Not Listed,0.0,60.208,25.073,60.208_25.073
HSL 4205 Vuorenpeikontie,19043,Bus Stop,60.201052,25.059993,0.9606313849734902,Not Listed,0.0,60.201,25.06,60.201_25.06
HSL 4208 Kreijarinkuja,19043,Bus Stop,60.2017,25.064519,0.7791607396870553,Not Listed,0.0,60.202,25.065,60.202_25.065
HSL 4204 Vuorenpeikontie,19043,Bus Stop,60.200743,25.059238,0.9371928746928748,Not Listed,0.0,60.201,25.059,60.201_25.059
Hiisi Outdoor Ky,13065,Restaurant,60.20386,25.05613,0.0,Not Listed,0.0,60.204,25.056,60.204_25.056
Restinga Oy,13065,Restaurant,60.20173,25.060752,0.0,Not Listed,0.0,60.202,25.061,60.202_25.061
Ganapati Oy,13065,Restaurant,60.206959,25.073958,0.0,Not Listed,0.0,60.207,25.074,60.207_25.074
Kartanonhaan koira-aitaus,16033,Dog Park,60.237826,24.86341,0.8097601189706453,Not Listed,0.0,60.238,24.863,60.238_24.863
HSL 4209 Kreijarinkuja,19043,Bus Stop,60.201576,25.065912,0.27543482477693,Not Listed,0.0,60.202,25.066,60.202_25.066
Cafe Sose,13034,Café,60.213305,24.957364,0.932585995085995,Most Affordable,7.1,60.213,24.957,60.213_24.957
Kotipizza,13064,Pizzeria,60.216366,24.955103,0.9731750290960818,Most Affordable,0.0,60.216,24.955,60.216_24.955
HSL 3064 Joukolan puisto,19043,Bus Stop,60.212362,24.954895,0.9454771757403336,Not Listed,0.0,60.212,24.955,60.212_24.955
Ravintola El Karim,13032,"Cafe, Coffee, and Tea House",60.212059,24.954247,0.948855554118712,Not Listed,0.0,60.212,24.954,60.212_24.954
HSL 4211 Tulisuonkuja,19043,Bus Stop,60.202799,25.073809,0.9692066468382258,Not Listed,0.0,60.203,25.074,60.203_25.074
Helsingin kaupunki Malminkartanon kirjasto,12080,Library,60.246166,24.859999,0.978072869520238,Not Listed,6.7,60.246,24.86,60.246_24.86
Lounasravintola Kuusenkerkkä,13049,Diner,60.236742,24.85874,0.6194798267166688,Most Affordable,0.0,60.237,24.859,60.237_24.859
HSL 1573 Ruosilanpolku,19043,Bus Stop,60.238333,24.85487,0.6256708263287211,Not Listed,0.0,60.238,24.855,60.238_24.855
Ravintola Willihanhi,13065,Restaurant,60.246509,24.861277,0.964316888658994,Not Listed,0.0,60.247,24.861,60.247_24.861
Olutravintola Malmgård,13006,Beer Bar,60.247278,24.861808,0.9600817923186344,Not Listed,0.0,60.247,24.862,60.247_24.862
X3M Ravintolat Oy,13065,Restaurant,60.243581,24.858974,0.0,Not Listed,0.0,60.244,24.859,60.244_24.859
Hsl Porolahti 4183,19043,Bus Stop,60.204734,25.074512,0.1134666364929522,Not Listed,0.0,60.205,25.075,60.205_25.075
Hesburger Stockmann,13145,Fast Food Restaurant,60.204981,25.075115,0.4097132419500841,Most Affordable,0.0,60.205,25.075,60.205_25.075
HSL 4213 Marjaniemientie,19043,Bus Stop,60.204147,25.07692,0.9515711884132936,Not Listed,0.0,60.204,25.077,60.204_25.077
HSL 1549 Luutnantinpolku,19043,Bus Stop,60.244697,24.864966,0.7542835898099056,Not Listed,0.0,60.245,24.865,60.245_24.865
Kartanon Grilli,13065,Restaurant,60.247694,24.861751,0.2972164748480538,Not Listed,0.0,60.248,24.862,60.248_24.862
Helsingin kaupunki Malminkartanon hammashoitola,15007,Dentist,60.247404,24.861314,0.8277431139273245,Not Listed,0.0,60.247,24.861,60.247_24.861
Be pop,13018,Pub,60.243067,24.85915,0.8940902625113152,Most Affordable,0.0,60.243,24.859,60.243_24.859
HSL 1555 Puustellintie,19043,Bus Stop,60.247919,24.857854,0.589688671925514,Not Listed,0.0,60.248,24.858,60.248_24.858
Kartanonkaaren koirakenttä,16033,Dog Park,60.240449,24.8576,0.9322546230440968,Not Listed,0.0,60.24,24.858,60.24_24.858
HSL 1559 Pihkatie,19043,Bus Stop,60.249938,24.854931,0.4762462821673348,Not Listed,0.0,60.25,24.855,60.25_24.855
Ravintola Onnen Autuus,13064,Pizzeria,60.251626,24.856714,0.1295260571576361,Most Affordable,0.0,60.252,24.857,60.252_24.857
HSL 1540/1541 Vuokraajankuja,19043,Bus Stop,60.245223,24.850966,0.2219788568472779,Not Listed,0.0,60.245,24.851,60.245_24.851
Ravintola Loru,13065,Restaurant,60.240058,24.855588,0.9524763998448208,Not Listed,0.0,60.24,24.856,60.24_24.856
HSL 1558 Pihkatie,19043,Bus Stop,60.250247,24.853194,0.92139208586577,Not Listed,0.0,60.25,24.853,60.25_24.853
HSL 1560/1561 Neulastie,19043,Bus Stop,60.248421,24.850901,0.4984562912194491,Not Listed,0.0,60.248,24.851,60.248_24.851
Malminkartanon koira-aitaus,16033,Dog Park,60.245004,24.84999,0.2658007888271046,Not Listed,0.0,60.245,24.85,60.245_24.85
HSL 4491 Itäpolku,19043,Bus Stop,60.207551,25.075047,0.920001939738782,Not Listed,0.0,60.208,25.075,60.208_25.075
Hesburger,13145,Fast Food Restaurant,60.239966,24.850835,0.984700310358205,Most Affordable,5.6,60.24,24.851,60.24_24.851
Subway,13039,Deli,60.239157,24.849675,0.9366594465278676,Most Affordable,5.1,60.239,24.85,60.239_24.85
Agitokola,16033,Dog Park,60.243062,24.84999,0.1016827233932497,Not Listed,0.0,60.243,24.85,60.243_24.85
HSL 1575 Malminkartanonkuja,19043,Bus Stop,60.242233,24.848514,0.3797119487908961,Not Listed,0.0,60.242,24.849,60.242_24.849
HSL 1572 Ruosilanpolku,19043,Bus Stop,60.239318,24.852194,0.6434517651622915,Not Listed,0.0,60.239,24.852,60.239_24.852
HSL 1574 Malminkartanonkuja,19043,Bus Stop,60.24092,24.849329,0.7146563429458166,Not Listed,0.0,60.241,24.849,60.241_24.849
HSL 1576 Malminkartanontie,19043,Bus Stop,60.243043,24.846392,0.9415896159317212,Not Listed,0.0,60.243,24.846,60.243_24.846
HSL 1539 Hankasuontie,19043,Bus Stop,60.244471,24.846567,0.9320121556963662,Not Listed,0.0,60.244,24.847,60.244_24.847
Laventeli,13302,Mediterranean Restaurant,60.238982,24.850228,0.9677275960170696,Affordable,0.0,60.239,24.85,60.239_24.85
Mother India,13199,Indian Restaurant,60.239157,24.849675,0.978234514418725,Affordable,0.0,60.239,24.85,60.239_24.85
Kung Food Panda Buffet Ristikko,13099,Chinese Restaurant,60.239157,24.849675,0.7599492435018751,Most Affordable,0.0,60.239,24.85,60.239_24.85
Takumi,13263,Japanese Restaurant,60.238878,24.850242,0.9935342040605198,Affordable,0.0,60.239,24.85,60.239_24.85
Lave Ravintola,13309,Middle Eastern Restaurant,60.239095,24.849524,0.327823936376568,Affordable,0.0,60.239,24.85,60.239_24.85
Huimala,10001,Amusement Park,60.23904,24.849479,0.1423283331178068,Not Listed,0.0,60.239,24.849,60.239_24.849
HSL 1577 Malminkartanontie,19043,Bus Stop,60.24428,24.845217,0.951441872494504,Not Listed,0.0,60.244,24.845,60.244_24.845
Kastetaimi,13065,Restaurant,60.236735,24.858635,0.0176597051597051,Not Listed,0.0,60.237,24.859,60.237_24.859
Raku,13263,Japanese Restaurant,60.242125,24.844346,0.9623852321220744,Affordable,0.0,60.242,24.844,60.242_24.844
HSL 1578 Riukutie,19043,Bus Stop,60.244985,24.843108,0.891940385361438,Not Listed,0.0,60.245,24.843,60.245_24.843
Ristikko Burger Oy,13032,"Cafe, Coffee, and Tea House",60.239255,24.849556,0.0,Not Listed,0.0,60.239,24.85,60.239_24.85
PH-Alkupiste Oy,13065,Restaurant,60.237495,24.845825,0.0,Not Listed,0.0,60.237,24.846,60.237_24.846
Cafe Stoa,10037,Concert Hall,60.212254,25.079739,0.9773535497219707,Affordable,7.8,60.212,25.08,60.212_25.08
Classic Pizza Restaurant,13032,"Cafe, Coffee, and Tea House",60.212081,25.082889,0.956008340876762,Most Affordable,7.2,60.212,25.083,60.212_25.083
The Lucky Bastard,13003,Bar,60.212045,25.083159,0.9229438768912454,Affordable,6.8,60.212,25.083,60.212_25.083
Bar Idäntähti (Idän Tähti),13015,Karaoke Bar,60.2084,25.081139,0.9137543644122592,Affordable,6.1,60.208,25.081,60.208_25.081
Wasabi Sushi,13276,Sushi Restaurant,60.209722,25.085527,0.995570929781456,Affordable,6.1,60.21,25.086,60.21_25.086
Hemingway's Itäkeskus Helsinki,13018,Pub,60.211475,25.083285,0.9933402301823356,Most Affordable,6.1,60.211,25.083,60.211_25.083
Fafa's,13144,Falafel Restaurant,60.211706,25.082778,0.8216895124789861,Most Affordable,6.1,60.212,25.083,60.212_25.083
Cafe Stoa,10037,Concert Hall,60.212065,25.080081,0.9893718479244796,Not Listed,5.9,60.212,25.08,60.212_25.08
Hanko Sushi Itäkeskus,13276,Sushi Restaurant,60.212045,25.083159,0.035012285012285,Affordable,5.9,60.212,25.083,60.212_25.083
Ristorante Momento,13236,Italian Restaurant,60.21111,25.080788,0.9898971938445624,Affordable,5.9,60.211,25.081,60.211_25.081
Vapiano,13236,Italian Restaurant,60.21152,25.082325,0.9939787275313592,Affordable,5.8,60.212,25.082,60.212_25.082
Espresso House,13035,Coffee Shop,60.212227,25.082711,0.916680137074874,Most Affordable,5.8,60.212,25.083,60.212_25.083
Ravintola Idän Piste,13015,Karaoke Bar,60.210674,25.07883,0.9267829432303116,Affordable,5.5,60.211,25.079,60.211_25.079
Burger King Suomi,13031,Burger Joint,60.211888,25.082331,0.9939140695719644,Most Affordable,5.5,60.212,25.082,60.212_25.082
Ravintola Black Bird,13018,Pub,60.211455,25.081273,0.9782264321738006,Most Affordable,5.3,60.211,25.081,60.211_25.081
Hesburger,13031,Burger Joint,60.210527,25.080704,0.9959427130479762,Most Affordable,4.9,60.211,25.081,60.211_25.081
HSL 4492 Kauppakartanonkuja,19043,Bus Stop,60.206961,25.078251,0.653756627440838,Not Listed,0.0,60.207,25.078,60.207_25.078
Cafe Rouge,13034,Café,60.206113,25.081541,0.6724023664813138,Most Affordable,0.0,60.206,25.082,60.206_25.082
"HSL 4328 Itäkeskus , Laituri 28",19043,Bus Stop,60.20946,25.077026,0.941056187766714,Not Listed,0.0,60.209,25.077,60.209_25.077
HSL -Itäkeskus/Östra Centrum,19043,Bus Stop,60.209234,25.079335,0.972488038277512,Not Listed,0.0,60.209,25.079,60.209_25.079
Pärlan,13236,Italian Restaurant,60.208351,25.082895,0.0270512737618,Affordable,0.0,60.208,25.083,60.208_25.083
"HSL 4318 Itäkeskus , Laituri 18",19043,Bus Stop,60.209697,25.076624,0.9803035691193586,Not Listed,0.0,60.21,25.077,60.21_25.077
HSL Itäkeskus bussiterminaali,19042,Bus Station,60.209883,25.077077,0.9980360144833827,Not Listed,0.0,60.21,25.077,60.21_25.077
"HSL 4302 Itäkeskus , Laituri 2",19043,Bus Stop,60.209984,25.076163,0.9861308677098152,Not Listed,0.0,60.21,25.076,60.21_25.076
Stadin Chili Kebab,13032,"Cafe, Coffee, and Tea House",60.209892,25.081476,0.9817422087158928,Not Listed,0.0,60.21,25.081,60.21_25.081
HSL 4219 Kissankellontie,19043,Bus Stop,60.205695,25.08838,0.1112440191387558,Not Listed,0.0,60.206,25.088,60.206_25.088
Vegan food,13377,Vegan and Vegetarian Restaurant,60.210462,25.079653,0.6945557998189578,Affordable,0.0,60.21,25.08,60.21_25.08
Phoviet,13379,Vietnamese Restaurant,60.210654,25.080211,0.7363167593430752,Affordable,0.0,60.211,25.08,60.211_25.08
Little Saigon,13379,Vietnamese Restaurant,60.210654,25.080211,0.4012834604939868,Affordable,0.0,60.211,25.08,60.211_25.08
HSL 4218 Kissankellontie,19043,Bus Stop,60.205747,25.089222,0.526243049269365,Not Listed,0.0,60.206,25.089,60.206_25.089
Hot Yoga Studio,18028,Yoga Studio,60.210596,25.080961,0.5242224880382775,Not Listed,0.0,60.211,25.081,60.211_25.081
Maharaja Indian Cuisine,13199,Indian Restaurant,60.209135,25.086239,0.5787695590327169,Affordable,0.0,60.209,25.086,60.209_25.086
Pho Vietnam Nokis,13379,Vietnamese Restaurant,60.20919,25.086285,0.9252069054700632,Affordable,0.0,60.209,25.086,60.209_25.086
Chalupa,13303,Mexican Restaurant,60.209891,25.084869,0.9436667528772792,Most Affordable,0.0,60.21,25.085,60.21_25.085
King Kebab,13145,Fast Food Restaurant,60.209265,25.086646,0.9592574033363508,Most Affordable,0.0,60.209,25.087,60.209_25.087
PlusTerveys Agenttitalon Hammaslääkärit,15007,Dentist,60.211407,25.081333,0.7785545713177292,Not Listed,0.0,60.211,25.081,60.211_25.081
HSL 4272 Puotinharju,19043,Bus Stop,60.211449,25.081168,0.0058192163455321,Not Listed,0.0,60.211,25.081,60.211_25.081
Ben’s Way,13099,Chinese Restaurant,60.209135,25.087935,0.97562394930816,Most Affordable,0.0,60.209,25.088,60.209_25.088
Friends & Brgrs,13031,Burger Joint,60.21154,25.082641,0.9795600025863184,Most Affordable,0.0,60.212,25.083,60.212_25.083
Itäkeskuksen Kirjasto Lukusali,12080,Library,60.211957,25.08089,0.1895043967412388,Not Listed,0.0,60.212,25.081,60.212_25.081
Today's,13065,Restaurant,60.212078,25.080292,0.3600720936247252,Not Listed,0.0,60.212,25.08,60.212_25.08
Luckiefun's Itis,13276,Sushi Restaurant,60.212201,25.08229,0.961964955386008,Affordable,0.0,60.212,25.082,60.212_25.082
HSL 1548 Luutnantinpolku,19043,Bus Stop,60.244411,24.865428,0.902027027027027,Not Listed,0.0,60.244,24.865,60.244_24.865
Ravintola Wang,13065,Restaurant,60.243565,24.85707,0.792585348506401,Not Listed,0.0,60.244,24.857,60.244_24.857
Restaurant Flavors,13199,Indian Restaurant,60.241918,24.852634,0.8958279451700505,Affordable,0.0,60.242,24.853,60.242_24.853
Naapurinniityn koira-aitaus,16033,Dog Park,60.255459,24.860854,0.9878209465474876,Not Listed,0.0,60.255,24.861,60.255_24.861
HSL 1538 Hankasuontie,19043,Bus Stop,60.244582,24.846658,0.7417884391568602,Not Listed,0.0,60.245,24.847,60.245_24.847
Chubes,13334,Sandwich Spot,60.240419,24.852997,0.3434792447950343,Most Affordable,0.0,60.24,24.853,60.24_24.853
Sotima,13006,Beer Bar,60.248506,24.841516,0.9528320186214924,Not Listed,7.7,60.249,24.842,60.249_24.842
Kulmakonditoria,13002,Bakery,60.260241,24.853527,0.969944090310174,Affordable,6.8,60.26,24.854,60.26_24.854
Luckiefun's,13276,Sushi Restaurant,60.26029,24.853468,0.9509988960507104,Affordable,4.6,60.26,24.853,60.26_24.853
HSL V1598 Iskostie,19043,Bus Stop,60.25833,24.852357,0.963747729781703,Not Listed,0.0,60.258,24.852,60.258_24.852
Ravintola Solare,13037,Cafeteria,60.25833,24.852357,0.9545600227912112,Not Listed,0.0,60.258,24.852,60.258_24.852
"HSL V1564 Myyrmäen asema, laituri 19",19043,Bus Stop,60.259742,24.856403,0.968946974822834,Not Listed,0.0,60.26,24.856,60.26_24.856
Friends & Brgrs Myyrmanni,13031,Burger Joint,60.260095,24.853706,0.9652434030127132,Most Affordable,0.0,60.26,24.854,60.26_24.854
Venetzia,13236,Italian Restaurant,60.260186,24.853482,0.410206189238275,Affordable,0.0,60.26,24.853,60.26_24.853
Kin Ramen & Sushi,13272,Ramen Restaurant,60.260241,24.853527,0.6184608810227556,Not Listed,0.0,60.26,24.854,60.26_24.854
Myyrmäen Hammashoitola,15007,Dentist,60.260471,24.856304,0.9558064171503864,Not Listed,0.0,60.26,24.856,60.26_24.856
HSL V1501 Leiritie,19043,Bus Stop,60.258821,24.846887,0.9267476229479008,Not Listed,0.0,60.259,24.847,60.259_24.847
Eerikin Pippuri,13288,Kebab Restaurant,60.26029,24.853468,0.995619814109184,Not Listed,0.0,60.26,24.853,60.26_24.853
Vege Plus,13144,Falafel Restaurant,60.26029,24.853468,0.9054876963071116,Most Affordable,0.0,60.26,24.853,60.26_24.853
Ravintola Tamarin Myyrmanni,13072,Asian Restaurant,60.260255,24.853737,0.0,Not Listed,0.0,60.26,24.854,60.26_24.854
Ravitola Newroz 21,13309,Middle Eastern Restaurant,60.213361,25.080655,0.9917561101771628,Affordable,7.6,60.213,25.081,60.213_25.081
Ravintola Kirkuk,13296,Kurdish Restaurant,60.213374,25.080866,0.9926209103840684,Not Listed,6.8,60.213,25.081,60.213_25.081
