Foursquare Name,Foursquare Search,Foursquare Category,Latitude,Longitude,Foursquare Popularity,Foursquare Price,Foursquare Rating,Rounded Latitude,Rounded Longitude,ID
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,0.9815886460623304,Affordable,9.1,60.159,24.946,60.159_24.946
Kaffa Roastery,13034,Café,60.158463,24.934133,0.992038988749515,Affordable,9.0,60.158,24.934,60.158_24.934
Daddy Greens Pizzabar - Iso Roobertinkatu,13064,Pizzeria,60.16284,24.940647,0.9811279581016424,Most Affordable,8.8,60.163,24.941,60.163_24.941
Ravintola Skiffer,13064,Pizzeria,60.152901,24.946306,0.9677014019431268,Affordable,8.7,60.153,24.946,60.153_24.946
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,0.9820493340230184,Affordable,8.6,60.164,24.948,60.164_24.948
Restaurant Elm,13065,Restaurant,60.156974,24.952636,0.989517328333118,Not Listed,8.6,60.157,24.953,60.157_24.953
Café Succès,13034,Café,60.159946,24.946425,0.990996379154274,Most Affordable,8.5,60.16,24.946,60.16_24.946
BasBas Kulma,13065,Restaurant,60.158246,24.934388,0.9713646062330272,Not Listed,8.4,60.158,24.934,60.158_24.934
Kanniston Leipomo myymälä,13002,Bakery,60.159244,24.936898,0.9845144187249448,Most Affordable,8.4,60.159,24.937,60.159_24.937
Mattolaituri,13025,Wine Bar,60.153817,24.95591,0.9713241950084056,Most Expensive,8.2,60.154,24.956,60.154_24.956
Boneless Ullanlinna,13055,Fried Chicken Joint,60.159167,24.94489,0.9737973619552568,Most Affordable,8.2,60.159,24.945,60.159_24.945
Pontus,13027,Bistro,60.159031,24.946071,0.9778708133971292,Not Listed,8.2,60.159,24.946,60.159_24.946
Ravintola Maxill,13148,French Restaurant,60.160412,24.94631,0.9716636492952282,Affordable,8.1,60.16,24.946,60.16_24.946
Punavuoren Ahven,13006,Beer Bar,60.160976,24.937724,0.995756821414716,Affordable,8.1,60.161,24.938,60.161_24.938
Ravintola,13034,Café,60.15308,24.952519,0.983011121169016,Affordable,8.0,60.153,24.953,60.153_24.953
Restaurant Manna,13289,Korean Restaurant,60.160486,24.939111,0.9480069184016552,Affordable,8.0,60.16,24.939,60.16_24.939
Forza,13064,Pizzeria,60.158477,24.933881,0.9847892150523728,Most Affordable,8.0,60.158,24.934,60.158_24.934
Ravintola NJK,13065,Restaurant,60.161257,24.964016,0.9458408767619296,Not Listed,8.0,60.161,24.964,60.161_24.964
Cafe Compass,13034,Café,60.155124,24.951613,0.980198499935342,Most Affordable,7.9,60.155,24.952,60.155_24.952
Sea Horse,13336,Scandinavian Restaurant,60.158641,24.946546,0.980707681365576,Affordable,7.8,60.159,24.947,60.159_24.947
Kahvila-Suomi (Kamome),13034,Café,60.159571,24.938757,0.9727870813397128,Affordable,7.6,60.16,24.939,60.16_24.939
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,0.9822998836156732,Most Affordable,7.6,60.16,24.942,60.16_24.942
Ravintola Monal,13072,Asian Restaurant,60.163079,24.941937,0.9651736066209752,Not Listed,7.5,60.163,24.942,60.163_24.942
Goldfish,13009,Cocktail Bar,60.162534,24.946662,0.9789457519720678,Expensive,7.5,60.163,24.947,60.163_24.947
Café Ursula,13034,Café,60.155223,24.960745,0.9961770981507824,Expensive,7.3,60.155,24.961,60.155_24.961
Café Carusel,13034,Café,60.153769,24.942543,0.996977240398293,Affordable,7.1,60.154,24.943,60.154_24.943
Ravintola Saari,13336,Scandinavian Restaurant,60.152076,24.942346,0.936530130609078,Expensive,6.9,60.152,24.942,60.152_24.942
Old Skipper's,10032,Night Club,60.160484,24.941596,0.973183111341006,Expensive,6.9,60.16,24.942,60.16_24.942
Kaivohuone,13003,Bar,60.157545,24.95589,0.9795438380964696,Expensive,6.5,60.158,24.956,60.158_24.956
Karaoke Nightclub Club Swengi,13015,Karaoke Bar,60.16347,24.943154,0.9862763481184532,Affordable,5.5,60.163,24.943,60.163_24.943
Merimies Pub,13010,Dive Bar,60.160586,24.938199,0.9534462692357428,Most Affordable,5.0,60.161,24.938,60.161_24.938
HSL 1177 Eira,19042,Bus Station,60.155865,24.942475,0.9887010215957583,Not Listed,0.0,60.156,24.942,60.156_24.942
Ravintola HSS Paviljong,13065,Restaurant,60.151297,24.948369,0.956566015776542,Not Listed,0.0,60.151,24.948,60.151_24.948
Colas Pizzeria,13064,Pizzeria,60.157401,24.941848,0.3587546877020561,Most Affordable,0.0,60.157,24.942,60.157_24.942
Kaivopuiston Hammaslääkäriasema Oy,15007,Dentist,60.160546,24.955174,0.9504396741238846,Not Listed,0.0,60.161,24.955,60.161_24.955
Kasarmin Kilta ry,11130,Office Building,60.161767,24.947822,0.980796586059744,Not Listed,0.0,60.162,24.948,60.162_24.948
Viiskulma,13006,Beer Bar,60.160689,24.942361,0.9846679813785076,Not Listed,0.0,60.161,24.942,60.161_24.942
Momo Punavuori,13137,Dumpling Restaurant,60.160032,24.939921,0.5833279451700505,Most Affordable,0.0,60.16,24.94,60.16_24.94
Momo House,13137,Dumpling Restaurant,60.159907,24.939928,0.9683903401008664,Most Affordable,0.0,60.16,24.94,60.16_24.94
Eppu’s Cheesesteaks,13334,Sandwich Spot,60.160529,24.940638,0.9781375274796328,Most Affordable,0.0,60.161,24.941,60.161_24.941
Via Tribunali,13064,Pizzeria,60.159192,24.93775,0.9714858399068924,Most Affordable,0.0,60.159,24.938,60.159_24.938
Georgian Kitchen,13098,Caucasian Restaurant,60.16043,24.939065,0.9738539376697272,Not Listed,0.0,60.16,24.939,60.16_24.939
Fredan Murkina,10000,Arts and Entertainment,60.161528,24.940663,0.3105117677486098,Most Affordable,0.0,60.162,24.941,60.162_24.941
Paviljonki,13065,Restaurant,60.164079,24.949523,0.4095111858269753,Not Listed,0.0,60.164,24.95,60.164_24.95
Fly AF Bar,13011,Gay Bar,60.16313785174027,24.94185626506805,0.960857687831372,Affordable,0.0,60.163,24.942,60.163_24.942
Nisu-Aitta Oy,13065,Restaurant,60.157503,24.956055,0.0,Not Listed,0.0,60.158,24.956,60.158_24.956
Oy Despilio Ltd,13065,Restaurant,60.159562,24.947005,0.0,Not Listed,0.0,60.16,24.947,60.16_24.947
Rikhardinkadun kirjasto,12080,Library,60.166242,24.946327,0.9814512478986164,Not Listed,9.2,60.166,24.946,60.166_24.946
Johan & Nyström OY,13034,Café,60.168948,24.960192,0.9867370360791412,Expensive,9.1,60.169,24.96,60.169_24.96
Pompier ESPA,13148,French Restaurant,60.166947,24.949194,0.9934048881417304,Expensive,9.0,60.167,24.949,60.167_24.949
Majakkalaiva Relandersgrund,13003,Bar,60.169397,24.958969,0.9775717703349284,Not Listed,8.8,60.169,24.959,60.169_24.959
Ravintola Olo,13311,Molecular Gastronomy Restaurant,60.168252,24.954943,0.9911176128281391,Expensive,8.7,60.168,24.955,60.168_24.955
Allas Sea Pool,13065,Restaurant,60.167131,24.958001,0.9989897193844562,Not Listed,8.6,60.167,24.958,60.167_24.958
Salutorget,13336,Scandinavian Restaurant,60.168006,24.951856,0.9924915944652788,Expensive,8.6,60.168,24.952,60.168_24.952
Pizzeria Via Tribunali,13064,Pizzeria,60.168472,24.951741,0.9889030777188672,Affordable,8.5,60.168,24.952,60.168_24.952
El Fant,13025,Wine Bar,60.16875,24.953661,0.9773050562524248,Most Affordable,8.5,60.169,24.954,60.169_24.954
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,0.9872947109789216,Expensive,8.4,60.166,24.942,60.166_24.942
Robert's Coffee Jugend,13034,Café,60.168094,24.950734,0.9927825552825552,Most Affordable,8.4,60.168,24.951,60.168_24.951
Shelter,13139,Eastern European Restaurant,60.169033,24.959863,0.9689722617354196,Not Listed,8.4,60.169,24.96,60.169_24.96
Ravintola Sipuli,13065,Restaurant,60.169001,24.961031,0.9710898099055992,Not Listed,8.3,60.169,24.961,60.169_24.961
Ravintola Kappeli,13034,Café,60.167332,24.950306,0.9982623173412648,Affordable,8.2,60.167,24.95,60.167_24.95
Fazer Café,10000,Arts and Entertainment,60.168645,24.947804,0.9979147808095176,Expensive,8.1,60.169,24.948,60.169_24.948
Krog Roba,13336,Scandinavian Restaurant,60.164579,24.947447,0.971194879089616,Affordable,8.1,60.165,24.947,60.165_24.947
Bier-Bier,13006,Beer Bar,60.165645,24.944344,0.9941080434501488,Not Listed,8.1,60.166,24.944,60.166_24.944
Black Door,13006,Beer Bar,60.164177,24.943535,0.995546683046683,Affordable,8.0,60.164,24.944,60.164_24.944
Lilla E,13009,Cocktail Bar,60.164345,24.947055,0.9810633001422476,Expensive,8.0,60.164,24.947,60.164_24.947
Pub Ludvig,13018,Pub,60.165988,24.94562,0.9925158412000518,Most Affordable,7.9,60.166,24.946,60.166_24.946
Istanbul Grilli,13356,Turkish Restaurant,60.163061,24.939137,0.9857752489331436,Affordable,7.8,60.163,24.939,60.163_24.939
Strindberg,13027,Bistro,60.167909,24.946105,0.989889111599638,Expensive,7.7,60.168,24.946,60.168_24.946
Bardot,13027,Bistro,60.168216,24.94765,0.9817260442260444,Not Listed,7.7,60.168,24.948,60.168_24.948
Ristorante Vaelsa,13025,Wine Bar,60.168402,24.953971,0.984304280356912,Affordable,7.7,60.168,24.954,60.168_24.954
Alexanderplats,13152,Brasserie,60.166511,24.944757,0.9749935342040604,Not Listed,7.6,60.167,24.945,60.167_24.945
Ravintola Savotta,13336,Scandinavian Restaurant,60.168892,24.952584,0.9941807836544678,Affordable,7.5,60.169,24.953,60.169_24.953
Holiday Bar,13003,Bar,60.168948,24.960192,0.9515146126988232,Affordable,7.4,60.169,24.96,60.169_24.96
Bryggeri Helsinki,13006,Beer Bar,60.168104,24.951737,0.9885151299624984,Expensive,7.4,60.168,24.952,60.168_24.952
Ravintola Bronda,13139,Eastern European Restaurant,60.16687,24.94545,0.9801661709556446,Expensive,7.4,60.167,24.945,60.167_24.945
Block by Dylan,13030,Buffet,60.166818,24.952172,0.9833263287210656,Not Listed,7.3,60.167,24.952,60.167_24.952
The Cock,13003,Bar,60.165521,24.949913,0.9903659640501746,Expensive,7.3,60.166,24.95,60.166_24.95
Sky Wheel Helsinki,10001,Amusement Park,60.166793,24.959315,0.9935584507952928,Not Listed,7.3,60.167,24.959,60.167_24.959
Dragon Phoenix,13102,Cantonese Restaurant,60.165874,24.952192,0.9531553084184664,Most Affordable,7.3,60.166,24.952,60.166_24.952
Version,13068,American Restaurant,60.164962,24.951044,0.9898082891503944,Affordable,7.1,60.165,24.951,60.165_24.951
The Riff,13003,Bar,60.164177,24.943535,0.9904144575197208,Affordable,7.1,60.164,24.944,60.164_24.944
Wallis,13015,Karaoke Bar,60.16901,24.960342,0.972027350316824,Affordable,6.9,60.169,24.96,60.169_24.96
Pjazza,10040,Jazz and Blues Venue,60.16564,24.941754,0.981006724427777,Affordable,6.8,60.166,24.942,60.166_24.942
Café Engel,13034,Café,60.168924,24.951416,0.9939383163067372,Affordable,6.8,60.169,24.951,60.169_24.951
Sköne,13016,Lounge,60.168997,24.960133,0.9607526186473556,Affordable,6.4,60.169,24.96,60.169_24.96
Levant,13309,Middle Eastern Restaurant,60.164244,24.93623,0.992386525281262,Affordable,9.0,60.164,24.936,60.164_24.936
Ravintola Pompier,13065,Restaurant,60.164831,24.933033,0.9862036079141342,Affordable,8.9,60.165,24.933,60.165_24.933
Birgitta Hernesaari,13034,Café,60.153736,24.931977,0.9942050303892408,Affordable,8.8,60.154,24.932,60.154_24.932
Olutravintola Pikkulintu,13006,Beer Bar,60.165956,24.936742,0.9952314754946336,Not Listed,8.5,60.166,24.937,60.166_24.937
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,0.989153627311522,Expensive,8.4,60.167,24.941,60.167_24.941
Taqueria El Rey,13303,Mexican Restaurant,60.166308,24.937329,0.9844093495409284,Most Affordable,8.4,60.166,24.937,60.166_24.937
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,0.9957406569248676,Affordable,8.0,60.164,24.934,60.164_24.934
Boothill,13010,Dive Bar,60.164733,24.933151,0.9926694038536142,Affordable,7.8,60.165,24.933,60.165_24.933
Room Bulevard,13011,Gay Bar,60.163896,24.936541,0.9757532652269494,Affordable,7.7,60.164,24.937,60.164_24.937
Boon Nam - Restaurant,13072,Asian Restaurant,60.1669,24.940899,0.9869067632225528,Affordable,7.7,60.167,24.941,60.167_24.941
Naughty BRGR,13031,Burger Joint,60.165784,24.936501,0.9913924091555668,Affordable,7.6,60.166,24.937,60.166_24.937
Pamela,13360,Doner Restaurant,60.165229,24.940223,0.9845063364800208,Not Listed,7.6,60.165,24.94,60.165_24.94
Bacco,13064,Pizzeria,60.164936,24.93471,0.9708311780680202,Affordable,7.3,60.165,24.935,60.165_24.935
K-Market Lönkan Herkku,13039,Deli,60.164392,24.933567,0.9939706452864348,Not Listed,7.3,60.164,24.934,60.164_24.934
Café Ekberg,13034,Café,60.164759,24.937748,0.99589421957843,Expensive,7.2,60.165,24.938,60.165_24.938
Salve,13336,Scandinavian Restaurant,60.16103,24.93021,0.9903740462950992,Affordable,7.2,60.161,24.93,60.161_24.93
Haru,13276,Sushi Restaurant,60.164995,24.935654,0.9883615673089358,Affordable,7.1,60.165,24.936,60.165_24.936
Ravintola Bröd,13336,Scandinavian Restaurant,60.163889,24.936436,0.9840133195396352,Affordable,7.0,60.164,24.936,60.164_24.936
Tapahtumatalo Bank,13027,Bistro,60.166004,24.950906,0.9840456485193328,Not Listed,5.8,60.166,24.951,60.166_24.951
Apéro,13010,Dive Bar,60.164197,24.929628,0.9855246993404888,Affordable,9.4,60.164,24.93,60.164_24.93
Gran Delicato,13034,Café,60.165208,24.932348,0.9918692616061036,Affordable,9.0,60.165,24.932,60.165_24.932
Kaffecentralen,13034,Café,60.167698,24.932702,0.9952557222294064,Affordable,8.9,60.168,24.933,60.168_24.933
La Torrefazione,13034,Café,60.168764,24.943823,0.9890808871072028,Affordable,8.8,60.169,24.944,60.169_24.944
Thai Vegan Kitchen,13377,Vegan and Vegetarian Restaurant,60.166772,24.929654,0.9922814560972456,Affordable,8.7,60.167,24.93,60.167_24.93
St. George Bakery,13002,Bakery,60.167066,24.941035,0.990075003232898,Most Affordable,8.7,60.167,24.941,60.167_24.941
Ravintola Story,13065,Restaurant,60.166226,24.95278,0.994827363248416,Not Listed,8.4,60.166,24.953,60.166_24.953
The Plaza - Wine & Craft Beer,13025,Wine Bar,60.1691,24.934947,0.99819765938187,Affordable,7.9,60.169,24.935,60.169_24.935
Pub Peräkammari,13006,Beer Bar,60.167731,24.937404,0.9889919824130352,Not Listed,7.9,60.168,24.937,60.168_24.937
Ateljee Bar,13013,Hotel Bar,60.167947,24.939173,0.9915217250743568,Expensive,7.8,60.168,24.939,60.168_24.939
SalamaNation,13006,Beer Bar,60.167384,24.935229,0.996468058968059,Not Listed,7.8,60.167,24.935,60.167_24.935
Street Pride,13011,Gay Bar,60.16655028686842,24.930920898914337,0.9891617095564464,Affordable,7.8,60.167,24.931,60.167_24.931
Ravintola Merimakasiini,13338,Seafood Restaurant,60.160806,24.926646,0.9822190611664297,Expensive,7.7,60.161,24.927,60.161_24.927
Ravintola Kannas,13065,Restaurant,60.163728,24.924669,0.994528320186215,Affordable,7.6,60.164,24.925,60.164_24.925
Cafe Aalto,10000,Arts and Entertainment,60.167966,24.943665,0.9973409414198888,Most Affordable,7.6,60.168,24.944,60.168_24.944
Friends & Brgrs,13031,Burger Joint,60.169558,24.944774,0.990349799560326,Affordable,7.6,60.17,24.945,60.17_24.945
Burger King,13145,Fast Food Restaurant,60.169211,24.946777,0.9885312944523472,Most Affordable,7.5,60.169,24.947,60.169_24.947
Leijuva Lahna,13006,Beer Bar,60.166817,24.934565,0.988272662614768,Expensive,7.5,60.167,24.935,60.167_24.935
Halikarnas,13030,Buffet,60.164972,24.926088,0.990632678132678,Affordable,7.4,60.165,24.926,60.165_24.926
Bastard Burgers,13031,Burger Joint,60.169272,24.945236,0.9963144963144964,Most Affordable,7.4,60.169,24.945,60.169_24.945
Eerikin Pippuri,13145,Fast Food Restaurant,60.166621,24.933111,0.9941969481443166,Affordable,7.3,60.167,24.933,60.167_24.933
One Pint Pub,13006,Beer Bar,60.162716,24.920258,0.9980440967283072,Affordable,8.7,60.163,24.92,60.163_24.92
Pueblo Bar y Taqueria,13303,Mexican Restaurant,60.165336,24.92937,0.98208974524764,Affordable,8.6,60.165,24.929,60.165_24.929
Ruoholahden kanava,13065,Restaurant,60.161499,24.916774,0.9954820250872882,Not Listed,8.0,60.161,24.917,60.161_24.917
Putte's Bar & Pizza,13003,Bar,60.167468,24.939078,0.9910691193585932,Affordable,8.0,60.167,24.939,60.167_24.939
Ravintola Lasipalatsi,13032,"Cafe, Coffee, and Tea House",60.170032,24.936409,0.9894688348635716,Not Listed,7.7,60.17,24.936,60.17_24.936
Farang,13072,Asian Restaurant,60.170905,24.93275,0.9812491917755076,Affordable,7.6,60.171,24.933,60.171_24.933
Ravintola Mount Everest-Kamppi,13194,Himalayan Restaurant,60.167119,24.927652,0.9830434501487132,Most Affordable,7.4,60.167,24.928,60.167_24.928
WineCellars,13025,Wine Bar,60.167451,24.93797,0.967388141730247,Affordable,7.4,60.167,24.938,60.167_24.938
Teerenpeli Helsinki,13006,Beer Bar,60.170215,24.933477,0.9956275054959266,Expensive,7.2,60.17,24.933,60.17_24.933
Konttiravintola Morton,13031,Burger Joint,60.162805,24.922519,0.9922976205870944,Most Affordable,7.2,60.163,24.923,60.163_24.923
DIF Döner,13288,Kebab Restaurant,60.163256,24.916327,0.9932917367127894,Not Listed,7.1,60.163,24.916,60.163_24.916
Sky Express,13064,Pizzeria,60.16828,24.935268,0.988967735678262,Most Affordable,7.0,60.168,24.935,60.168_24.935
Haiku,13276,Sushi Restaurant,60.169745,24.936871,0.989266778740463,Affordable,6.9,60.17,24.937,60.17_24.937
The Old Irish Pub,13010,Dive Bar,60.167879,24.940609,0.997041898357688,Not Listed,6.8,60.168,24.941,60.168_24.941
Phở Việt - Vietnamese Kitchen,13379,Vietnamese Restaurant,60.167793,24.937554,0.988507047717574,Affordable,6.7,60.168,24.938,60.168_24.938
Itsudemo,13276,Sushi Restaurant,60.17058,24.934274,0.988159511185827,Affordable,6.7,60.171,24.934,60.171_24.934
Central Library Oodi (Keskustakirjasto Oodi),12080,Library,60.173705,24.938034,0.9997575326522696,Not Listed,9.3,60.174,24.938,60.174_24.938
Juova Hanahuone,13006,Beer Bar,60.171119,24.947052,0.998868485710591,Not Listed,8.6,60.171,24.947,60.171_24.947
La Torrefazione,13034,Café,60.170754,24.936207,0.9975187508082244,Most Affordable,8.4,60.171,24.936,60.171_24.936
Musiikkitalo,10037,Concert Hall,60.173516,24.934199,0.9988523212207424,Not Listed,8.2,60.174,24.934,60.174_24.934
Kaisla,13006,Beer Bar,60.172154,24.946808,0.9982865640760378,Affordable,7.9,60.172,24.947,60.172_24.947
Junk y Vegan,13377,Vegan and Vegetarian Restaurant,60.172207,24.9376,0.9744035303245828,Affordable,7.8,60.172,24.938,60.172_24.938
Woolshed Bar & Kitchen,13003,Bar,60.173562,24.939111,0.9968802534592008,Affordable,7.6,60.174,24.939,60.174_24.939
Bierhaus München,13006,Beer Bar,60.173562,24.939111,0.9958053148842624,Not Listed,7.3,60.174,24.939,60.174_24.939
Papu Cafe,13034,Café,60.173107,24.956149,0.954998060261218,Most Affordable,8.6,60.173,24.956,60.173_24.956
Ravintola Kolme Kruunua,13336,Scandinavian Restaurant,60.174381,24.958888,0.9854681236260184,Affordable,8.4,60.174,24.959,60.174_24.959
Puutarharavintola Viola,13034,Café,60.175917,24.946519,0.9822109789215052,Most Affordable,7.2,60.176,24.947,60.176_24.947
Kiinalainen Ravintola Family,13099,Chinese Restaurant,60.17425,24.950919,0.981992758308548,Most Affordable,7.2,60.174,24.951,60.174_24.951
Eat Poke HKI,13193,Poke Restaurant,60.169558,24.944774,0.9855166170955644,Not Listed,8.1,60.17,24.945,60.17_24.945
Dylan Marmoripiha,13065,Restaurant,60.16846,24.943176,0.994900103452735,Not Listed,7.8,60.168,24.943,60.168_24.943
Hub Helsinki,11021,Business Center,60.17259,24.945375,0.9909721324195008,Expensive,7.3,60.173,24.945,60.173_24.945
Robert's Coffee Citykäytävä,13034,Café,60.16914,24.941446,0.997599573257468,Affordable,6.9,60.169,24.941,60.169_24.941
Cafe Ateneum Oy,13310,Modern European Restaurant,60.170089,24.944016,0.9902366481313848,Not Listed,6.9,60.17,24.944,60.17_24.944
Kotipizza Kruununhaka,13032,"Cafe, Coffee, and Tea House",60.170753,24.956303,0.9812896030001294,Most Affordable,6.7,60.171,24.956,60.171_24.956
Hesburger,13145,Fast Food Restaurant,60.167258,24.941591,0.9916106297685244,Most Affordable,6.6,60.167,24.942,60.167_24.942
Ravintola Everest Katajanokka,13194,Himalayan Restaurant,60.167711,24.966438,0.9692874692874692,Affordable,8.3,60.168,24.966,60.168_24.966
Tervasaaren koira-aitaus,16033,Dog Park,60.173582,24.96878,0.9417270140954352,Not Listed,8.1,60.174,24.969,60.174_24.969
Ravintola Wellamo,13336,Scandinavian Restaurant,60.168321,24.968632,0.9643088064140696,Affordable,7.9,60.168,24.969,60.168_24.969
Locanda Scappi,13236,Italian Restaurant,60.166736,24.963447,0.9790184921763868,Affordable,7.5,60.167,24.963,60.167_24.963
Ravintola Sipuli,13025,Wine Bar,60.168997,24.960133,0.9716959782749256,Not Listed,6.9,60.169,24.96,60.169_24.96
Ravintola Sipuli,13354,Theme Restaurant,60.168948,24.960192,0.9887495150653044,Not Listed,6.7,60.169,24.96,60.169_24.96
Robert's Coffee Katajannokka,13034,Café,60.16374,24.968446,0.6139596534333377,Most Affordable,6.5,60.164,24.968,60.164_24.968
Katajanokan Kasino,13065,Restaurant,60.169257,24.965123,0.9810713823871718,Not Listed,6.4,60.169,24.965,60.169_24.965
Ravintola Savu,13336,Scandinavian Restaurant,60.173631,24.968721,0.9327314754946334,Affordable,5.9,60.174,24.969,60.174_24.969
Ravintola Pukki,13065,Restaurant,60.17474,24.983969,0.9690369196948144,Not Listed,5.0,60.175,24.984,60.175_24.984
Jailyard Terrace,13065,Restaurant,60.166882,24.96914,0.9273971938445624,Not Listed,4.9,60.167,24.969,60.167_24.969
Holvi,13065,Restaurant,60.168029,24.972373,0.9557497090391828,Not Listed,0.0,60.168,24.972,60.168_24.972
Louhimo 4 Helsinki - Tampere,19042,Bus Station,60.164808,24.970419,0.7245328462433726,Not Listed,0.0,60.165,24.97,60.165_24.97
Laivastopuiston koira-aitaus,16033,Dog Park,60.168681,24.966838,0.4800772662614768,Not Listed,0.0,60.169,24.967,60.169_24.967
Valfreyia Club,13336,Scandinavian Restaurant,60.165039,24.968221,0.8854584249321091,Affordable,0.0,60.165,24.968,60.165_24.968
Wanha Satama,13065,Restaurant,60.165758,24.96712,0.9932189965084702,Not Listed,0.0,60.166,24.967,60.166_24.967
Mediterranée Kebab Pizzeria,13288,Kebab Restaurant,60.165214,24.967668,0.3279613345402819,Not Listed,0.0,60.165,24.968,60.165_24.968
Via Tribunali,13064,Pizzeria,60.166158,24.965957,0.9766019009440062,Most Affordable,0.0,60.166,24.966,60.166_24.966
Fly Fusion Cafe,13034,Café,60.168098,24.965065,0.9701199405146772,Affordable,0.0,60.168,24.965,60.168_24.965
Oishi 18 Katajanokka,13276,Sushi Restaurant,60.166486,24.965331,0.9713726884779516,Affordable,0.0,60.166,24.965,60.166_24.965
Ravintola Makasiini,13336,Scandinavian Restaurant,60.165913,24.964561,0.340472649683176,Affordable,0.0,60.166,24.965,60.166_24.965
Beaky Basterd & Co,13009,Cocktail Bar,60.166922,24.963899,0.9781051984999354,Expensive,0.0,60.167,24.964,60.167_24.964
Pinto Ristorante,13236,Italian Restaurant,60.167634,24.962693,0.709540281908703,Affordable,0.0,60.168,24.963,60.168_24.963
Katajanokan puiston koira-aitaus,16033,Dog Park,60.167094,24.962448,0.1427405276089486,Not Listed,0.0,60.167,24.962,60.167_24.962
Promestari,13021,Speakeasy,60.168998,24.961825,0.4247623819992241,Expensive,0.0,60.169,24.962,60.169_24.962
Cafe Kobben,13034,Café,60.161876,24.982337,0.2943729972195378,Most Affordable,0.0,60.162,24.982,60.162_24.982
Crazy Wine,13025,Wine Bar,60.168988,24.960821,0.4102385878701668,Affordable,0.0,60.169,24.961,60.169_24.961
The Old Man & The Si,13018,Pub,60.171837,24.961871,0.9307432432432432,Most Affordable,0.0,60.172,24.962,60.172_24.962
Crazywine,13025,Wine Bar,60.168958,24.959503,0.4284559679296521,Affordable,0.0,60.169,24.96,60.169_24.96
Lapin Kulta Solar Kitchen Kalasatama,13065,Restaurant,60.176505,24.974371,0.6859967024440708,Not Listed,0.0,60.177,24.974,60.177_24.974
Allas Wine & Dine,13065,Restaurant,60.166825,24.958147,0.9770868356394672,Not Listed,0.0,60.167,24.958,60.167_24.958
Miss Sushi Helsinki,13276,Sushi Restaurant,60.171223,24.958779,0.9803763093236776,Affordable,0.0,60.171,24.959,60.171_24.959
Malee Thai Tmi,13065,Restaurant,60.167209,24.974385,0.0,Not Listed,0.0,60.167,24.974,60.167_24.974
Royal Ravintolat Oy,13065,Restaurant,60.168977,24.959818,0.0,Not Listed,0.0,60.169,24.96,60.169_24.96
Ravintola BRO,13013,Hotel Bar,60.17717,24.951429,0.9889839001681108,Expensive,8.0,60.177,24.951,60.177_24.951
Kahvisiskot,10000,Arts and Entertainment,60.178615,24.951025,0.9948516099831888,Most Affordable,8.0,60.179,24.951,60.179_24.951
Gastropub Stone's,13031,Burger Joint,60.169095,24.942404,0.9947950342687184,Affordable,6.4,60.169,24.942,60.169_24.942
Praha,13006,Beer Bar,60.169442,24.940401,0.9980036855036856,Affordable,6.3,60.169,24.94,60.169_24.94
On the Rocks,10010,Comedy Club,60.171138,24.945674,0.9984401267296004,Expensive,6.3,60.171,24.946,60.171_24.946
Juttutupa,13003,Bar,60.178802,24.947298,0.9961366869261606,Affordable,6.2,60.179,24.947,60.179_24.947
Vltava,13003,Bar,60.171394,24.939717,0.9979390275442906,Affordable,6.1,60.171,24.94,60.171_24.94
Patisserie Teemu Aura,13034,Café,60.178732,24.949529,0.9908913099702572,Most Affordable,8.7,60.179,24.95,60.179_24.95
Ravintola Viet Balo,13379,Vietnamese Restaurant,60.174387,24.957301,0.9736033880770724,Affordable,8.7,60.174,24.957,60.174_24.957
Flying Dutch,13007,Beer Garden,60.176726,24.949373,0.969925966636493,Affordable,8.2,60.177,24.949,60.177_24.949
Konditoria Kakku & Leipä Keisari Kruununhaka,13002,Bakery,60.173997,24.953597,0.9808531617742146,Most Affordable,8.2,60.174,24.954,60.174_24.954
Ravintola Zinnkeller,13152,Brasserie,60.174404,24.958409,0.9933563946721842,Affordable,7.7,60.174,24.958,60.174_24.958
Madonna,13236,Italian Restaurant,60.181237,24.95766,0.977935471356524,Affordable,7.6,60.181,24.958,60.181_24.958
Lounaskahvila Raiku,13034,Café,60.180403,24.951898,0.9822028966765808,Most Affordable,7.5,60.18,24.952,60.18_24.952
Ravintola Sävel,13031,Burger Joint,60.180676,24.951227,0.9797054829949566,Affordable,7.3,60.181,24.951,60.181_24.951
Vapiano,13236,Italian Restaurant,60.171138,24.945674,0.9906650071123756,Affordable,6.8,60.171,24.946,60.171_24.946
Casino Helsinki,10008,Casino,60.172137,24.9457,0.9902285658864606,Not Listed,6.6,60.172,24.946,60.172_24.946
Molly Malone's,13006,Beer Bar,60.170914,24.946286,0.996144769171085,Affordable,6.6,60.171,24.946,60.171_24.946
Mascot Bar & Live Stage,10039,Music Venue,60.181674,24.95374,0.9874563558774084,Affordable,6.5,60.182,24.954,60.182_24.954
Street Bar,13010,Dive Bar,60.181198,24.952851,0.978582050950472,Most Affordable,6.4,60.181,24.953,60.181_24.953
