Name,Latitude,Longitude,Distance,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Category,Rounded Latitude,Rounded Longitude,Rounded Distance,Rounded Distance_mean
Da You Life,60.1746712,24.8081493,728.5827084712432,Not Listed,1.0,522.4794914534049,227.4296492333256,846.9115789568656,13,Sushi Bars,60.175,24.808,728.583,522.479
Ilo,60.2397921979643,24.8440129682422,870.0158359532303,Most Affordable,3.0,743.4606946858862,414.2597732429207,950.7348386551972,6,Indian,60.24,24.844,870.016,743.461
Topparoikan koirapuisto,60.2294312,24.8190098,808.0800705846341,Not Listed,3.0,654.5485711153017,207.1853752250965,984.0824958791114,10,Dog Parks,60.229,24.819,808.08,654.549
Pitsku City,60.2349586,24.8467197,868.1899838796945,Not Listed,2.0,742.7253750255567,399.8119971151596,969.5822296017913,6,Bars,60.235,24.847,868.19,742.725
Palermo,60.23434,24.84332,665.5204727010753,Not Listed,1.0,531.4042821362343,254.62956079759297,674.0628129100346,3,Buffets,60.234,24.843,665.52,531.404
Hammaslääkäri Mari Peltola,60.17357,24.7281,206.29562078157537,Not Listed,5.0,541.000513945169,111.26462157598534,987.603789947909,8,Dentists,60.174,24.728,206.296,541.001
Olarius,60.1757488459471,24.7340100733122,281.0356409380902,Not Listed,4.0,641.66320474354,245.0871891911888,971.1985257671162,8,Karaoke,60.176,24.734,281.036,641.663
Bar Ohana,60.17347,24.72545,265.2314693025382,Most Affordable,4.0,552.0599235134877,93.15806791099456,965.2696059735688,7,Bars,60.173,24.725,265.231,552.06
Davisto,60.1732245258163,24.7250387711772,293.6461168636966,Not Listed,4.0,549.3192199129135,78.91747019451222,947.8139704165862,7,Sports Bars,60.173,24.725,293.646,549.319
Olarin koirapuisto,60.1773109,24.7409496,502.2660996851593,Not Listed,4.0,698.3295298425263,307.7256110096589,934.5123022369662,7,Dog Parks,60.177,24.741,502.266,698.33
Vaappuva Ankka,60.17199,24.72529,378.026047654083,Most Affordable,4.0,500.64867928616,85.03913410920947,813.989381228026,7,Beer Bar,60.172,24.725,378.026,500.649
Road House,60.1726074,24.7272797,261.86012377263137,Not Listed,2.5,577.4948142345036,100.66749276145234,990.3237940873324,9,Middle Eastern,60.173,24.727,261.86,577.495
Olarin Krouvi,60.1719894,24.7252903,376.7676436287503,Most Affordable,3.0,499.3880888114205,84.305888614762,812.8823290061682,7,Dive Bars,60.172,24.725,376.768,499.388
Olarin Vanha Mestari,60.1734695,24.7254505,259.17461154149044,Most Affordable,3.0,530.0822971532835,67.24305086280856,937.9361162127758,7,Turkish,60.173,24.725,259.175,530.082
Olarin Kamelit,60.1720543392929,24.7253751754761,374.6028239796333,Most Affordable,3.0,504.7093491461589,79.6781761910669,824.1558978415968,7,Bars,60.172,24.725,374.603,504.709
Tony's Corner,60.1789253048997,24.8128153913598,715.0982435124329,Affordable,4.8,707.7704093459158,103.46391366214628,986.2139480899444,18,Indian,60.179,24.813,715.098,707.77
Ravintola Tapiontori,60.1770287,24.8045502,222.7499179056232,Not Listed,5.0,560.0992414446042,89.34554789080363,950.6359605080296,14,Restaurants,60.177,24.805,222.75,560.099
LN-Sushi Art,60.1792297,24.8125305,731.249951643367,Not Listed,4.0,668.4114928807811,113.57085429733355,955.4507467552168,16,Sushi Bars,60.179,24.813,731.25,668.411
Grilli Ribis,60.17659,24.8017693,159.87174908285922,Not Listed,5.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Barbeque,60.177,24.802,159.872,622.756
Tuuliniityn koirapuisto,60.1714554,24.7994251,462.9292383524203,Not Listed,5.0,539.7838167162298,185.215068242522,825.6730498353048,11,Dog Parks,60.171,24.799,462.929,539.784
Tiki Bing,60.1780018,24.8023268,289.87054349698184,Most Affordable,5.0,609.7508222997806,97.79729349854507,990.6192123503308,15,Bars,60.178,24.802,289.871,609.751
Tran Tri Dung,60.1757507,24.8009701,112.41288626701834,Not Listed,5.0,593.959126252091,112.41288626701834,995.7433959042154,15,Vegan,60.176,24.801,112.413,593.959
Mount Nepal,60.17799,24.8019295,287.25722184653955,Most Affordable,3.8,610.4836095506915,115.33237796371166,997.173830002994,15,Himalayan/Nepalese,60.178,24.802,287.257,610.484
Kilim,60.1787531,24.8110257,654.0631674022268,Affordable,3.6,657.9864407900129,36.93553732589877,949.5817532566368,16,Turkish,60.179,24.811,654.063,657.986
Kalabaari,60.17659,24.8017693,316.77780385290697,Not Listed,4.0,546.1896344185969,215.2124640957259,936.289163159514,13,Seafood,60.177,24.802,316.778,546.19
Sumo,60.1757507,24.8043308,46.30017598037544,Not Listed,3.7,581.4907364310252,46.30017598037544,960.3625674891988,15,Sushi Bars,60.176,24.804,46.3,581.491
Kylä,60.1766391712164,24.8047194747004,203.9686709097233,Not Listed,4.0,556.9686408188071,77.17010002158301,929.1962451934288,14,Modern European,60.177,24.805,203.969,556.969
Tapiolan hammaslääkäriasema,60.1758461,24.8041039,131.9455632349289,Not Listed,4.0,580.9747860893445,96.31412829295051,996.2763599704626,15,Dentists,60.176,24.804,131.946,580.975
Geronimo,60.17799,24.8019295,287.25722184653955,Affordable,3.3,610.4836095506915,115.33237796371166,997.173830002994,15,Bars,60.178,24.802,287.257,610.484
Suomen Keinojuuriklinikka,60.1764908,24.8043594,256.91451274826807,Not Listed,4.0,595.9588803011036,60.20838567004314,998.2165223431308,15,General Dentistry,60.176,24.804,256.915,595.959
Tempo,60.175832358695,24.8039531707764,118.23018224790428,Affordable,3.5,580.0571884287418,110.00962805513426,997.1584731376084,15,Salad,60.176,24.804,118.23,580.057
Tapiolan kirjasto,60.1775611379062,24.8047578334808,284.6169204527393,Not Listed,3.0,598.6155405071368,47.63346926397542,987.5648688356504,15,Libraries,60.178,24.805,284.617,598.616
Fratello,60.1767099,24.8008082,159.87174908285922,Not Listed,3.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Italian,60.177,24.801,159.872,622.756
Fransmanni,60.16959,24.9467201,351.02384166341886,Expensive,3.0,614.4533285629312,140.89325416077617,959.3112074460038,15,French,60.17,24.947,351.024,614.453
Subway,60.1756592,24.8018208,20.705003296487195,Most Affordable,3.0,547.0962075861509,20.705003296487195,937.57203362427,14,Fast Food,60.176,24.802,20.705,547.096
Ravintola San Luca,60.1834602,24.7944393,977.9553449730938,Affordable,3.0,685.6622446061898,66.40167544009206,979.5931056969824,12,Mediterranean,60.183,24.794,977.955,685.662
Tapiolan terveysasema,60.1785698,24.7979813,412.3142385980437,Not Listed,3.0,634.1709211667727,26.5384238367312,961.5506245269924,15,Family Practice,60.179,24.798,412.314,634.171
Bar Oravanhäntä,60.17584,24.79335,480.0887274591042,Not Listed,3.0,638.4880057247212,44.64603618721505,992.0475581349758,14,Pubs,60.176,24.793,480.089,638.488
Ravintola Vihtori,60.1746712,24.8081493,202.17367324724464,Not Listed,3.0,518.2291022681079,202.17367324724464,847.6105220015626,13,Bars,60.175,24.808,202.174,518.229
Ravintola Hemingway's,60.17659,24.8017693,159.87174908285922,Not Listed,3.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Pubs,60.177,24.802,159.872,622.756
Picnic,60.1757813,24.8027191,29.35096083690821,Not Listed,3.0,579.6481872473372,29.35096083690821,972.290354390253,15,Coffee & Tea,60.176,24.803,29.351,579.648
Tapiola Pizza,60.1726112,24.8106308,501.08913874370376,Not Listed,3.0,498.8809761754253,36.402567654167896,889.9732476199849,10,Pizza,60.173,24.811,501.089,498.881
Sherlock,60.17607,24.80074,90.68648196876124,Not Listed,2.5,589.4744369776535,90.68648196876124,971.3167816292466,15,Pubs,60.176,24.801,90.686,589.474
Funky Burger,60.1760648624514,24.8040697040996,136.2580043963473,Expensive,1.7,581.2742425431111,96.8599788157925,989.278610407746,15,Sports Bars,60.176,24.804,136.258,581.274
Fusion Square,60.1764908,24.8043594,150.88003580998063,Not Listed,2.0,554.9609968490605,116.73030017396997,932.6167845096028,14,Buffets,60.176,24.804,150.88,554.961
Da You Life,60.1746712,24.8081493,230.88632438424125,Not Listed,1.0,522.4794914534049,227.4296492333256,846.9115789568656,13,Sushi Bars,60.175,24.808,230.886,522.479
Tony's Corner,60.1789253048997,24.8128153913598,818.473128100306,Affordable,4.8,707.7704093459158,103.46391366214628,986.2139480899444,18,Indian,60.179,24.813,818.473,707.77
Ravintola Tapiontori,60.1770287,24.8045502,527.0147356757493,Not Listed,5.0,560.0992414446042,89.34554789080363,950.6359605080296,14,Restaurants,60.177,24.805,527.015,560.099
LN-Sushi Art,60.1792297,24.8125305,846.3526389703646,Not Listed,4.0,668.4114928807811,113.57085429733355,955.4507467552168,16,Sushi Bars,60.179,24.813,846.353,668.411
Grilli Ribis,60.17659,24.8017693,601.0705334782544,Not Listed,5.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Barbeque,60.177,24.802,601.071,622.756
Tuuliniityn koirapuisto,60.1714554,24.7994251,409.17943383739765,Not Listed,5.0,539.7838167162298,185.215068242522,825.6730498353048,11,Dog Parks,60.171,24.799,409.179,539.784
Tiki Bing,60.1780018,24.8023268,690.9341079796563,Most Affordable,5.0,609.7508222997806,97.79729349854507,990.6192123503308,15,Bars,60.178,24.802,690.934,609.751
Tran Tri Dung,60.1757507,24.8009701,550.1398202074171,Not Listed,5.0,593.959126252091,112.41288626701834,995.7433959042154,15,Vegan,60.176,24.801,550.14,593.959
Mount Nepal,60.17799,24.8019295,696.5117213354685,Most Affordable,3.8,610.4836095506915,115.33237796371166,997.173830002994,15,Himalayan/Nepalese,60.178,24.802,696.512,610.484
Kilim,60.1787531,24.8110257,793.8475264257337,Affordable,3.6,657.9864407900129,36.93553732589877,949.5817532566368,16,Turkish,60.179,24.811,793.848,657.986
Kalabaari,60.17659,24.8017693,245.3807697695737,Not Listed,4.0,546.1896344185969,215.2124640957259,936.289163159514,13,Seafood,60.177,24.802,245.381,546.19
Sumo,60.1757507,24.8043308,489.54944762282895,Not Listed,3.7,581.4907364310252,46.30017598037544,960.3625674891988,15,Sushi Bars,60.176,24.804,489.549,581.491
Kylä,60.1766391712164,24.8047194747004,506.8458189017508,Not Listed,4.0,556.9686408188071,77.17010002158301,929.1962451934288,14,Modern European,60.177,24.805,506.846,556.969
Tapiolan hammaslääkäriasema,60.1758461,24.8041039,429.3478263591968,Not Listed,4.0,580.9747860893445,96.31412829295051,996.2763599704626,15,Dentists,60.176,24.804,429.348,580.975
Geronimo,60.17799,24.8019295,696.5117213354685,Affordable,3.3,610.4836095506915,115.33237796371166,997.173830002994,15,Bars,60.178,24.802,696.512,610.484
Suomen Keinojuuriklinikka,60.1764908,24.8043594,574.1656605388231,Not Listed,4.0,595.9588803011036,60.20838567004314,998.2165223431308,15,General Dentistry,60.176,24.804,574.166,595.959
Tempo,60.175832358695,24.8039531707764,433.5008895198025,Affordable,3.5,580.0571884287418,110.00962805513426,997.1584731376084,15,Salad,60.176,24.804,433.501,580.057
Tapiolan kirjasto,60.1775611379062,24.8047578334808,606.7345879318395,Not Listed,3.0,598.6155405071368,47.63346926397542,987.5648688356504,15,Libraries,60.178,24.805,606.735,598.616
Fratello,60.1767099,24.8008082,601.0705334782544,Not Listed,3.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Italian,60.177,24.801,601.071,622.756
Fransmanni,60.16959,24.9467201,567.0381916827312,Expensive,3.0,614.4533285629312,140.89325416077617,959.3112074460038,15,French,60.17,24.947,567.038,614.453
Subway,60.1756592,24.8018208,447.9864376014075,Most Affordable,3.0,547.0962075861509,20.705003296487195,937.57203362427,14,Fast Food,60.176,24.802,447.986,547.096
Tapiolan terveysasema,60.1785698,24.7979813,855.2655362043065,Not Listed,3.0,634.1709211667727,26.5384238367312,961.5506245269924,15,Family Practice,60.179,24.798,855.266,634.171
Bar Oravanhäntä,60.17584,24.79335,836.8442698691409,Not Listed,3.0,638.4880057247212,44.64603618721505,992.0475581349758,14,Pubs,60.176,24.793,836.844,638.488
Ravintola Vihtori,60.1746712,24.8081493,255.21416518845848,Not Listed,3.0,518.2291022681079,202.17367324724464,847.6105220015626,13,Bars,60.175,24.808,255.214,518.229
Ravintola Hemingway's,60.17659,24.8017693,601.0705334782544,Not Listed,3.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Pubs,60.177,24.802,601.071,622.756
Picnic,60.1757813,24.8027191,445.0114780384291,Not Listed,3.0,579.6481872473372,29.35096083690821,972.290354390253,15,Coffee & Tea,60.176,24.803,445.011,579.648
Tapiola Pizza,60.1726112,24.8106308,257.8741678235901,Not Listed,3.0,498.8809761754253,36.402567654167896,889.9732476199849,10,Pizza,60.173,24.811,257.874,498.881
Sherlock,60.17607,24.80074,532.6311479773697,Not Listed,2.5,589.4744369776535,90.68648196876124,971.3167816292466,15,Pubs,60.176,24.801,532.631,589.474
Funky Burger,60.1760648624514,24.8040697040996,455.5080544286202,Expensive,1.7,581.2742425431111,96.8599788157925,989.278610407746,15,Sports Bars,60.176,24.804,455.508,581.274
Fusion Square,60.1764908,24.8043594,525.649601846498,Not Listed,2.0,554.9609968490605,116.73030017396997,932.6167845096028,14,Buffets,60.176,24.804,525.65,554.961
Da You Life,60.1746712,24.8081493,232.7465376347413,Not Listed,1.0,522.4794914534049,227.4296492333256,846.9115789568656,13,Sushi Bars,60.175,24.808,232.747,522.479
Hammaslääkäri Mari Peltola,60.17357,24.7281,601.4020892523129,Not Listed,5.0,541.000513945169,111.26462157598534,987.603789947909,8,Dentists,60.174,24.728,601.402,541.001
Olarius,60.1757488459471,24.7340100733122,245.0871891911888,Not Listed,4.0,641.66320474354,245.0871891911888,971.1985257671162,8,Karaoke,60.176,24.734,245.087,641.663
Bar Ohana,60.17347,24.72545,724.3754664011365,Most Affordable,4.0,552.0599235134877,93.15806791099456,965.2696059735688,7,Bars,60.173,24.725,724.375,552.06
Davisto,60.1732245258163,24.7250387711772,745.9845412112608,Not Listed,4.0,549.3192199129135,78.91747019451222,947.8139704165862,7,Sports Bars,60.173,24.725,745.985,549.319
Olarin koirapuisto,60.1773109,24.7409496,307.7256110096589,Not Listed,4.0,698.3295298425263,307.7256110096589,934.5123022369662,7,Dog Parks,60.177,24.741,307.726,698.33
Vaappuva Ankka,60.17199,24.72529,769.6324307287956,Most Affordable,4.0,500.64867928616,85.03913410920947,813.989381228026,7,Beer Bar,60.172,24.725,769.632,500.649
Road House,60.1726074,24.7272797,625.954018178912,Not Listed,2.5,577.4948142345036,100.66749276145234,990.3237940873324,9,Middle Eastern,60.173,24.727,625.954,577.495
Olarin Krouvi,60.1719894,24.7252903,767.5822177040505,Most Affordable,3.0,499.3880888114205,84.305888614762,812.8823290061682,7,Dive Bars,60.172,24.725,767.582,499.388
Olarin Vanha Mestari,60.1734695,24.7254505,707.1296472024044,Most Affordable,3.0,530.0822971532835,67.24305086280856,937.9361162127758,7,Turkish,60.173,24.725,707.13,530.082
Olarin Kamelit,60.1720543392929,24.7253751754761,771.6169846397577,Most Affordable,3.0,504.7093491461589,79.6781761910669,824.1558978415968,7,Bars,60.172,24.725,771.617,504.709
Tony's Corner,60.1789253048997,24.8128153913598,492.27240376506256,Affordable,4.8,707.7704093459158,103.46391366214628,986.2139480899444,18,Indian,60.179,24.813,492.272,707.77
Ravintola Tapiontori,60.1770287,24.8045502,89.34554789080363,Not Listed,5.0,560.0992414446042,89.34554789080363,950.6359605080296,14,Restaurants,60.177,24.805,89.346,560.099
LN-Sushi Art,60.1792297,24.8125305,510.7489126386934,Not Listed,4.0,668.4114928807811,113.57085429733355,955.4507467552168,16,Sushi Bars,60.179,24.813,510.749,668.411
Grilli Ribis,60.17659,24.8017693,281.8119050674797,Not Listed,5.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Barbeque,60.177,24.802,281.812,622.756
Tuuliniityn koirapuisto,60.1714554,24.7994251,633.7563478387852,Not Listed,5.0,539.7838167162298,185.215068242522,825.6730498353048,11,Dog Parks,60.171,24.799,633.756,539.784
Tiki Bing,60.1780018,24.8023268,277.5425213112814,Most Affordable,5.0,609.7508222997806,97.79729349854507,990.6192123503308,15,Bars,60.178,24.802,277.543,609.751
Tran Tri Dung,60.1757507,24.8009701,307.0226030505671,Not Listed,5.0,593.959126252091,112.41288626701834,995.7433959042154,15,Vegan,60.176,24.801,307.023,593.959
Mount Nepal,60.17799,24.8019295,290.4582259844656,Most Affordable,3.8,610.4836095506915,115.33237796371166,997.173830002994,15,Himalayan/Nepalese,60.178,24.802,290.458,610.484
Kilim,60.1787531,24.8110257,436.5984640247692,Affordable,3.6,657.9864407900129,36.93553732589877,949.5817532566368,16,Turkish,60.179,24.811,436.598,657.986
Kalabaari,60.17659,24.8017693,218.93711573995105,Not Listed,4.0,546.1896344185969,215.2124640957259,936.289163159514,13,Seafood,60.177,24.802,218.937,546.19
Sumo,60.1757507,24.8043308,235.5097685458943,Not Listed,3.7,581.4907364310252,46.30017598037544,960.3625674891988,15,Sushi Bars,60.176,24.804,235.51,581.491
Kylä,60.1766391712164,24.8047194747004,77.17010002158301,Not Listed,4.0,556.9686408188071,77.17010002158301,929.1962451934288,14,Modern European,60.177,24.805,77.17,556.969
Tapiolan hammaslääkäriasema,60.1758461,24.8041039,96.31412829295051,Not Listed,4.0,580.9747860893445,96.31412829295051,996.2763599704626,15,Dentists,60.176,24.804,96.314,580.975
Geronimo,60.17799,24.8019295,290.4582259844656,Affordable,3.3,610.4836095506915,115.33237796371166,997.173830002994,15,Bars,60.178,24.802,290.458,610.484
Suomen Keinojuuriklinikka,60.1764908,24.8043594,131.5776906548859,Not Listed,4.0,595.9588803011036,60.20838567004314,998.2165223431308,15,General Dentistry,60.176,24.804,131.578,595.959
Tempo,60.175832358695,24.8039531707764,110.00962805513426,Affordable,3.5,580.0571884287418,110.00962805513426,997.1584731376084,15,Salad,60.176,24.804,110.01,580.057
Bella,60.1845207,24.8053493,901.567550093012,Affordable,3.5,613.9650590625346,88.74716964774001,915.9897391542492,14,Restaurants,60.185,24.805,901.568,613.965
Tapiolan kirjasto,60.1775611379062,24.8047578334808,161.95268632162387,Not Listed,3.0,598.6155405071368,47.63346926397542,987.5648688356504,15,Libraries,60.178,24.805,161.953,598.616
Fratello,60.1767099,24.8008082,281.8119050674797,Not Listed,3.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Italian,60.177,24.801,281.812,622.756
Fransmanni,60.16959,24.9467201,140.89325416077617,Expensive,3.0,614.4533285629312,140.89325416077617,959.3112074460038,15,French,60.17,24.947,140.893,614.453
Subway,60.1756592,24.8018208,209.4130259314556,Most Affordable,3.0,547.0962075861509,20.705003296487195,937.57203362427,14,Fast Food,60.176,24.802,209.413,547.096
Tapiolan terveysasema,60.1785698,24.7979813,499.1605955485912,Not Listed,3.0,634.1709211667727,26.5384238367312,961.5506245269924,15,Family Practice,60.179,24.798,499.161,634.171
Bar Oravanhäntä,60.17584,24.79335,692.4584189451949,Not Listed,3.0,638.4880057247212,44.64603618721505,992.0475581349758,14,Pubs,60.176,24.793,692.458,638.488
Ravintola Vihtori,60.1746712,24.8081493,218.07929979393987,Not Listed,3.0,518.2291022681079,202.17367324724464,847.6105220015626,13,Bars,60.175,24.808,218.079,518.229
Ravintola Hemingway's,60.17659,24.8017693,281.8119050674797,Not Listed,3.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Pubs,60.177,24.802,281.812,622.756
Picnic,60.1757813,24.8027191,256.82160009694627,Not Listed,3.0,579.6481872473372,29.35096083690821,972.290354390253,15,Coffee & Tea,60.176,24.803,256.822,579.648
Tapiola Pizza,60.1726112,24.8106308,377.2151123796726,Not Listed,3.0,498.8809761754253,36.402567654167896,889.9732476199849,10,Pizza,60.173,24.811,377.215,498.881
Sherlock,60.17607,24.80074,281.20967815390856,Not Listed,2.5,589.4744369776535,90.68648196876124,971.3167816292466,15,Pubs,60.176,24.801,281.21,589.474
Funky Burger,60.1760648624514,24.8040697040996,96.8599788157925,Expensive,1.7,581.2742425431111,96.8599788157925,989.278610407746,15,Sports Bars,60.176,24.804,96.86,581.274
Fusion Square,60.1764908,24.8043594,145.2764840350381,Not Listed,2.0,554.9609968490605,116.73030017396997,932.6167845096028,14,Buffets,60.176,24.804,145.276,554.961
Da You Life,60.1746712,24.8081493,227.4296492333256,Not Listed,1.0,522.4794914534049,227.4296492333256,846.9115789568656,13,Sushi Bars,60.175,24.808,227.43,522.479
Thai Food,60.2229919155578,24.8554172564513,926.9260067206436,Not Listed,4.0,508.217721468936,195.9243573330575,926.9260067206436,4,Thai,60.223,24.855,926.926,508.218
Hesburger,60.2229385,24.8456402,45.68483681976541,Most Affordable,3.0,589.023502723619,45.68483681976541,964.9870127601314,5,Burgers,60.223,24.846,45.685,589.024
Ravintola Raviini,60.2186699,24.8474903,307.7358480711591,Not Listed,3.0,764.1084019868911,307.7358480711591,993.4942098301344,7,Restaurants,60.219,24.847,307.736,764.108
Wok Up,60.1621231,24.7387956,585.3256787908385,Most Affordable,5.0,642.1403937424872,37.77601073585827,997.1012459513051,12,Asian Fusion,60.162,24.739,585.326,642.14
Popomama,60.16152,24.7377,674.0167610890383,Not Listed,5.0,614.9589927921168,153.6318805170808,942.1567704362795,11,Chinese,60.162,24.738,674.017,614.959
Hammaslääkäri Mari Peltola,60.17357,24.7281,795.0070015843712,Not Listed,5.0,541.000513945169,111.26462157598534,987.603789947909,8,Dentists,60.174,24.728,795.007,541.001
Hammaslääkäri Merikallio Minna,60.16151,24.7403799,677.5077006670064,Not Listed,5.0,603.8603029772349,147.62217833151678,886.1887387533521,11,General Dentistry,60.162,24.74,677.508,603.86
Classic Pizza,60.1615181,24.7376995,534.1605754519566,Affordable,4.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Pizza,60.162,24.738,534.161,571.079
Kirjasto Omena,60.161561119635,24.7378635406494,635.4328536791922,Not Listed,3.9,645.8777118905019,97.887051812218,999.6061704098584,12,Libraries,60.162,24.738,635.433,645.878
Korean Kitchen,60.1627951123895,24.7379892072772,502.0099871160341,Not Listed,4.0,575.7420286503474,49.46449494635808,917.7742008909888,10,Korean,60.163,24.738,502.01,575.742
Viikinkiravintola Harald,60.1600889120288,24.7381458431482,799.5777168381785,Not Listed,3.8,667.7458236517942,123.43964501180314,974.2887916314786,13,Scandinavian,60.16,24.738,799.578,667.746
Olarius,60.1757488459471,24.7340100733122,956.9375525844868,Not Listed,4.0,641.66320474354,245.0871891911888,971.1985257671162,8,Karaoke,60.176,24.734,956.938,641.663
Hesburger,60.1615181,24.7376995,534.1605754519566,Not Listed,4.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Burgers,60.162,24.738,534.161,571.079
Bar Ohana,60.17347,24.72545,913.4515197569476,Most Affordable,4.0,552.0599235134877,93.15806791099456,965.2696059735688,7,Bars,60.173,24.725,913.452,552.06
Decanter Wine Bar & Shop,60.1615181,24.7376995,534.1605754519566,Expensive,4.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Professional Services,60.162,24.738,534.161,571.079
Davisto,60.1732245258163,24.7250387711772,903.511417427868,Not Listed,4.0,549.3192199129135,78.91747019451222,947.8139704165862,7,Sports Bars,60.173,24.725,903.511,549.319
Puosun Grilli,60.162187184085,24.7397347167134,594.4575145558763,Not Listed,4.0,609.9636209003883,77.54152673777345,963.010300410662,11,Food Stands,60.162,24.74,594.458,609.964
Niittylounas,60.16452,24.72961,459.86378480126353,Most Affordable,4.0,648.6548128377609,208.0794908652612,983.4109722657812,11,Buffets,60.165,24.73,459.864,648.655
Vaappuva Ankka,60.17199,24.72529,787.9370292902694,Most Affordable,4.0,500.64867928616,85.03913410920947,813.989381228026,7,Beer Bar,60.172,24.725,787.937,500.649
Hanko Sushi,60.1615181,24.7376995,534.1605754519566,Affordable,4.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Sushi Bars,60.162,24.738,534.161,571.079
Road House,60.1726074,24.7272797,749.5057885193185,Not Listed,2.5,577.4948142345036,100.66749276145234,990.3237940873324,9,Middle Eastern,60.173,24.727,749.506,577.495
Sports Academy,60.1615181,24.7376995,534.1605754519566,Affordable,3.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Sports Bars,60.162,24.738,534.161,571.079
Olarin Krouvi,60.1719894,24.7252903,786.2683733785866,Most Affordable,3.0,499.3880888114205,84.305888614762,812.8823290061682,7,Dive Bars,60.172,24.725,786.268,499.388
Olarin Vanha Mestari,60.1734695,24.7254505,883.8320924188669,Most Affordable,3.0,530.0822971532835,67.24305086280856,937.9361162127758,7,Turkish,60.173,24.725,883.832,530.082
Salaattiasema,60.1614943523109,24.7370320253289,637.0020537278058,Not Listed,3.0,613.8892578726809,125.97262909071932,971.485963724958,11,Salad,60.161,24.737,637.002,613.889
Olarin Kamelit,60.1720543392929,24.7253751754761,797.9526726981334,Most Affordable,3.0,504.7093491461589,79.6781761910669,824.1558978415968,7,Bars,60.172,24.725,797.953,504.709
Decanter,60.1615181,24.7376995,534.1605754519566,Not Listed,3.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Restaurants,60.162,24.738,534.161,571.079
Retro,60.1615181,24.7376995,674.0167610890383,Not Listed,3.0,614.9589927921168,153.6318805170808,942.1567704362795,11,Modern European,60.162,24.738,674.017,614.959
The Lucky Bastard,60.1610408236697,24.7378606574847,692.5605721659595,Not Listed,2.5,671.571850067788,154.05087905328773,989.3428225983506,13,Burgers,60.161,24.738,692.561,671.572
Ravintola SiipiWeikot IsoOmena,60.16152,24.7377,674.0167610890383,Affordable,2.5,614.9589927921168,153.6318805170808,942.1567704362795,11,Restaurants,60.162,24.738,674.017,614.959
Ison Omenan Hammaslääkärit,60.1626892,24.7368393,534.1605754519566,Not Listed,2.0,571.0785210386081,18.27532661925096,928.4704081598584,10,Dentists,60.163,24.737,534.161,571.079
Goodwin,60.16152,24.7377,674.0167610890383,Not Listed,1.0,614.9589927921168,153.6318805170808,942.1567704362795,11,Scandinavian,60.162,24.738,674.017,614.959
Pizzarium,60.1616351657682,24.7375121785607,624.4098381348805,Not Listed,1.0,613.286948496744,98.210949530742,997.5956822055598,11,Pizza,60.162,24.738,624.41,613.287
Pitopalvelu Lady,60.1808281,24.8498592,543.4173482755143,Not Listed,4.0,602.6693813678219,121.1641486922134,877.2236561313152,4,Food,60.181,24.85,543.417,602.669
Delivo,60.1815780162625,24.8506035434628,468.1690517140752,Not Listed,3.5,558.6554339445944,27.128045101563128,911.2134163477896,4,Coffee & Tea,60.182,24.851,468.169,558.655
Old Jerusalem,60.180787784306,24.8500825177459,551.5939700764195,Not Listed,3.0,592.0234759081173,113.91383409135554,857.4361208128696,4,Middle Eastern,60.181,24.85,551.594,592.023
Tony's Corner,60.1789253048997,24.8128153913598,514.5533312862248,Affordable,4.8,707.7704093459158,103.46391366214628,986.2139480899444,18,Indian,60.179,24.813,514.553,707.77
Ravintola Tapiontori,60.1770287,24.8045502,98.83322042293211,Not Listed,5.0,560.0992414446042,89.34554789080363,950.6359605080296,14,Restaurants,60.177,24.805,98.833,560.099
LN-Sushi Art,60.1792297,24.8125305,522.7322477593373,Not Listed,4.0,668.4114928807811,113.57085429733355,955.4507467552168,16,Sushi Bars,60.179,24.813,522.732,668.411
Grilli Ribis,60.17659,24.8017693,197.5557727756989,Not Listed,5.0,622.7556232348568,159.87174908285922,992.1574027368672,16,Barbeque,60.177,24.802,197.556,622.756
Tuuliniityn koirapuisto,60.1714554,24.7994251,728.1207996036001,Not Listed,5.0,539.7838167162298,185.215068242522,825.6730498353048,11,Dog Parks,60.171,24.799,728.121,539.784
Tiki Bing,60.1780018,24.8023268,97.79729349854507,Most Affordable,5.0,609.7508222997806,97.79729349854507,990.6192123503308,15,Bars,60.178,24.802,97.797,609.751
Tran Tri Dung,60.1757507,24.8009701,272.9930677080699,Not Listed,5.0,593.959126252091,112.41288626701834,995.7433959042154,15,Vegan,60.176,24.801,272.993,593.959
