Name,Latitude,Longitude,Distance,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Category,Rounded Latitude,Rounded Longitude,Rounded Distance,Rounded Distance_mean
Yes yes yes,60.1642087586756,24.9439802393317,826.9921142547407,Not Listed,5.0,628.5749864053487,144.07974521515555,955.8632630610985,28,Vegan,60.164,24.944,826.992,628.575
Kaisaniemen puiston kioski,60.1735115,24.9496593,927.2049017356672,Not Listed,4.5,641.3056901831942,121.13473545749184,969.1789768028,23,Kiosk,60.174,24.95,927.205,641.306
Haru Sushi,60.1649,24.93562,544.3369786714684,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,544.337,653.184
Ravintola Grön,60.16445,24.93233,608.664302239025,Not Listed,5.0,642.7236840886418,139.38745768512305,983.6239189543348,28,Vegetarian,60.164,24.932,608.664,642.724
Hoku,60.1693803135216,24.9339735867197,77.12664421775821,Affordable,4.5,615.5652968636651,77.12664421775821,996.541122421939,33,Hawaiian,60.169,24.934,77.127,615.565
Liberty or Death,60.16472,24.94462,799.7204530551785,Affordable,4.5,642.5947595487988,187.4488460385771,974.6422224843304,30,Speakeasies,60.165,24.945,799.72,642.595
El Greco,60.16597,24.94489,741.0090789228169,Affordable,4.5,618.6935638928003,122.72507504734104,955.1239303614684,30,Greek,60.166,24.945,741.009,618.694
Vibami,60.1631,24.94172,867.999483952775,Affordable,4.5,653.5198639216223,114.27529893805512,999.7793882072192,29,Vietnamese,60.163,24.942,867.999,653.52
Domo,60.1665611,24.9349804,393.4908350398515,Expensive,4.4,644.8738587520365,151.92141164654527,976.055450782294,33,Japanese,60.167,24.935,393.491,644.874
Tommyknocker,60.1634598,24.9412804,827.1521903500585,Affordable,4.4,613.8190518935785,17.64205132961626,910.9914822751368,26,Pubs,60.163,24.941,827.152,613.819
Pizzeria Via Tribunali,60.16848,24.95157,982.7400313904257,Not Listed,4.4,614.1554518651352,78.5110799009723,999.7020849209016,23,Pizza,60.168,24.952,982.74,614.155
Kirjasto 10,60.1714751267411,24.9387678587029,282.92486734986875,Not Listed,4.4,625.015837556395,94.28072460770552,956.2987859145808,25,Libraries,60.171,24.939,282.925,625.016
Rulla,60.1676712,24.9375,299.42573513903363,Affordable,4.4,665.6497068017014,56.10025420027977,924.5805785560884,25,Vietnamese,60.168,24.938,299.426,665.65
The Riff,60.1641388,24.9428196,819.9924840243941,Affordable,4.4,691.5481766162454,352.5467549505318,959.1235467346496,16,Bars,60.164,24.943,819.992,691.548
Casa Chipotle,60.1645288454964,24.927932633924,150.46746152121733,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,150.467,653.454
Mizu,60.17477,24.92566,992.8420151190838,Affordable,4.9,608.6700913863581,68.67280950988682,992.8420151190838,23,Japanese,60.175,24.926,992.842,608.67
Baskeri &  Basso,60.1578732195411,24.934694096446,978.824141867706,Affordable,4.8,673.1161654815522,83.377592852761,978.824141867706,16,Bistros,60.158,24.935,978.824,673.116
PASSIO Keittiö ja Baari,60.1670838,24.9369496,568.5975290081185,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,568.598,625.718
Phó Viét,60.1678284709583,24.9374913705416,622.6397584843695,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,622.64,612.762
Bar Favela,60.1721191,24.9204693,788.3238629270704,Affordable,4.8,672.4374533254892,162.0507042809793,995.8815457561416,21,Bars,60.172,24.92,788.324,672.437
Huutokonttori Kanttiini,60.1599353623284,24.920930087362,733.5013391864695,Most Affordable,5.0,667.286679190748,177.8838269422632,994.9562260208816,17,Cocktail Bars,60.16,24.921,733.501,667.287
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,647.6168931728379,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,647.617,612.324
Kafe Moskova,60.1670113,24.9338894,426.07537794825953,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,426.075,631.079
Momo Toko,60.16616,24.9339,401.0871872377982,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,401.087,647.963
Karl Johan,60.1680266,24.9389719,716.8228411424633,Expensive,4.7,613.1029958825693,146.20575764273474,971.3729291050872,34,Scandinavian,60.168,24.939,716.823,613.103
Fisken på Disken,60.1693314661659,24.9338641883605,546.2301384899657,Not Listed,4.6,616.6970720778263,84.74956105802248,999.5995612371788,33,Seafood,60.169,24.934,546.23,616.697
Classic Pizza,60.1685237503237,24.9424013740297,904.179101701658,Affordable,4.6,587.9593267222184,208.8757535837732,994.0497920035396,31,Pizza,60.169,24.942,904.179,587.959
Pompier,60.1649543127515,24.9331962618671,355.43729766727023,Affordable,4.6,641.6777504109741,129.41848558153686,996.2391489271404,29,Scandinavian,60.165,24.933,355.437,641.678
Kino Andorra & Dubrovnik,60.1670113,24.9338894,426.07537794825953,Affordable,4.6,631.0791479330397,149.379988365931,949.115257748346,33,Dance Clubs,60.167,24.934,426.075,631.079
Kissakahvila Helkatti,60.1672089,24.933314,382.7990607441444,Affordable,4.6,634.4929705594261,189.79309587909944,978.8521757814124,33,Coffee & Tea,60.167,24.933,382.799,634.493
Hoshito,60.1715202,24.9259109,626.670531006117,Expensive,4.6,602.6430059970453,63.428804723956056,994.9046486057242,25,Japanese,60.172,24.926,626.671,602.643
Bar Mendocino,60.1657849,24.931525,250.3219361489197,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,250.322,657.201
Fulbari,60.1573629,24.9320834,979.4102838918512,Affordable,4.8,695.6017227051403,235.48011994913784,979.4102838918512,15,Himalayan/Nepalese,60.157,24.932,979.41,695.602
Deli & Cafe Corretto,60.17362,24.93174,888.1743365767037,Not Listed,5.0,576.9465624971232,59.2473695456636,995.6853140741218,25,Delis,60.174,24.932,888.174,576.947
Trocadero,60.1647987,24.9426403,852.6207153771641,Not Listed,4.8,638.4701394302793,164.48250006095137,988.7966280474544,31,French,60.165,24.943,852.621,638.47
Demo,60.1648301,24.9415088,809.8303643193464,Most Expensive,4.5,627.3347615751263,143.13207390225915,991.2505687304424,30,Scandinavian,60.165,24.942,809.83,627.335
Yes yes yes,60.1642087586756,24.9439802393317,955.8632630610985,Not Listed,5.0,628.5749864053487,144.07974521515555,955.8632630610985,28,Vegan,60.164,24.944,955.863,628.575
Haru Sushi,60.1649,24.93562,485.1280581283904,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,485.128,653.184
Ravintola Grön,60.16445,24.93233,339.4657947901065,Not Listed,5.0,642.7236840886418,139.38745768512305,983.6239189543348,28,Vegetarian,60.164,24.932,339.466,642.724
Hoku,60.1693803135216,24.9339735867197,554.3414302377745,Affordable,4.5,615.5652968636651,77.12664421775821,996.541122421939,33,Hawaiian,60.169,24.934,554.341,615.565
Liberty or Death,60.16472,24.94462,969.9308126525684,Affordable,4.5,642.5947595487988,187.4488460385771,974.6422224843304,30,Speakeasies,60.165,24.945,969.931,642.595
Vibami,60.1631,24.94172,984.4013348068398,Affordable,4.5,653.5198639216223,114.27529893805512,999.7793882072192,29,Vietnamese,60.163,24.942,984.401,653.52
Domo,60.1665611,24.9349804,468.5199524653888,Expensive,4.4,644.8738587520365,151.92141164654527,976.055450782294,33,Japanese,60.167,24.935,468.52,644.874
Tommyknocker,60.1634598,24.9412804,846.9661854283836,Affordable,4.4,613.8190518935785,17.64205132961626,910.9914822751368,26,Pubs,60.163,24.941,846.966,613.819
Kirjasto 10,60.1714751267411,24.9387678587029,906.5977910796596,Not Listed,4.4,625.015837556395,94.28072460770552,956.2987859145808,25,Libraries,60.171,24.939,906.598,625.016
Rulla,60.1676712,24.9375,625.9354515617981,Affordable,4.4,665.6497068017014,56.10025420027977,924.5805785560884,25,Vietnamese,60.168,24.938,625.935,665.65
The Riff,60.1641388,24.9428196,927.8237798383564,Affordable,4.4,691.5481766162454,352.5467549505318,959.1235467346496,16,Bars,60.164,24.943,927.824,691.548
A21 Decades,60.1667658,24.9372628,577.7825812881208,Expensive,4.4,736.6820899574279,345.2919368345373,987.5828202722752,19,Lounges,60.167,24.937,577.783,736.682
Botta,60.1739693,24.9314995,927.1345583791668,Not Listed,4.4,534.3184619164545,50.22558812912112,927.1345583791668,15,Restaurants,60.174,24.931,927.135,534.318
Casa Italia,60.164694199889,24.9379016252986,615.4791264583757,Affordable,4.4,707.0933133604029,316.6213623273703,969.2757739759152,17,Italian,60.165,24.938,615.479,707.093
Milli Miglia,60.16494,24.93192,281.50778587619953,Affordable,4.4,606.1813222521685,73.47439778663811,980.4409516361474,15,Bars,60.165,24.932,281.508,606.181
Farang,60.171019,24.9335388,683.8099534894209,Most Expensive,4.4,551.5547652189714,100.05304103107596,978.7944832748252,14,Asian Fusion,60.171,24.934,683.81,551.555
Konstan Möljä,60.1638184,24.9264202,203.552295034877,Affordable,4.3,552.3497461842425,203.552295034877,866.5164931487367,14,Scandinavian,60.164,24.926,203.552,552.35
Cargo,60.1629543079833,24.9225186352618,401.9781640231169,Affordable,4.3,616.6712623222205,127.47449634894708,942.78385479966,15,Breakfast & Brunch,60.163,24.923,401.978,616.671
Cafe Yrjö,60.1683083,24.93894,706.4245340501151,Expensive,4.3,832.2432392682963,706.4245340501151,981.7718239961762,11,Coffee & Tea,60.168,24.939,706.425,832.243
Twisted Street Kitchen,60.1705391,24.9282393,531.4034153933206,Most Affordable,4.3,585.4998053578603,138.295173381822,969.6755992157972,13,Asian Fusion,60.171,24.928,531.403,585.5
Brooklyn Cafe,60.16131,24.94182,808.0144045655879,Most Affordable,4.3,746.1065501787746,378.070028681028,997.9905164925478,10,Bagels,60.161,24.942,808.014,746.107
Kippo,60.16881,24.937288,660.2165720413642,Most Affordable,4.3,795.0311960305997,597.6736737157975,978.0390739610274,10,Juice Bars & Smoothies,60.169,24.937,660.217,795.031
Istanbul Grilli,60.1629414443893,24.9389866097799,735.3556409056453,Expensive,4.3,761.4709465158178,520.3447743364914,981.8880499940562,7,Turkish,60.163,24.939,735.356,761.471
Pastor,60.1660614,24.9430008,828.7294948694554,Expensive,4.3,898.8201056602247,776.6269049091986,971.346997232792,8,Latin American,60.166,24.943,828.729,898.82
Ravintola Natura,60.16369,24.94181,898.0050599399142,Most Expensive,4.3,791.5470305622207,603.3685555260206,997.2829620182888,6,Scandinavian,60.164,24.942,898.005,791.547
Casa Chipotle,60.1645288454964,24.927932633924,298.83581148500707,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,298.836,653.454
Baskeri &  Basso,60.1578732195411,24.934694096446,962.8741411559536,Affordable,4.8,673.1161654815522,83.377592852761,978.824141867706,16,Bistros,60.158,24.935,962.874,673.116
PASSIO Keittiö ja Baari,60.1670838,24.9369496,860.3510709142907,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,860.351,625.718
Phó Viét,60.1678284709583,24.9374913705416,922.20910156408,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,922.209,612.762
Bar Favela,60.1721191,24.9204693,894.6431926446384,Affordable,4.8,672.4374533254892,162.0507042809793,995.8815457561416,21,Bars,60.172,24.92,894.643,672.437
Huutokonttori Kanttiini,60.1599353623284,24.920930087362,472.2120221378335,Most Affordable,5.0,667.286679190748,177.8838269422632,994.9562260208816,17,Cocktail Bars,60.16,24.921,472.212,667.287
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,946.711858130395,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,946.712,612.324
Kafe Moskova,60.1670113,24.9338894,723.3056418715515,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,723.306,631.079
Momo Toko,60.16616,24.9339,683.4568157216231,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,683.457,647.963
Fisken på Disken,60.1693314661659,24.9338641883605,852.4336856889307,Not Listed,4.6,616.6970720778263,84.74956105802248,999.5995612371788,33,Seafood,60.169,24.934,852.434,616.697
Pompier,60.1649543127515,24.9331962618671,593.8394174445888,Affordable,4.6,641.6777504109741,129.41848558153686,996.2391489271404,29,Scandinavian,60.165,24.933,593.839,641.678
Kino Andorra & Dubrovnik,60.1670113,24.9338894,723.3056418715515,Affordable,4.6,631.0791479330397,149.379988365931,949.115257748346,33,Dance Clubs,60.167,24.934,723.306,631.079
Kissakahvila Helkatti,60.1672089,24.933314,686.1338492356663,Affordable,4.6,634.4929705594261,189.79309587909944,978.8521757814124,33,Coffee & Tea,60.167,24.933,686.134,634.493
Hoshito,60.1715202,24.9259109,834.1061551426968,Expensive,4.6,602.6430059970453,63.428804723956056,994.9046486057242,25,Japanese,60.172,24.926,834.106,602.643
Bar Mendocino,60.1657849,24.931525,528.0820865404166,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,528.082,657.201
Ani,60.1571504587047,24.9336607849584,985.7205865879624,Affordable,4.5,718.8399486755033,163.3613310531659,995.2544012137952,16,Turkish,60.157,24.934,985.721,718.84
Fulbari,60.1573629,24.9320834,914.6007281656694,Affordable,4.8,695.6017227051403,235.48011994913784,979.4102838918512,15,Himalayan/Nepalese,60.157,24.932,914.601,695.602
Haru Sushi,60.1649,24.93562,731.9343567820082,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,731.934,653.184
Ravintola Grön,60.16445,24.93233,559.0644963837393,Not Listed,5.0,642.7236840886418,139.38745768512305,983.6239189543348,28,Vegetarian,60.164,24.932,559.064,642.724
Hoku,60.1693803135216,24.9339735867197,860.5634420014696,Affordable,4.5,615.5652968636651,77.12664421775821,996.541122421939,33,Hawaiian,60.169,24.934,860.563,615.565
Domo,60.1665611,24.9349804,753.8102889562216,Expensive,4.4,644.8738587520365,151.92141164654527,976.055450782294,33,Japanese,60.167,24.935,753.81,644.874
Rulla,60.1676712,24.9375,924.5805785560884,Affordable,4.4,665.6497068017014,56.10025420027977,924.5805785560884,25,Vietnamese,60.168,24.938,924.581,665.65
A21 Decades,60.1667658,24.9372628,863.5993558761168,Expensive,4.4,736.6820899574279,345.2919368345373,987.5828202722752,19,Lounges,60.167,24.937,863.599,736.682
Casa Italia,60.164694199889,24.9379016252986,849.0738610727309,Affordable,4.4,707.0933133604029,316.6213623273703,969.2757739759152,17,Italian,60.165,24.938,849.074,707.093
Milli Miglia,60.16494,24.93192,524.9668688862524,Affordable,4.4,606.1813222521685,73.47439778663811,980.4409516361474,15,Bars,60.165,24.932,524.967,606.181
Farang,60.171019,24.9335388,978.7944832748252,Most Expensive,4.4,551.5547652189714,100.05304103107596,978.7944832748252,14,Asian Fusion,60.171,24.934,978.794,551.555
Konstan Möljä,60.1638184,24.9264202,234.3579997560112,Affordable,4.3,552.3497461842425,203.552295034877,866.5164931487367,14,Scandinavian,60.164,24.926,234.358,552.35
Cargo,60.1629543079833,24.9225186352618,127.47449634894708,Affordable,4.3,616.6712623222205,127.47449634894708,942.78385479966,15,Breakfast & Brunch,60.163,24.923,127.474,616.671
Twisted Street Kitchen,60.1705391,24.9282393,780.9972114215233,Most Affordable,4.3,585.4998053578603,138.295173381822,969.6755992157972,13,Asian Fusion,60.171,24.928,780.997,585.5
Brooklyn Cafe,60.16131,24.94182,965.6473047475334,Most Affordable,4.3,746.1065501787746,378.070028681028,997.9905164925478,10,Bagels,60.161,24.942,965.647,746.107
Kippo,60.16881,24.937288,966.6695846550182,Most Affordable,4.3,795.0311960305997,597.6736737157975,978.0390739610274,10,Juice Bars & Smoothies,60.169,24.937,966.67,795.031
Istanbul Grilli,60.1629414443893,24.9389866097799,915.6533380070688,Expensive,4.3,761.4709465158178,520.3447743364914,981.8880499940562,7,Turkish,60.163,24.939,915.653,761.471
Shanti,60.1758308,24.9226704,677.739677218702,Not Listed,4.3,658.8803143706743,375.9061422435614,918.2334836848383,7,Yoga,60.176,24.923,677.74,658.88
100 Dogs,60.1666505261397,24.9308481417667,537.2374705000242,Affordable,4.3,723.1797264864509,486.6095707737708,969.8552911325036,7,Cocktail Bars,60.167,24.931,537.237,723.18
Aangan,60.1631012,24.9274998,305.96223014682715,Affordable,4.3,664.0823306103011,305.96223014682715,904.8637111274994,8,Himalayan/Nepalese,60.163,24.927,305.962,664.082
Aa Han Thai,60.1726913,24.9202194,961.9008379682203,Not Listed,4.3,558.2455104190185,134.61531816166982,961.9008379682203,11,Thai,60.173,24.92,961.901,558.246
Popup Showroom,60.166509,24.9306031,517.455240657149,Expensive,5.0,717.52171829357,480.3905676022215,951.582539218356,7,Cocktail Bars,60.167,24.931,517.455,717.522
Kotipizza,60.163418326909,24.920708098611,129.22807543198786,Most Affordable,5.0,519.5971791628625,129.22807543198786,864.2531097043377,8,Pizza,60.163,24.921,129.228,519.597
Crystal Show Club,60.16525,24.93444,683.3192914112244,Affordable,5.0,757.067157193066,683.3192914112244,834.2003306679397,3,Dance Clubs,60.165,24.934,683.319,757.067
Basbas & Staff,60.1577364126093,24.9338689818978,943.0890076143904,Expensive,4.5,817.873508918117,492.0493763638862,992.9778066507346,6,Wine Bars,60.158,24.934,943.089,817.874
Sushibar+Wine,60.1647186,24.9404697,996.785759227806,Affordable,4.2,996.785759227806,996.785759227806,996.785759227806,1,Sushi Bars,60.165,24.94,996.786,996.786
Casa Chipotle,60.1645288454964,24.927932633924,751.868182119176,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,751.868,653.454
Huutokonttori Kanttiini,60.1599353623284,24.920930087362,532.6016130116044,Most Affordable,5.0,667.286679190748,177.8838269422632,994.9562260208816,17,Cocktail Bars,60.16,24.921,532.602,667.287
Bar Mendocino,60.1657849,24.931525,975.497952745878,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,975.498,657.201
Milli Miglia,60.16494,24.93192,977.5413000628964,Affordable,4.4,606.1813222521685,73.47439778663811,980.4409516361474,15,Bars,60.165,24.932,977.541,606.181
Konstan Möljä,60.1638184,24.9264202,684.0428197072716,Affordable,4.3,552.3497461842425,203.552295034877,866.5164931487367,14,Scandinavian,60.164,24.926,684.043,552.35
Cargo,60.1629543079833,24.9225186352618,447.7442576909409,Affordable,4.3,616.6712623222205,127.47449634894708,942.78385479966,15,Breakfast & Brunch,60.163,24.923,447.744,616.671
100 Dogs,60.1666505261397,24.9308481417667,969.8552911325036,Affordable,4.3,723.1797264864509,486.6095707737708,969.8552911325036,7,Cocktail Bars,60.167,24.931,969.855,723.18
Aangan,60.1631012,24.9274998,737.7752003669378,Affordable,4.3,664.0823306103011,305.96223014682715,904.8637111274994,8,Himalayan/Nepalese,60.163,24.927,737.775,664.082
Popup Showroom,60.166509,24.9306031,951.582539218356,Expensive,5.0,717.52171829357,480.3905676022215,951.582539218356,7,Cocktail Bars,60.167,24.931,951.583,717.522
Kotipizza,60.163418326909,24.920708098611,343.5672653404632,Most Affordable,5.0,519.5971791628625,129.22807543198786,864.2531097043377,8,Pizza,60.163,24.921,343.567,519.597
Banu Cafe,60.15796,24.90865,669.8242825562929,Not Listed,5.0,589.9596802507812,93.49665191187124,980.9194463236222,11,Cafeteria,60.158,24.909,669.824,589.96
Pueblo,60.1652869698994,24.9294590950012,851.0709593205656,Affordable,4.2,815.6469566960986,605.2736200020558,990.5962907656742,3,Mexican,60.165,24.929,851.071,815.647
Big Bowl Noodle Restaurant,60.16671,24.93041,967.9780821401567,Not Listed,4.7,875.2945097824033,782.6109374246499,967.9780821401567,2,Noodles,60.167,24.93,967.978,875.295
Wanhakettu,60.1672287,24.9295807,957.2845935735274,Most Affordable,4.2,882.7261966681649,808.1677997628022,957.2845935735274,2,Restaurants,60.167,24.93,957.285,882.726
GLO Hotel Art,60.16435,24.93175,968.4203300185898,Most Expensive,4.2,807.4133766272946,646.4064232359996,968.4203300185898,2,Hotels,60.164,24.932,968.42,807.413
Mount Everest,60.1671906,24.9276791,809.5608885857026,Most Affordable,4.1,809.5608885857026,809.5608885857026,809.5608885857026,1,Himalayan/Nepalese,60.167,24.928,809.561,809.561
Yeti Nepal,60.1630211,24.9163303,77.70155974045021,Affordable,4.1,651.7985889651173,77.70155974045021,989.2400907993724,8,Himalayan/Nepalese,60.163,24.916,77.702,651.799
Antiokia Atabar,60.1643105,24.9277802,747.8786963521197,Affordable,4.1,853.4089189674246,747.8786963521197,944.8666688591408,3,Turkish,60.164,24.928,747.879,853.409
Halikarnas,60.1648483,24.9262505,663.4172074192711,Affordable,4.1,823.4799501744131,663.4172074192711,965.2761418829808,3,Turkish,60.165,24.926,663.417,823.48
Helka,60.1699791,24.9272594,978.6176343749498,Affordable,4.1,935.2402005853156,905.4988539460148,978.6176343749498,3,Hotels,60.17,24.927,978.618,935.24
Aalto-yliopiston kirjasto,60.1696823540992,24.9216086657924,791.9674138958169,Not Listed,5.0,826.4637995106275,739.677642824677,965.4042795104488,4,Libraries,60.17,24.922,791.967,826.464
Theron Catering,60.16233,24.90213,720.3924133538577,Affordable,5.0,607.4510280308276,142.85573549642908,933.5182353097688,8,Buffets,60.162,24.902,720.392,607.451
Perho,60.1708717,24.9212303,900.2791836836843,Affordable,4.0,796.8355680876089,613.8927568582981,937.1818367695558,4,French,60.171,24.921,900.279,796.836
Helsingin Astanga Joogakoulu,60.1638184,24.9247093,584.997813760263,Not Listed,5.0,692.2196742334569,584.997813760263,801.1551001635688,3,Yoga,60.164,24.925,584.998,692.22
Cafferino Oba,60.164403,24.9293096,825.4209742288444,Most Affordable,5.0,905.5590850206172,825.4209742288444,970.3762581441008,3,Coffee & Tea,60.164,24.929,825.421,905.559
Mei Lin,60.16682,24.92958,904.9892369421,Affordable,4.0,904.9892369421,904.9892369421,904.9892369421,1,Chinese,60.167,24.93,904.989,904.989
Casa Chipotle,60.1645716567608,24.927630839434,736.1263729841529,Not Listed,5.0,847.948990658886,736.1263729841529,945.4259437258172,3,Mexican,60.165,24.928,736.126,847.949
Roslund,60.1629216119405,24.9288650333784,797.3129306144261,Affordable,4.0,807.4873820137312,797.3129306144261,816.9621241318571,3,Burgers,60.163,24.929,797.313,807.487
Ravintola Hima & Sali Kaapelitehdas,60.1618109956429,24.9030037965841,663.1631995271406,Most Affordable,4.0,568.9794478374016,79.2379839949764,862.9644491474885,8,Breakfast & Brunch,60.162,24.903,663.163,568.979
Mount Kailash,60.1574211,24.92062,708.0062830454742,Most Affordable,4.0,596.487020252441,158.27696792016974,917.5002608584276,8,Indian,60.157,24.921,708.006,596.487
Hammaslääkäriasema Ruohonjuuri,60.1609917,24.9137001,292.23612135503987,Not Listed,5.0,496.1191451243402,244.65153251849952,802.5253981067822,8,Dentists,60.161,24.914,292.236,496.119
Salve,60.161162496413,24.9300458944161,898.4830616581227,Affordable,3.9,813.9797582076393,709.0206160660736,898.4830616581227,4,Bistros,60.161,24.93,898.483,813.98
Kannas,60.1638184,24.9247093,584.997813760263,Affordable,3.9,692.2196742334569,584.997813760263,801.1551001635688,3,Pubs,60.164,24.925,584.998,692.22
One Pint Pub,60.1619828344898,24.92023229599,359.2108531447952,Expensive,3.9,660.4760362792737,359.2108531447952,966.7358997388268,7,Pubs,60.162,24.92,359.211,660.476
Casa Chipotle,60.1645288454964,24.927932633924,794.9290749001449,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,794.929,653.454
Mizu,60.17477,24.92566,425.3819770613192,Affordable,4.9,608.6700913863581,68.67280950988682,992.8420151190838,23,Japanese,60.175,24.926,425.382,608.67
Marocco,60.1750488,24.9282303,435.3347250170635,Not Listed,4.9,595.1638306249605,86.08048964078041,963.021303715274,22,Coffee & Tea,60.175,24.928,435.335,595.164
Ravintola Savoy,60.1666412,24.9473209,975.2203292306158,Most Expensive,4.8,590.3797667079725,18.963961616784243,996.3734387047638,28,Restaurants,60.167,24.947,975.22,590.38
PASSIO Keittiö ja Baari,60.1670838,24.9369496,555.2962235708217,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,555.296,625.718
Phó Viét,60.1678284709583,24.9374913705416,503.3534964539098,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,503.353,612.762
Bar Favela,60.1721191,24.9204693,643.9537941054632,Affordable,4.8,672.4374533254892,162.0507042809793,995.8815457561416,21,Bars,60.172,24.92,643.954,672.437
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,514.7316143732421,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,514.732,612.324
Kafe Moskova,60.1670113,24.9338894,510.9356866621029,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,510.936,631.079
Momo Toko,60.16616,24.9339,590.9220061478169,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,590.922,647.963
Karl Johan,60.1680266,24.9389719,549.1995518591389,Expensive,4.7,613.1029958825693,146.20575764273474,971.3729291050872,34,Scandinavian,60.168,24.939,549.2,613.103
Rikhardinkadun kirjasto,60.1662407,24.9464092,988.1978813060782,Not Listed,4.7,610.2852971065015,133.19013710374094,988.1978813060782,29,Libraries,60.166,24.946,988.198,610.285
Fisken på Disken,60.1693314661659,24.9338641883605,254.3767616221963,Not Listed,4.6,616.6970720778263,84.74956105802248,999.5995612371788,33,Seafood,60.169,24.934,254.377,616.697
Classic Pizza,60.1685237503237,24.9424013740297,663.0764357402442,Affordable,4.6,587.9593267222184,208.8757535837732,994.0497920035396,31,Pizza,60.169,24.942,663.076,587.959
Voffeli & Kaffeli,60.1752208025119,24.9244651934071,591.2497743103613,Not Listed,4.6,647.458405743412,150.33686269981462,998.963337635487,22,Waffles,60.175,24.924,591.25,647.458
Pompier,60.1649543127515,24.9331962618671,720.3045710653373,Affordable,4.6,641.6777504109741,129.41848558153686,996.2391489271404,29,Scandinavian,60.165,24.933,720.305,641.678
Kino Andorra & Dubrovnik,60.1670113,24.9338894,510.9356866621029,Affordable,4.6,631.0791479330397,149.379988365931,949.115257748346,33,Dance Clubs,60.167,24.934,510.936,631.079
Kissakahvila Helkatti,60.1672089,24.933314,472.5459993360386,Affordable,4.6,634.4929705594261,189.79309587909944,978.8521757814124,33,Coffee & Tea,60.167,24.933,472.546,634.493
Hoshito,60.1715202,24.9259109,328.28978506650026,Expensive,4.6,602.6430059970453,63.428804723956056,994.9046486057242,25,Japanese,60.172,24.926,328.29,602.643
Bar Mendocino,60.1657849,24.931525,624.714399370046,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,624.714,657.201
Deli & Cafe Corretto,60.17362,24.93174,228.1816206321361,Not Listed,5.0,576.9465624971232,59.2473695456636,995.6853140741218,25,Delis,60.174,24.932,228.182,576.947
Trocadero,60.1647987,24.9426403,919.51535992015,Not Listed,4.8,638.4701394302793,164.48250006095137,988.7966280474544,31,French,60.165,24.943,919.515,638.47
Demo,60.1648301,24.9415088,903.43044259434,Most Expensive,4.5,627.3347615751263,143.13207390225915,991.2505687304424,30,Scandinavian,60.165,24.942,903.43,627.335
Haru Sushi,60.1649,24.93562,727.2854680710977,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,727.285,653.184
