Name,Category Alias,Category Title,Latitude,Longitude,Distance,Price,Rating
Iloinen Kahvila,coffee,Coffee & Tea,60.1983625697923,24.8844078603837,1023.509164421249,€,4.3
Ravintola N:o 11,modern_european,Modern European,60.1948332603522,24.899697303772,123.16167956644254,€€,3.8
Meilahden kampuskirjasto Terkko,libraries,Libraries,60.1903305,24.9082203,577.1198823853168,,4.5
Phad Thai,thai,Thai,60.1890180025028,24.9189361184835,1170.3363652022738,€€,3.6
Karhu Ministeri,pubs,Pubs,60.1895714,24.9172592,1058.6558395469974,€€,3.3
Uimakoulu Pikku Joutsen,swimminglessons,Swimming Lessons/Schools,60.19411,24.89388,453.60816293378684,,4.0
Viisi Penniä,gastropubs,Gastropubs,60.1902504,24.9161301,965.3105019839268,€,3.2
White Lady,restaurants,Restaurants,60.195542025169,24.903348334871,93.64497330039386,€€,3.2
McDonald's,hotdogs,Fast Food,60.1901016,24.9164696,1017.5792764913775,€,3.1
Unicafe,restaurants,Restaurants,60.1907616,24.9098206,667.8727284317347,,4.0
Burger King,burgers,Burgers,60.19072,24.91162,734.0622190749904,€,4.0
The Wrap'n Roll Café,vietnamese,Vietnamese,60.1939947,24.9063852,286.6809427189678,€€,4.0
Ristorante Il Trio,pizza,Pizza,60.19076,24.9151,885.0447496994576,,4.0
Mullikka,bars,Bars,60.193180279879,24.90686785043,359.0199329308827,€€,3.0
Bistro Gradus,buffets,Buffets,60.194809,24.8924198,529.6033335591709,,4.0
Ølhus Helsinki,pubs,Pubs,60.1894469653287,24.9162536688861,1023.4660745005708,€€,4.0
Munkkiniemen Pizzeria Ja Kebab,pizza,Pizza,60.1985512,24.8845596,1021.8318995474783,€,3.3
Sportbar Töölö,restaurants,Restaurants,60.1882286,24.9177494,1175.3184965575088,,2.8
Kolmen Sepän terassi,streetvendors,Street Vendors,60.1695213,24.9405003,44.80465609484694,€€€,3.0
Messenius,scandinavian,Scandinavian,60.18834,24.9146,1062.9240236857538,,3.0
McDonald's,burgers,Burgers,60.1955109,24.8909607,565.4720417051353,€,2.7
FeltBay,bars,Bars,60.1975452850905,24.8997010580666,285.4199925381181,€€,3.0
Stadin Ravintola,pizza,Pizza,60.18886,24.9182,1149.4533922899902,,3.0
Manteli / Annin Juhlapalvelu,restaurants,Restaurants,60.1907788,24.9137808,824.7477473137915,,2.5
Mexi,divebars,Dive Bars,60.1901016,24.9164696,1017.5792764913775,,2.0
Tilkanranta,restaurants,Restaurants,60.2028198,24.8950005,969.7782005433645,€,2.0
Hesburger,burgers,Burgers,60.1905594,24.9148293,1135.168219542565,,1.7
Manskun Pizza & Kebab,kebab,Kebab,60.1932608,24.9069607,357.56811712279585,,1.0
Veggie,gluten_free,Gluten-Free,60.19742,24.87775,341.3914436267268,€,4.3
La Cantine,bistros,Bistros,60.1994452,24.8774014,459.9520746835099,,4.3
Meritorppa,seafood,Seafood,60.1922493,24.8735199,756.793825482192,€€€€,4.3
Gurans,himalayan,Himalayan/Nepalese,60.2031699,24.8990009,1098.779171147075,€€,4.2
Solna,french,French,60.1973114,24.8784103,291.913800172768,€€€,4.1
Sushi-San,sushi,Sushi Bars,60.2053631,24.8791424,1051.6973979170125,€€,4.1
Tilkan Hammassairaala,dentists,Dentists,60.1991692,24.9003296,956.611583820137,,5.0
Munkkiniemen kirjasto,libraries,Libraries,60.196895750298,24.875869006107,438.4454249084732,,4.0
Joogatila,yoga,Yoga,60.1983986,24.8776093,385.46468174379385,,5.0
Iloinen Kahvila,coffee,Coffee & Tea,60.1983625697923,24.8844078603837,176.96738188690327,€,4.3
Ravintola N:o 11,modern_european,Modern European,60.1948332603522,24.899697303772,905.4194024829998,€€,3.8
Torpanranta,coffee,Coffee & Tea,60.1945136748468,24.8712655492622,737.9321390887555,€€,3.7
Ukko-Munkki,pubs,Pubs,60.1995451435278,24.8776286869569,457.70188835389865,€€,3.5
Delivo,coffee,Coffee & Tea,60.1981888,24.8783092,346.0284337305662,€,3.4
Uimakoulu Pikku Joutsen,swimminglessons,Swimming Lessons/Schools,60.19411,24.89388,647.8198076675134,,4.0
Hammaslääketieteen kirjasto,libraries,Libraries,60.2060204,24.8972397,1255.2997150607646,,4.0
Wanha Munkki,pizza,Pizza,60.1952209,24.8730507,605.0390073749402,,4.0
Bistro Gradus,buffets,Buffets,60.194809,24.8924198,517.0676517583207,,4.0
Kirjastoauto Helsinki,libraries,Libraries,60.2054341376741,24.8930142447352,1086.7341902163041,,4.0
Munkkiniemen Pizzeria Ja Kebab,pizza,Pizza,60.1985512,24.8845596,178.34920827465444,€,3.3
Kolmen Sepän terassi,streetvendors,Street Vendors,60.1695213,24.9405003,975.2740007556692,€€€,3.0
Cafe Tarina,coffee,Coffee & Tea,60.1984710761161,24.8758730640685,475.8597239386307,,3.5
Sir Olavi,indpak,Indian,60.2050781,24.8949604,1098.5245309067518,,3.5
Pizza Hut,pizza,Pizza,60.2059517,24.8777008,1045.0052647583311,€,2.6
Pikku Baari,divebars,Dive Bars,60.1999397,24.8838902,313.71000505157707,€,3.0
Hesburger,burgers,Burgers,60.2020410120427,24.8814147681719,597.4941351588457,€,2.8
Nan Hai,chinese,Chinese,60.1999397,24.8838902,313.71000505157707,€€,3.0
Kotipizza,pizza,Pizza,60.19731,24.87841,299.6451253070792,€€,3.0
McDonald's,burgers,Burgers,60.1955109,24.8909607,476.8528142819247,€,2.7
FeltBay,bars,Bars,60.1975452850905,24.8997010580666,882.6817176306567,€€,3.0
Bistro Maria,bistros,Bistros,60.1983986,24.8776093,377.4297777959885,,3.0
Pizza Paja,kebab,Kebab,60.1978416,24.8796005,265.9149959223301,,2.5
Tilkanranta,restaurants,Restaurants,60.2028198,24.8950005,906.0440065005037,€,2.0
Hesburger,burgers,Burgers,60.2043419,24.8997307,1209.249857440663,,1.0
Wagocoro,sushi,Sushi Bars,60.1807252,24.9252809,849.9223740643766,€€,4.9
Mizu,japanese,Japanese,60.17477,24.92566,246.4027507108671,€€,4.9
Marocco,coffee,Coffee & Tea,60.1750488,24.9282303,242.89865179693845,,4.9
Ravintola Savoy,restaurants,Restaurants,60.1666412,24.9473209,1125.6971011204482,€€€€,4.8
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,802.1626113181587,€€€€,4.8
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,735.8284564741502,,4.8
Soup,vegetarian,Vegetarian,60.1807613030336,24.9246104825112,870.7593950044941,€,4.8
Bar Favela,bars,Bars,60.1721191,24.9204693,687.1868258878765,€€,4.8
Pompier,scandinavian,Scandinavian,60.1671925257657,24.9492107925732,1200.6327027342497,€€€,4.8
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,741.0717079366033,€,4.7
Kafe Moskova,russian,Russian,60.1670113,24.9338894,779.8369424131572,€€,4.7
Momo Toko,ramen,Ramen,60.16616,24.9339,862.1609277258391,,4.7
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,757.7474237055335,€€€,4.7
Zucchini,vegetarian,Vegetarian,60.1662313763646,24.9494676174376,1280.3602283248322,€,4.7
Rikhardinkadun kirjasto,libraries,Libraries,60.1662407,24.9464092,1162.6717710711514,,4.7
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,516.2686288232721,,4.6
Classic Pizza,pizza,Pizza,60.1685237503237,24.9424013740297,822.0313801877717,€€,4.6
Voffeli & Kaffeli,waffles,Waffles,60.1752208025119,24.9244651934071,452.27388593910695,,4.6
Ravintola Aino,scandinavian,Scandinavian,60.1681595,24.9502296,1196.019624986657,€€€€,4.6
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,996.2391489271404,€€,4.6
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,779.8369424131572,€€,4.6
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,746.5625597152789,€€,4.6
Hoshito,japanese,Japanese,60.1715202,24.9259109,442.10559119539465,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,903.1290020411386,€,4.5
Deli & Cafe Corretto,delis,Delis,60.17362,24.93174,59.2473695456636,,5.0
Trocadero,french,French,60.1647987,24.9426403,1141.1640517336407,,4.8
Lukla,himalayan,Himalayan/Nepalese,60.1815641829252,24.9265288173329,908.0880846953856,€€,4.5
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,993.4699320505987,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,512.0496148232766,€€,4.5
Flying Dutch,musicvenues,Music Venues,60.1768941813989,24.9490928649902,991.7687390721665,€€,4.5
El Greco,greek,Greek,60.16597,24.94489,1143.281668535351,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,843.2013641857342,€€€,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,452.38392606392455,,4.4
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,745.2772669640569,€€,4.4
Musta Kissa,bars,Bars,60.1823900253219,24.9468823023268,1245.1515329559604,€,4.4
A21 Decades,lounges,Lounges,60.1667658,24.9372628,841.2599182622107,€€€,4.4
Botta,restaurants,Restaurants,60.1739693,24.9314995,50.225588129121114,,4.4
Milli Miglia,bars,Bars,60.16494,24.93192,980.4409516361474,€€,4.4
Farang,asianfusion,Asian Fusion,60.171019,24.9335388,328.7982248092938,€€€€,4.4
Ravintola Kuu,french,French,60.1802078365307,24.9252714679363,799.2246088051987,€€€,4.4
Ravintola Aito,scandinavian,Scandinavian,60.1756592,24.9209709,645.8542178945212,€€€€,4.4
Umeshu,sushi,Sushi Bars,60.1774361010774,24.9246255812324,574.5114009512589,€€€,4.4
YTHS Töölö,physicians,Doctors,60.1822395,24.9228802,1047.2163088774143,,4.4
Ravintola KuuKuu,scandinavian,Scandinavian,60.175213025186,24.924883187958,430.18119757237025,€€€,4.3
Cafe Yrjö,coffee,Coffee & Tea,60.1683083,24.93894,756.0830273509403,€€€,4.3
Twisted Street Kitchen,asianfusion,Asian Fusion,60.1705391,24.9282393,433.18434072621744,€,4.3
Kippo,juicebars,Juice Bars & Smoothies,60.16881,24.937288,632.0825740777,€,4.3
Copas y Tapas,tapasmallplates,Tapas/Small Plates,60.1687698,24.9490204,1106.1674658903353,,4.3
Fratello Torrefazione,coffee,Coffee & Tea,60.1697858000198,24.9479163361776,982.2787690747069,€€,4.3
Silvoplee,vegetarian,Vegetarian,60.1814518638294,24.9492035894427,1260.6573050781283,€€,4.3
Gallen-Kallelan Museo,museums,Museums,60.20626,24.838,149.9731932325342,€€,3.8
Tarvaspään Kahvila- ja Tilausravintola,catering,Caterers,60.2062607,24.8379993,91.11889747780694,,3.5
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,1139.1704090719772,€,3.5
Gallen-Kallelan Museo,museums,Museums,60.20626,24.838,864.9335536567145,€€,3.8
Tarvaspään Kahvila- ja Tilausravintola,catering,Caterers,60.2062607,24.8379993,946.5756911670343,,3.5
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,823.3346726452304,€,3.5
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,840.953838152445,,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,952.336454251334,€,3.0
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,1292.6710115772896,€,3.5
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,1082.7464056152912,,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,1151.4451775794755,€,3.0
Sävellys,indpak,Indian,60.2041442623076,24.8048747945094,27.19638246532034,,2.0
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,1049.832110456658,€€,4.0
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,1172.0801609371981,€€,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,1132.349397476694,,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,1121.1188528573857,€€,4.3
Gallen-Kallelan Museo,museums,Museums,60.20626,24.838,871.0766184505803,€€,3.8
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,1037.6943246848919,€€,3.6
Tarvaspään Kahvila- ja Tilausravintola,catering,Caterers,60.2062607,24.8379993,916.2553459727777,,3.5
Chico's,tradamerican,American,60.2182372478054,24.811621321865,1117.3744028728324,€€,3.2
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,1249.4495301966158,€€,3.7
Lime Leaf,thai,Thai,60.21838,24.8083591,1249.4495301966158,€€,2.9
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,1148.5958230872834,€,3.3
Hesburger,burgers,Burgers,60.2181282,24.8128109,1148.5958230872834,€,3.3
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,132.21135514664124,€,3.5
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,1099.8613626077472,€€,2.8
William K.,pubs,Pubs,60.21813,24.81281,1198.1890876279583,€€,2.6
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,378.500134281779,,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,426.4667629609249,€,3.0
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,1104.213907072964,,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,1012.1724346042469,,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,1086.996438488621,€€,3.0
Ravintola Raviini,restaurants,Restaurants,60.2186699,24.8474903,1107.190110375127,,3.0
Starbucks Sello,coffee,Coffee & Tea,60.2187590145854,24.8087738073472,1267.412799329947,,3.0
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,1149.412855227276,€,2.5
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,307.20958985989375,,2.0
Smoker's Beer & BBQ,bbq,Barbeque,60.2181822446383,24.8080193996429,1253.7756060011714,,2.0
Hesburger,burgers,Burgers,60.21838,24.8083591,1249.4495301966158,,2.0
Rax,pizza,Pizza,60.2181282,24.8128109,1148.5958230872834,€,1.5
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,690.74909640857,€€,4.0
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,1035.1972549183072,€€,4.3
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,818.8012530702584,€€,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,775.5828711202198,,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,778.8096238895578,€€,4.3
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,691.9025732269713,€€,3.6
Chico's,tradamerican,American,60.2182372478054,24.811621321865,772.2459247677907,€€,3.2
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,891.4029539030182,€€,3.7
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,1002.7932283936053,,4.0
Lime Leaf,thai,Thai,60.21838,24.8083591,891.4029539030182,€€,2.9
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,791.0555634671173,€,3.3
Hesburger,burgers,Burgers,60.2181282,24.8128109,791.0555634671173,€,3.3
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,231.87380117621413,€,3.5
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,756.1254722861431,€€,2.8
William K.,pubs,Pubs,60.21813,24.81281,846.8638153234398,€€,2.6
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,175.9985270679318,,3.0
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,1063.7948631360855,€,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,108.12733575378307,€,3.0
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,772.6719634394952,,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,685.7522658849724,,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,725.3084275469889,€€,3.0
Starbucks Sello,coffee,Coffee & Tea,60.2187590145854,24.8087738073472,913.9908757842012,,3.0
Hammaslääkärikeskus Helmi,dentists,Dentists,60.2209892,24.8117599,1030.2554505639764,,2.5
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,797.0357435648322,€,2.5
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,177.83853019827808,,2.0
Sävellys,indpak,Indian,60.2041442623076,24.8048747945094,1231.30567577148,,2.0
Smoker's Beer & BBQ,bbq,Barbeque,60.2181822446383,24.8080193996429,895.17602805441,,2.0
Hesburger,burgers,Burgers,60.21838,24.8083591,891.4029539030182,,2.0
Rax,pizza,Pizza,60.2181282,24.8128109,791.0555634671173,€,1.5
Kathmandu Palace,himalayan,Himalayan/Nepalese,60.2222727491811,24.8135110999135,1091.3861471325015,€€,4.2
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,925.6447967498065,€€,4.0
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,1026.1934263904413,€€,4.3
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,999.6733778391792,€€,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,982.8881870960558,,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,911.772733376768,€€,4.3
Gallen-Kallelan Museo,museums,Museums,60.20626,24.838,1154.6330389180666,€€,3.8
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,852.299229425532,€€,3.6
Tarvaspään Kahvila- ja Tilausravintola,catering,Caterers,60.2062607,24.8379993,1167.9541285887337,,3.5
Harakanpesä,bars,Bars,60.2233112416919,24.812305967189,1221.571646209889,€€,4.0
Chico's,tradamerican,American,60.2182372478054,24.811621321865,918.2524510429948,€€,3.2
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,932.9324260195654,,4.0
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,1001.8558644824958,€,3.3
Hesburger,burgers,Burgers,60.2181282,24.8128109,1001.8558644824958,€,3.3
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,478.01503728526677,€,3.5
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,898.1880888980119,€€,2.8
William K.,pubs,Pubs,60.21813,24.81281,1013.9058022725002,€€,2.6
Hesburger,burgers,Burgers,60.2229385,24.8456402,890.3932017242078,€,3.0
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,662.5942240103623,,3.0
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,1061.1226782444405,€,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,612.6473336075012,€,3.0
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,864.8730320614304,,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,773.5672201401388,,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,979.6744383216459,€€,3.0
Ravintola Raviini,restaurants,Restaurants,60.2186699,24.8474903,734.0688572999115,,3.0
Hammaslääkärikeskus Helmi,dentists,Dentists,60.2209892,24.8117599,1068.745336825918,,2.5
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,975.4195977252265,€,2.5
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,332.20233734749246,,2.0
Rax,pizza,Pizza,60.2181282,24.8128109,1001.8558644824958,€,1.5
Kathmandu Palace,himalayan,Himalayan/Nepalese,60.2222727491811,24.8135110999135,759.5344261405166,€€,4.2
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,492.16190938457686,€€,4.0
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,669.2962709766628,€€,4.3
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,568.2373750629159,€€,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,548.946363845348,,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,487.28953061140476,€€,4.3
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,420.78663992937044,€€,3.6
Harakanpesä,bars,Bars,60.2233112416919,24.812305967189,892.4488321659361,€€,4.0
Chico's,tradamerican,American,60.2182372478054,24.811621321865,490.9802221512933,€€,3.2
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,662.5108080280917,€€,3.7
Teidän Sushi,sushi,Sushi Bars,60.2250563903547,24.8118255418909,1080.1885632991002,€,3.7
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,615.5861511695488,,4.0
Lime Leaf,thai,Thai,60.21838,24.8083591,662.5108080280917,€€,2.9
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,567.8704914631207,€,3.3
Hesburger,burgers,Burgers,60.2181282,24.8128109,567.8704914631207,€,3.3
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,567.9813239491556,€,3.5
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,471.1745402164932,€€,2.8
William K.,pubs,Pubs,60.21813,24.81281,584.8293778117519,€€,2.6
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,564.637815821251,,3.0
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,701.3694253987989,€,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,459.8052586437562,€,3.0
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,450.9861006932367,,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,356.6648207236334,,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,547.1716995166744,€€,3.0
Starbucks Sello,coffee,Coffee & Tea,60.2187590145854,24.8087738073472,657.1704636044279,,3.0
Hammaslääkärikeskus Helmi,dentists,Dentists,60.2209892,24.8117599,686.2384809074517,,2.5
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,543.919796558538,€,2.5
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,368.2410421494464,,2.0
Smoker's Beer & BBQ,bbq,Barbeque,60.2181822446383,24.8080193996429,669.8608207966219,,2.0
Hesburger,burgers,Burgers,60.21838,24.8083591,662.5108080280917,,2.0
Rax,pizza,Pizza,60.2181282,24.8128109,567.8704914631207,€,1.5
Kathmandu Palace,himalayan,Himalayan/Nepalese,60.2222727491811,24.8135110999135,818.9179067144615,€€,4.2
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,627.1289982011697,€€,4.0
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,741.2194186485956,€€,4.3
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,693.497172882581,€€,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,679.0975759479021,,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,604.67096142394,€€,4.3
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,546.4277673067804,€€,3.6
Harakanpesä,bars,Bars,60.2233112416919,24.812305967189,951.8435317004096,€€,4.0
Chico's,tradamerican,American,60.2182372478054,24.811621321865,611.2384195702143,€€,3.2
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,789.8633127186804,€€,3.7
Teidän Sushi,sushi,Sushi Bars,60.2250563903547,24.8118255418909,1131.0846565055665,€,3.7
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,665.1774765640293,,4.0
Lime Leaf,thai,Thai,60.21838,24.8083591,789.8633127186804,€€,2.9
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,698.1361637154428,€,3.3
Hesburger,burgers,Burgers,60.2181282,24.8128109,698.1361637154428,€,3.3
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,547.4236564107199,€,3.5
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,591.1651953662439,€€,2.8
William K.,pubs,Pubs,60.21813,24.81281,707.0481282948082,€€,2.6
Hesburger,burgers,Burgers,60.2229385,24.8456402,1047.8425310945506,€,3.0
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,607.4477141910293,,3.0
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,775.2510052517322,€,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,515.2723152675218,€,3.0
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,558.8815603685103,,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,466.85392663456884,,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,683.0640843874407,€€,3.0
Ravintola Raviini,restaurants,Restaurants,60.2186699,24.8474903,969.8843634759431,,3.0
Starbucks Sello,coffee,Coffee & Tea,60.2187590145854,24.8087738073472,778.8214578499945,,3.0
Hammaslääkärikeskus Helmi,dentists,Dentists,60.2209892,24.8117599,773.4410015631041,,2.5
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,669.306278214578,€,2.5
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,340.1729768193916,,2.0
Smoker's Beer & BBQ,bbq,Barbeque,60.2181822446383,24.8080193996429,797.7089281655385,,2.0
Hesburger,burgers,Burgers,60.21838,24.8083591,789.8633127186804,,2.0
Rax,pizza,Pizza,60.2181282,24.8128109,698.1361637154428,€,1.5
Kathmandu Palace,himalayan,Himalayan/Nepalese,60.2222727491811,24.8135110999135,992.2337585746862,€€,4.2
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,390.44496034247805,€€,4.0
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,878.5664320290188,€€,4.3
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,534.5845140490289,€€,4.0
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,476.6899993280809,,4.0
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,555.5231931703535,€€,4.3
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,473.7985242150994,€€,3.6
Chico's,tradamerican,American,60.2182372478054,24.811621321865,537.8781076231987,€€,3.2
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,567.8826563957828,€€,3.7
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,907.858058290718,,4.0
Palokaivon koirapuisto,dog_parks,Dog Parks,60.212719,24.798975,651.0629542326822,,4.0
Lime Leaf,thai,Thai,60.21838,24.8083591,567.8826563957828,€€,2.9
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,484.17103935480316,€,3.3
Hesburger,burgers,Burgers,60.2181282,24.8128109,484.17103935480316,€,3.3
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,668.2969952598941,€,3.5
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,531.5488958562188,€€,2.8
William K.,pubs,Pubs,60.21813,24.81281,568.9342276870806,€€,2.6
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,447.42985556870224,,3.0
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,895.780223894299,€,3.0
Terra,restaurants,Restaurants,60.2121696,24.8174992,372.66006781746205,€,3.0
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,592.6794428633214,,3.0
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,546.7191010404032,,3.0
Chopsticks,japanese,Japanese,60.2167091,24.8097401,391.7438012422314,€€,3.0
