Name,Category Alias,Category Title,Latitude,Longitude,Distance,Price,Rating
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,783.2413045431717,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,274.7139192315514,€€,4.5
Flying Dutch,musicvenues,Music Venues,60.1768941813989,24.9490928649902,909.314171572051,€€,4.5
Liberty or Death,speakeasies,Speakeasies,60.16472,24.94462,836.5009198611141,€€,4.5
El Greco,greek,Greek,60.16597,24.94489,748.847443661021,€€,4.5
Vibami,vietnamese,Vietnamese,60.1631,24.94172,916.5775766774194,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,544.3973950421176,€€€,4.4
Tommyknocker,pubs,Pubs,60.1634598,24.9412804,910.9914822751367,€€,4.4
Pizzeria Via Tribunali,pizza,Pizza,60.16848,24.95157,888.8336801800813,,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,94.28072460770552,,4.4
Ravintola Vinkkeli,modern_european,Modern European,60.1639,24.94641,920.9003046954199,€€€€,5.0
Casa Chipotle,mexican,Mexican,60.1645288454964,24.927932633924,711.427585187959,,5.0
Mizu,japanese,Japanese,60.17477,24.92566,636.9438812581827,€€,4.9
Marocco,coffee,Coffee & Tea,60.1750488,24.9282303,645.2073228412457,,4.9
Ravintola Savoy,restaurants,Restaurants,60.1666412,24.9473209,771.1160595053909,€€€€,4.8
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,349.34175269907905,€€€€,4.8
Krog Roba,scandinavian,Scandinavian,60.16454,24.94722,919.1361056081264,€€€,4.8
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,289.62428764979205,,4.8
Bar Favela,bars,Bars,60.1721191,24.9204693,821.8014722369992,€€,4.8
Spis,scandinavian,Scandinavian,60.1636314,24.9476795,1035.354462626734,€€€€,4.8
Pompier,scandinavian,Scandinavian,60.1671925257657,24.9492107925732,866.3755623293277,€€€,4.8
Finlandia Caviar Shop & Restaurant,gourmet,Specialty Food,60.16691,24.95163,1023.571875124552,,5.0
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,299.647780250326,€,4.7
Kafe Moskova,russian,Russian,60.1670113,24.9338894,337.49207528852037,€€,4.7
Momo Toko,ramen,Ramen,60.16616,24.9339,421.9211813761393,,4.7
Sen Chay,vegetarian,Vegetarian,60.1778816903161,24.9507051534424,1249.5659335741561,€,4.7
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,334.01973614504436,€€€,4.7
Zucchini,vegetarian,Vegetarian,60.1662313763646,24.9494676174376,923.0059364100973,€,4.7
Rikhardinkadun kirjasto,libraries,Libraries,60.1662407,24.9464092,776.6797806880571,,4.7
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,84.74956105802248,,4.6
Kansalliskirjasto,libraries,Libraries,60.1704494600943,24.950331910671,871.5826984527265,,4.6
Bar Haven,champagne_bars,Champagne Bars,60.1666,24.95164,1029.5985650410528,€€€,4.6
Classic Pizza,pizza,Pizza,60.1685237503237,24.9424013740297,461.6825281664316,€€,4.6
Voffeli & Kaffeli,waffles,Waffles,60.1752208025119,24.9244651934071,806.9697336811168,,4.6
Ravintola Aino,scandinavian,Scandinavian,60.1681595,24.9502296,892.8011394106212,€€€€,4.6
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,566.4019268471935,€€,4.6
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,337.49207528852037,€€,4.6
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,318.403378144874,€€,4.6
Hoshito,japanese,Japanese,60.1715202,24.9259109,502.7824493772939,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,498.606964718844,€,4.5
Deli & Cafe Corretto,delis,Delis,60.17362,24.93174,417.0131312597959,,5.0
Kansallisarkisto,education,Education,60.1721191,24.9524994,990.0804524586059,,4.5
Trocadero,french,French,60.1647987,24.9426403,704.8629866999028,,4.8
Demo,scandinavian,Scandinavian,60.1648301,24.9415088,690.3054187509665,€€€€,4.5
Yes yes yes,vegan,Vegan,60.1642087586756,24.9439802393317,826.9921142547407,,5.0
Kaisaniemen puiston kioski,kiosk,Kiosk,60.1735115,24.9496593,927.2049017356672,,4.5
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,544.3369786714684,,5.0
Palace,scandinavian,Scandinavian,60.1652603,24.9518204,1109.6576600582425,€€€€,4.8
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,608.664302239025,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,77.12664421775821,€€,4.5
Flying Dutch,musicvenues,Music Venues,60.1768941813989,24.9490928649902,1109.1135455077506,€€,4.5
Liberty or Death,speakeasies,Speakeasies,60.16472,24.94462,799.7204530551785,€€,4.5
El Greco,greek,Greek,60.16597,24.94489,741.0090789228169,€€,4.5
Vibami,vietnamese,Vietnamese,60.1631,24.94172,867.999483952775,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,393.4908350398515,€€€,4.4
Tommyknocker,pubs,Pubs,60.1634598,24.9412804,827.1521903500585,€€,4.4
Pizzeria Via Tribunali,pizza,Pizza,60.16848,24.95157,982.7400313904257,,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,282.92486734986875,,4.4
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,299.42573513903363,€€,4.4
The Riff,bars,Bars,60.1641388,24.9428196,819.9924840243941,€€,4.4
Casa Chipotle,mexican,Mexican,60.1645288454964,24.927932633924,150.46746152121733,,5.0
Mizu,japanese,Japanese,60.17477,24.92566,992.8420151190838,€€,4.9
Baskeri &  Basso,bistros,Bistros,60.1578732195411,24.934694096446,978.8241418677059,€€,4.8
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,568.5975290081185,€€€€,4.8
Chef & Sommelier,scandinavian,Scandinavian,60.15766,24.94254,1254.8516926976572,€€€€,4.8
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,622.6397584843695,,4.8
Bar Favela,bars,Bars,60.1721191,24.9204693,788.3238629270704,€€,4.8
Huutokonttori Kanttiini,cocktailbars,Cocktail Bars,60.1599353623284,24.920930087362,733.5013391864695,€,5.0
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,647.6168931728379,€,4.7
Kafe Moskova,russian,Russian,60.1670113,24.9338894,426.07537794825953,€€,4.7
Momo Toko,ramen,Ramen,60.16616,24.9339,401.0871872377982,,4.7
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,716.8228411424633,€€€,4.7
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,546.2301384899657,,4.6
Classic Pizza,pizza,Pizza,60.1685237503237,24.9424013740297,904.179101701658,€€,4.6
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,355.43729766727023,€€,4.6
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,426.07537794825953,€€,4.6
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,382.7990607441444,€€,4.6
Hoshito,japanese,Japanese,60.1715202,24.9259109,626.670531006117,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,250.32193614891972,€,4.5
Ani,turkish,Turkish,60.1571504587047,24.9336607849584,1029.966264488502,€€,4.5
Fulbari,himalayan,Himalayan/Nepalese,60.1573629,24.9320834,979.4102838918512,€€,4.8
Deli & Cafe Corretto,delis,Delis,60.17362,24.93174,888.1743365767037,,5.0
Trocadero,french,French,60.1647987,24.9426403,852.6207153771641,,4.8
Ora,scandinavian,Scandinavian,60.15766,24.94254,1254.811832418457,,5.0
Demo,scandinavian,Scandinavian,60.1648301,24.9415088,809.8303643193464,€€€€,4.5
Yes yes yes,vegan,Vegan,60.1642087586756,24.9439802393317,955.8632630610983,,5.0
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,485.1280581283904,,5.0
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,339.4657947901065,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,554.3414302377745,€€,4.5
Liberty or Death,speakeasies,Speakeasies,60.16472,24.94462,969.9308126525685,€€,4.5
Vibami,vietnamese,Vietnamese,60.1631,24.94172,984.4013348068398,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,468.51995246538877,€€€,4.4
Tommyknocker,pubs,Pubs,60.1634598,24.9412804,846.9661854283836,€€,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,906.5977910796596,,4.4
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,625.9354515617981,€€,4.4
The Riff,bars,Bars,60.1641388,24.9428196,927.8237798383565,€€,4.4
A21 Decades,lounges,Lounges,60.1667658,24.9372628,577.7825812881208,€€€,4.4
Botta,restaurants,Restaurants,60.1739693,24.9314995,927.1345583791667,,4.4
Casa Italia,italian,Italian,60.164694199889,24.9379016252986,615.4791264583757,€€,4.4
Milli Miglia,bars,Bars,60.16494,24.93192,281.50778587619953,€€,4.4
Farang,asianfusion,Asian Fusion,60.171019,24.9335388,683.8099534894209,€€€€,4.4
Konstan Möljä,scandinavian,Scandinavian,60.1638184,24.9264202,203.552295034877,€€,4.3
Cargo,breakfast_brunch,Breakfast & Brunch,60.1629543079833,24.9225186352618,401.9781640231169,€€,4.3
Cafe Yrjö,coffee,Coffee & Tea,60.1683083,24.93894,706.4245340501151,€€€,4.3
Twisted Street Kitchen,asianfusion,Asian Fusion,60.1705391,24.9282393,531.4034153933206,€,4.3
Brooklyn Cafe,bagels,Bagels,60.16131,24.94182,808.0144045655879,€,4.3
Kippo,juicebars,Juice Bars & Smoothies,60.16881,24.937288,660.2165720413642,€,4.3
Istanbul Grilli,turkish,Turkish,60.1629414443893,24.9389866097799,735.3556409056453,€€€,4.3
Pastor,latin,Latin American,60.1660614,24.9430008,828.7294948694554,€€€,4.3
Ravintola Natura,scandinavian,Scandinavian,60.16369,24.94181,898.0050599399142,€€€€,4.3
Casa Chipotle,mexican,Mexican,60.1645288454964,24.927932633924,298.83581148500707,,5.0
Baskeri &  Basso,bistros,Bistros,60.1578732195411,24.934694096446,962.8741411559535,€€,4.8
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,860.3510709142907,€€€€,4.8
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,922.2091015640801,,4.8
Bar Favela,bars,Bars,60.1721191,24.9204693,894.6431926446384,€€,4.8
Huutokonttori Kanttiini,cocktailbars,Cocktail Bars,60.1599353623284,24.920930087362,472.21202213783346,€,5.0
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,946.711858130395,€,4.7
Kafe Moskova,russian,Russian,60.1670113,24.9338894,723.3056418715515,€€,4.7
Momo Toko,ramen,Ramen,60.16616,24.9339,683.4568157216231,,4.7
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,1014.8854412679939,€€€,4.7
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,852.4336856889307,,4.6
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,593.8394174445888,€€,4.6
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,723.3056418715515,€€,4.6
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,686.1338492356663,€€,4.6
Hoshito,japanese,Japanese,60.1715202,24.9259109,834.1061551426968,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,528.0820865404166,€,4.5
Ani,turkish,Turkish,60.1571504587047,24.9336607849584,985.7205865879625,€€,4.5
Fulbari,himalayan,Himalayan/Nepalese,60.1573629,24.9320834,914.6007281656694,€€,4.8
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,731.9343567820082,,5.0
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,559.0644963837393,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,860.5634420014696,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,753.8102889562216,€€€,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,1213.4027834736055,,4.4
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,924.5805785560884,€€,4.4
A21 Decades,lounges,Lounges,60.1667658,24.9372628,863.5993558761168,€€€,4.4
Casa Italia,italian,Italian,60.164694199889,24.9379016252986,849.0738610727309,€€,4.4
Milli Miglia,bars,Bars,60.16494,24.93192,524.9668688862524,€€,4.4
Farang,asianfusion,Asian Fusion,60.171019,24.9335388,978.7944832748251,€€€€,4.4
Konstan Möljä,scandinavian,Scandinavian,60.1638184,24.9264202,234.3579997560112,€€,4.3
Cargo,breakfast_brunch,Breakfast & Brunch,60.1629543079833,24.9225186352618,127.47449634894708,€€,4.3
Cafe Yrjö,coffee,Coffee & Tea,60.1683083,24.93894,1004.5198017346048,€€€,4.3
Twisted Street Kitchen,asianfusion,Asian Fusion,60.1705391,24.9282393,780.9972114215233,€,4.3
Brooklyn Cafe,bagels,Bagels,60.16131,24.94182,965.6473047475334,€,4.3
Kippo,juicebars,Juice Bars & Smoothies,60.16881,24.937288,966.6695846550182,€,4.3
Istanbul Grilli,turkish,Turkish,60.1629414443893,24.9389866097799,915.6533380070687,€€€,4.3
Shanti,yoga,Yoga,60.1758308,24.9226704,677.739677218702,,4.3
100 Dogs,cocktailbars,Cocktail Bars,60.1666505261397,24.9308481417667,537.2374705000242,€€,4.3
Aangan,himalayan,Himalayan/Nepalese,60.1631012,24.9274998,305.96223014682715,€€,4.3
Aa Han Thai,thai,Thai,60.1726913,24.9202194,961.9008379682203,,4.3
Popup Showroom,cocktailbars,Cocktail Bars,60.166509,24.9306031,517.455240657149,€€€,5.0
Kotipizza,pizza,Pizza,60.163418326909,24.920708098611,129.22807543198786,€,5.0
Soma,hotdogs,Fast Food,60.16952,24.9405,1183.3564352637638,,5.0
Banu Cafe,cafeteria,Cafeteria,60.15796,24.90865,1004.9622172441665,,5.0
Green Hippo Cafe,breakfast_brunch,Breakfast & Brunch,60.1617042372927,24.9400799771933,1003.0731169008916,,5.0
SIS. Deli & Cafe,juicebars,Juice Bars & Smoothies,60.1676788,24.9397507,1016.4552944011301,€€,4.3
Crystal Show Club,danceclubs,Dance Clubs,60.16525,24.93444,683.3192914112244,€€,5.0
Basbas & Staff,wine_bars,Wine Bars,60.1577364126093,24.9338689818978,943.0890076143903,€€€,4.5
Sushibar+Wine,sushi,Sushi Bars,60.1647186,24.9404697,996.7857592278059,€€,4.2
SIS. Deli & Cafe,delicatessen,Delicatessen,60.1604797,24.9405534,1071.7376354990415,€€,4.2
Fazer Cafe,icecream,Ice Cream & Frozen Yogurt,60.1692,24.93822,1060.626929910509,€€,4.2
Casa Chipotle,mexican,Mexican,60.1645288454964,24.927932633924,751.868182119176,,5.0
Bar Favela,bars,Bars,60.1721191,24.9204693,1005.726622224617,€€,4.8
Huutokonttori Kanttiini,cocktailbars,Cocktail Bars,60.1599353623284,24.920930087362,532.6016130116044,€,5.0
Hoshito,japanese,Japanese,60.1715202,24.9259109,1084.5312464779156,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,975.4979527458779,€,4.5
Fulbari,himalayan,Himalayan/Nepalese,60.1573629,24.9320834,1188.3258775582365,€€,4.8
Milli Miglia,bars,Bars,60.16494,24.93192,977.5413000628963,€€,4.4
Konstan Möljä,scandinavian,Scandinavian,60.1638184,24.9264202,684.0428197072716,€€,4.3
Cargo,breakfast_brunch,Breakfast & Brunch,60.1629543079833,24.9225186352618,447.7442576909409,€€,4.3
Twisted Street Kitchen,asianfusion,Asian Fusion,60.1705391,24.9282393,1090.9863733371753,€,4.3
Shanti,yoga,Yoga,60.1758308,24.9226704,1096.5765740451293,,4.3
100 Dogs,cocktailbars,Cocktail Bars,60.1666505261397,24.9308481417667,969.8552911325035,€€,4.3
Aangan,himalayan,Himalayan/Nepalese,60.1631012,24.9274998,737.7752003669378,€€,4.3
Popup Showroom,cocktailbars,Cocktail Bars,60.166509,24.9306031,951.5825392183559,€€€,5.0
Kotipizza,pizza,Pizza,60.163418326909,24.920708098611,343.56726534046317,€,5.0
Banu Cafe,cafeteria,Cafeteria,60.15796,24.90865,669.8242825562929,,5.0
Pueblo,mexican,Mexican,60.1652869698994,24.9294590950012,851.0709593205656,€€,4.2
Big Bowl Noodle Restaurant,noodles,Noodles,60.16671,24.93041,967.9780821401567,,4.7
Wanhakettu,restaurants,Restaurants,60.1672287,24.9295807,957.2845935735274,€,4.2
Atelje Finne,scandinavian,Scandinavian,60.1710091,24.9282398,1147.506751850161,€€€€,4.2
GLO Hotel Art,hotels,Hotels,60.16435,24.93175,968.4203300185898,€€€€,4.2
Mount Everest,himalayan,Himalayan/Nepalese,60.1671906,24.9276791,809.5608885857026,€,4.1
Yeti Nepal,himalayan,Himalayan/Nepalese,60.1630211,24.9163303,77.70155974045021,€€,4.1
Antiokia Atabar,turkish,Turkish,60.1643105,24.9277802,747.8786963521197,€€,4.1
Halikarnas,turkish,Turkish,60.1648483,24.9262505,663.4172074192711,€€,4.1
Helka,hotels,Hotels,60.1699791,24.9272594,978.6176343749498,€€,4.1
Fafa's,mideastern,Middle Eastern,60.1701094,24.9282222,1056.5549342471984,€,4.1
Satkar,himalayan,Himalayan/Nepalese,60.169230186131,24.9297068567911,1055.276966056104,€€,4.0
Habibi,mideastern,Middle Eastern,60.1679067307259,24.931062306504,1039.007519834121,€€,4.0
Aalto-yliopiston kirjasto,libraries,Libraries,60.1696823540992,24.9216086657924,791.9674138958169,,5.0
Theron Catering,buffets,Buffets,60.16233,24.90213,720.3924133538577,€€,5.0
Perho,french,French,60.1708717,24.9212303,900.2791836836843,€€,4.0
Helsingin Astanga Joogakoulu,yoga,Yoga,60.1638184,24.9247093,584.997813760263,,5.0
Cafferino Oba,coffee,Coffee & Tea,60.164403,24.9293096,825.4209742288444,€,5.0
Mei Lin,chinese,Chinese,60.16682,24.92958,904.9892369421001,€€,4.0
Hanken Bibliotek,libraries,Libraries,60.17079,24.92437,1008.9550713871585,,5.0
Kuwano,asianfusion,Asian Fusion,60.1678944972374,24.931104060852,1040.4054531220243,,4.3
Casa Chipotle,coffee,Coffee & Tea,60.1645716567608,24.927630839434,736.1263729841529,,5.0
Roslund,burgers,Burgers,60.1629216119405,24.9288650333784,797.3129306144261,€€,4.0
Ravintola Hima & Sali Kaapelitehdas,breakfast_brunch,Breakfast & Brunch,60.1618109956429,24.9030037965841,663.1631995271406,€,4.0
The Red Koi Thai,thai,Thai,60.1643934168904,24.9325075972729,1001.1506584442951,,5.0
Mount Kailash,indpak,Indian,60.1574211,24.92062,708.0062830454742,€,4.0
Hammaslääkäriasema Ruohonjuuri,dentists,Dentists,60.1609917,24.9137001,292.23612135503987,,5.0
Tortilla House,mexican,Mexican,60.1687720028784,24.932257744519,1143.9446504662756,€,3.9
Salve,bistros,Bistros,60.161162496413,24.9300458944161,898.4830616581227,€€,3.9
Kannas,pubs,Pubs,60.1638184,24.9247093,584.997813760263,€€,3.9
Hercules,danceclubs,Dance Clubs,60.1702,24.92793,1049.8873656390365,€€,3.9
Shaker,bars,Bars,60.1696892,24.9303703,1098.6576364172574,€€,3.9
One Pint Pub,pubs,Pubs,60.1619828344898,24.92023229599,359.2108531447952,€€€,3.9
Aalto-yliopiston Rafla,comfortfood,Comfort Food,60.1716421593453,24.9231054504796,1022.8770893756214,,4.3
Ravintola Vinkkeli,modern_european,Modern European,60.1639,24.94641,1136.599073890224,€€€€,5.0
Casa Chipotle,mexican,Mexican,60.1645288454964,24.927932633924,794.9290749001449,,5.0
Mizu,japanese,Japanese,60.17477,24.92566,425.38197706131916,€€,4.9
Marocco,coffee,Coffee & Tea,60.1750488,24.9282303,435.3347250170635,,4.9
Ravintola Savoy,restaurants,Restaurants,60.1666412,24.9473209,975.2203292306158,€€€€,4.8
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,555.2962235708217,€€€€,4.8
Krog Roba,scandinavian,Scandinavian,60.16454,24.94722,1134.1072394392174,€€€,4.8
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,503.3534964539098,,4.8
Bar Favela,bars,Bars,60.1721191,24.9204693,643.9537941054632,€€,4.8
Spis,scandinavian,Scandinavian,60.1636314,24.9476795,1250.9651324831957,€€€€,4.8
Pompier,scandinavian,Scandinavian,60.1671925257657,24.9492107925732,1065.6919665804417,€€€,4.8
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,514.7316143732421,€,4.7
Kafe Moskova,russian,Russian,60.1670113,24.9338894,510.9356866621029,€€,4.7
Momo Toko,ramen,Ramen,60.16616,24.9339,590.9220061478169,,4.7
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,549.1995518591389,€€€,4.7
Zucchini,vegetarian,Vegetarian,60.1662313763646,24.9494676174376,1128.9630688832942,€,4.7
Rikhardinkadun kirjasto,libraries,Libraries,60.1662407,24.9464092,988.1978813060782,,4.7
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,254.3767616221963,,4.6
Classic Pizza,pizza,Pizza,60.1685237503237,24.9424013740297,663.0764357402442,€€,4.6
Voffeli & Kaffeli,waffles,Waffles,60.1752208025119,24.9244651934071,591.2497743103613,,4.6
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,720.3045710653373,€€,4.6
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,510.9356866621029,€€,4.6
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,472.5459993360386,€€,4.6
Hoshito,japanese,Japanese,60.1715202,24.9259109,328.28978506650026,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,624.714399370046,€,4.5
Deli & Cafe Corretto,delis,Delis,60.17362,24.93174,228.18162063213614,,5.0
Trocadero,french,French,60.1647987,24.9426403,919.51535992015,,4.8
Demo,scandinavian,Scandinavian,60.1648301,24.9415088,903.43044259434,€€€€,4.5
Yes yes yes,vegan,Vegan,60.1642087586756,24.9439802393317,1042.0767861186466,,5.0
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,727.2854680710977,,5.0
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,755.8838025865323,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,252.17008474098694,€€,4.5
Flying Dutch,musicvenues,Music Venues,60.1768941813989,24.9490928649902,1130.1898906644205,€€,4.5
Liberty or Death,speakeasies,Speakeasies,60.16472,24.94462,1015.4076899415187,€€,4.5
El Greco,greek,Greek,60.16597,24.94489,955.1239303614685,€€,4.5
Vibami,vietnamese,Vietnamese,60.1631,24.94172,1082.9928870761341,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,579.4066150090521,€€€,4.4
Tommyknocker,pubs,Pubs,60.1634598,24.9412804,1036.0869274707325,€€,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,379.9463562565287,,4.4
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,513.2135151939551,€€,4.4
The Riff,bars,Bars,60.1641388,24.9428196,1034.3070112379116,€€,4.4
A21 Decades,lounges,Lounges,60.1667658,24.9372628,594.5786976505718,€€€,4.4
Botta,restaurants,Restaurants,60.1739693,24.9314995,275.5196200775734,,4.4
Casa Italia,italian,Italian,60.164694199889,24.9379016252986,816.2130027572077,€€,4.4
Milli Miglia,bars,Bars,60.16494,24.93192,702.296036403876,€€,4.4
Farang,asianfusion,Asian Fusion,60.171019,24.9335388,100.05304103107596,€€€€,4.4
Hills Dumplings,dimsum,Dim Sum,60.16441,24.94533,1079.6133971520303,,4.4
Ravintola Kuu,french,French,60.1802078365307,24.9252714679363,1045.738485381104,€€€,4.4
Ravintola Aito,scandinavian,Scandinavian,60.1756592,24.9209709,758.2592153157186,€€€€,4.4
Umeshu,sushi,Sushi Bars,60.1774361010774,24.9246255812324,782.5187416241308,€€€,4.4
Casa Chipotle,mexican,Mexican,60.1645288454964,24.927932633924,760.5287573077956,,5.0
Mizu,japanese,Japanese,60.17477,24.92566,427.8825418071193,€€,4.9
Marocco,coffee,Coffee & Tea,60.1750488,24.9282303,448.93342619726025,,4.9
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,808.5227551674049,€€€€,4.8
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,790.9487171475862,,4.8
Bar Favela,bars,Bars,60.1721191,24.9204693,270.27068885981276,€€,4.8
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,810.2654663766766,€,4.7
Kafe Moskova,russian,Russian,60.1670113,24.9338894,702.7715780227459,€€,4.7
Momo Toko,ramen,Ramen,60.16616,24.9339,756.7057149121791,,4.7
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,863.8635479368464,€€€,4.7
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,537.5913956223881,,4.6
Classic Pizza,pizza,Pizza,60.1685237503237,24.9424013740297,1012.7385418956252,€€,4.6
Voffeli & Kaffeli,waffles,Waffles,60.1752208025119,24.9244651934071,447.738588082873,,4.6
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,832.4105657225277,€€,4.6
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,702.7715780227459,€€,4.6
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,643.0769248020282,€€,4.6
Hoshito,japanese,Japanese,60.1715202,24.9259109,63.428804723956056,€€€,4.6
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,704.8766159520289,€,4.5
Deli & Cafe Corretto,delis,Delis,60.17362,24.93174,448.5078880697438,,5.0
Trocadero,french,French,60.1647987,24.9426403,1187.5941930818815,,4.8
Demo,scandinavian,Scandinavian,60.1648301,24.9415088,1160.051928183366,€€€€,4.5
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,899.8451083024638,,5.0
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,848.809622316413,,5.0
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,541.1224666016241,€€,4.5
Domo,japanese,Japanese,60.1665611,24.9349804,780.9763373371819,€€€,4.4
Tommyknocker,pubs,Pubs,60.1634598,24.9412804,1263.8133578861211,€€,4.4
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,767.629813464156,,4.4
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,800.1459242773026,€€,4.4
A21 Decades,lounges,Lounges,60.1667658,24.9372628,843.045275113883,€€€,4.4
Botta,restaurants,Restaurants,60.1739693,24.9314995,461.0505383288599,,4.4
Casa Italia,italian,Italian,60.164694199889,24.9379016252986,1020.0728549798218,€€,4.4
Milli Miglia,bars,Bars,60.16494,24.93192,782.0443820015049,€€,4.4
Farang,asianfusion,Asian Fusion,60.171019,24.9335388,478.2319951875622,€€€€,4.4
Ravintola Kuu,french,French,60.1802078365307,24.9252714679363,1001.8352514643728,€€€,4.4
Ravintola Aito,scandinavian,Scandinavian,60.1756592,24.9209709,527.8551506145949,€€€€,4.4
Umeshu,sushi,Sushi Bars,60.1774361010774,24.9246255812324,693.5880922619102,€€€,4.4
Ravintola KuuKuu,scandinavian,Scandinavian,60.175213025186,24.924883187958,446.2285149905133,€€€,4.3
Konstan Möljä,scandinavian,Scandinavian,60.1638184,24.9264202,810.8300034681822,€€,4.3
Cargo,breakfast_brunch,Breakfast & Brunch,60.1629543079833,24.9225186352618,926.2925192463114,€€,4.3
