Yelp Name,Yelp Search,Yelp Category,Latitude,Longitude,Yelp Price,Yelp Rating,Rounded Latitude,Rounded Longitude,ID
Basbas & Staff,wine_bars,Wine Bars,60.1577364126093,24.9338689818978,Expensive,4.5,60.158,24.934,60.158_24.934
Bar Llamas,bars,Bars,60.163398803427,24.942201278584,Affordable,4.2,60.163,24.942,60.163_24.942
Juuri,scandinavian,Scandinavian,60.1639155047475,24.9462911852249,Most Expensive,4.2,60.164,24.946,60.164_24.946
SIS. Deli & Cafe,"delicatessen, juicebars","Delicatessen, Juice Bars & Smoothies",60.1604797,24.9405534,Affordable,4.2,60.16,24.941,60.16_24.941
Pastis,french,French,60.1641857,24.947771,Expensive,4.2,60.164,24.948,60.164_24.948
Ravintola Il Bucatino,italian,Italian,60.15754,24.93474,Expensive,4.7,60.158,24.935,60.158_24.935
Pikku Georgia,bakeries,Bakeries,60.16131,24.94182,Most Affordable,4.7,60.161,24.942,60.161_24.942
Soup & Juice,salad,Salad,60.1637802,24.9365005,Most Affordable,4.7,60.164,24.937,60.164_24.937
Sea Horse,scandinavian,Scandinavian,60.1587659907993,24.9465446755218,Expensive,4.2,60.159,24.947,60.159_24.947
Latva,wine_bars,Wine Bars,60.1635895,24.9464207,Affordable,4.2,60.164,24.946,60.164_24.946
Tamarin,thai,Thai,60.1635201795302,24.9418830871582,Affordable,4.1,60.164,24.942,60.164_24.942
Kanniston Leipomo,bakeries,Bakeries,60.1592484,24.9364109,Most Affordable,4.1,60.159,24.936,60.159_24.936
Alfons Pizza,pizza,Pizza,60.1592496381371,24.9423121020166,Affordable,4.1,60.159,24.942,60.159_24.942
Taquería El Rey,mexican,Mexican,60.15891,24.94335,Affordable,4.1,60.159,24.943,60.159_24.943
Skiffer Liuskaluoto,pizza,Pizza,60.1527839520019,24.9464321136475,Affordable,4.1,60.153,24.946,60.153_24.946
Il Birrificio,bistros,Bistros,60.1631508,24.9381199,Affordable,4.1,60.163,24.938,60.163_24.938
Mat,bakeries,Bakeries,60.1631,24.94172,Not Listed,5.0,60.163,24.942,60.163_24.942
Factory St. Gallery,galleries,Art Galleries,60.1582140665298,24.9428010731936,Most Affordable,4.0,60.158,24.943,60.158_24.943
Norisushi Bar,sushi,Sushi Bars,60.1638603,24.9520893,Not Listed,5.0,60.164,24.952,60.164_24.952
Moola Rööperi,yoga,Yoga,60.1606293,24.9405594,Not Listed,5.0,60.161,24.941,60.161_24.941
Levant,mideastern,Middle Eastern,60.1643105,24.9358006,Most Affordable,4.0,60.164,24.936,60.164_24.936
Kom-ravintola,modern_european,Modern European,60.1588053526004,24.9460515126103,Affordable,4.0,60.159,24.946,60.159_24.946
BB.Badger&co,pubs,Pubs,60.1633862318622,24.9463684111834,Not Listed,5.0,60.163,24.946,60.163_24.946
Soil Wine Room,wine_bars,Wine Bars,60.1641808,24.9376907,Affordable,4.0,60.164,24.938,60.164_24.938
Cafe Panik,coffee,Coffee & Tea,60.1603630062143,24.9403458461165,Not Listed,5.0,60.16,24.94,60.16_24.94
Bones,danceclubs,Dance Clubs,60.1634564,24.9415345,Affordable,4.0,60.163,24.942,60.163_24.942
Fafa's Citykäytävä,mideastern,Middle Eastern,60.164004062598,24.9440579285889,Most Affordable,4.0,60.164,24.944,60.164_24.944
Farouge,mideastern,Middle Eastern,60.1641808,24.9435406,Expensive,4.0,60.164,24.944,60.164_24.944
Guo Ji,chinese,Chinese,60.1582108,24.9363308,Not Listed,5.0,60.158,24.936,60.158_24.936
Ravintola Savoy,restaurants,Restaurants,60.1666412,24.9473209,Most Expensive,4.8,60.167,24.947,60.167_24.947
Krog Roba,scandinavian,Scandinavian,60.16454,24.94722,Expensive,4.8,60.165,24.947,60.165_24.947
Pompier,scandinavian,Scandinavian,60.1671925257657,24.9492107925732,Expensive,4.8,60.167,24.949,60.167_24.949
Finlandia Caviar Shop & Restaurant,gourmet,Specialty Food,60.16691,24.95163,Not Listed,5.0,60.167,24.952,60.167_24.952
Trillby & Chadwick,speakeasies,Speakeasies,60.16835,24.9538,Affordable,4.7,60.168,24.954,60.168_24.954
Signora Delizia,coffee,Coffee & Tea,60.1676788,24.9626503,Affordable,4.7,60.168,24.963,60.168_24.963
Karl Johan,scandinavian,Scandinavian,60.1680266,24.9389719,Expensive,4.7,60.168,24.939,60.168_24.939
Zucchini,vegetarian,Vegetarian,60.1662313763646,24.9494676174376,Most Affordable,4.7,60.166,24.949,60.166_24.949
Rikhardinkadun kirjasto,libraries,Libraries,60.1662407,24.9464092,Not Listed,4.7,60.166,24.946,60.166_24.946
Bar Haven,champagne_bars,Champagne Bars,60.1666,24.95164,Expensive,4.6,60.167,24.952,60.167_24.952
Olo,scandinavian,Scandinavian,60.1680572300478,24.9564699456096,Most Expensive,4.6,60.168,24.956,60.168_24.956
Classic Pizza,pizza,Pizza,60.1685237503237,24.9424013740297,Affordable,4.6,60.169,24.942,60.169_24.942
Ravintola Aino,scandinavian,Scandinavian,60.1681595,24.9502296,Most Expensive,4.6,60.168,24.95,60.168_24.95
Trocadero,french,French,60.1647987,24.9426403,Not Listed,4.8,60.165,24.943,60.165_24.943
Demo,scandinavian,Scandinavian,60.1648301,24.9415088,Most Expensive,4.5,60.165,24.942,60.165_24.942
Shelter,modern_european,Modern European,60.16898,24.95993,Expensive,4.5,60.169,24.96,60.169_24.96
Palace,scandinavian,Scandinavian,60.1652603,24.9518204,Most Expensive,4.8,60.165,24.952,60.165_24.952
Liberty or Death,speakeasies,Speakeasies,60.16472,24.94462,Affordable,4.5,60.165,24.945,60.165_24.945
El Greco,greek,Greek,60.16597,24.94489,Affordable,4.5,60.166,24.945,60.166_24.945
Pizzeria Via Tribunali,pizza,Pizza,60.16848,24.95157,Not Listed,4.4,60.168,24.952,60.168_24.952
Soppakeittiö,soup,Soup,60.1664065865745,24.952743931244,Most Affordable,4.4,60.166,24.953,60.166_24.953
Toca,modern_european,Modern European,60.1654414,24.9512655,Expensive,4.4,60.165,24.951,60.165_24.951
Cafe Yrjö,coffee,Coffee & Tea,60.1683083,24.93894,Expensive,4.3,60.168,24.939,60.168_24.939
Katajanokan Kasino,venues,Venues & Event Spaces,60.1692900139143,24.9652956653234,Most Expensive,4.3,60.169,24.965,60.169_24.965
Copas y Tapas,tapasmallplates,Tapas/Small Plates,60.1687698,24.9490204,Not Listed,4.3,60.169,24.949,60.169_24.949
Fratello Torrefazione,coffee,Coffee & Tea,60.1697858000198,24.9479163361776,Affordable,4.3,60.17,24.948,60.17_24.948
Pastor,latin,Latin American,60.1660614,24.9430008,Expensive,4.3,60.166,24.943,60.166_24.943
Ravintola Nokka,scandinavian,Scandinavian,60.1690225729284,24.960840976999,Expensive,4.3,60.169,24.961,60.169_24.961
Pörssiklubi,restaurants,Restaurants,60.1684113,24.9486008,Not Listed,5.0,60.168,24.949,60.168_24.949
Eat Poke Helsinki,seafood,Seafood,60.16958,24.94461,Not Listed,5.0,60.17,24.945,60.17_24.945
Penelope,restaurants,Restaurants,60.17002,24.94596,Not Listed,5.0,60.17,24.946,60.17_24.946
Casa Chipotle,"mexican, coffee","Mexican, Coffee & Tea",60.1645288454964,24.927932633924,Not Listed,5.0,60.165,24.928,60.165_24.928
PASSIO Keittiö ja Baari,modern_european,Modern European,60.1670838,24.9369496,Most Expensive,4.8,60.167,24.937,60.167_24.937
Kafe Moskova,russian,Russian,60.1670113,24.9338894,Affordable,4.7,60.167,24.934,60.167_24.934
Momo Toko,ramen,Ramen,60.16616,24.9339,Not Listed,4.7,60.166,24.934,60.166_24.934
Pompier,scandinavian,Scandinavian,60.1649543127515,24.9331962618671,Affordable,4.6,60.165,24.933,60.165_24.933
Kino Andorra & Dubrovnik,danceclubs,Dance Clubs,60.1670113,24.9338894,Affordable,4.6,60.167,24.934,60.167_24.934
Kissakahvila Helkatti,coffee,Coffee & Tea,60.1672089,24.933314,Affordable,4.6,60.167,24.933,60.167_24.933
Bar Mendocino,pubs,Pubs,60.1657849,24.931525,Most Affordable,4.5,60.166,24.932,60.166_24.932
Fulbari,himalayan,Himalayan/Nepalese,60.1573629,24.9320834,Affordable,4.8,60.157,24.932,60.157_24.932
Haru Sushi,sushi,Sushi Bars,60.1649,24.93562,Not Listed,5.0,60.165,24.936,60.165_24.936
Ravintola Grön,vegetarian,Vegetarian,60.16445,24.93233,Not Listed,5.0,60.164,24.932,60.164_24.932
Domo,japanese,Japanese,60.1665611,24.9349804,Expensive,4.4,60.167,24.935,60.167_24.935
A21 Decades,lounges,Lounges,60.1667658,24.9372628,Expensive,4.4,60.167,24.937,60.167_24.937
Casa Italia,italian,Italian,60.164694199889,24.9379016252986,Affordable,4.4,60.165,24.938,60.165_24.938
Milli Miglia,bars,Bars,60.16494,24.93192,Affordable,4.4,60.165,24.932,60.165_24.932
100 Dogs,cocktailbars,Cocktail Bars,60.1666505261397,24.9308481417667,Affordable,4.3,60.167,24.931,60.167_24.931
Aangan,himalayan,Himalayan/Nepalese,60.1631012,24.9274998,Affordable,4.3,60.163,24.927,60.163_24.927
Phó Viét,vietnamese,Vietnamese,60.1678284709583,24.9374913705416,Not Listed,4.8,60.168,24.937,60.168_24.937
Patisserie Teemu & Markus,desserts,Desserts,60.1678773247786,24.9379374190249,Most Affordable,4.7,60.168,24.938,60.168_24.938
Fisken på Disken,seafood,Seafood,60.1693314661659,24.9338641883605,Not Listed,4.6,60.169,24.934,60.169_24.934
Hoku,hawaiian,Hawaiian,60.1693803135216,24.9339735867197,Affordable,4.5,60.169,24.934,60.169_24.934
Rulla,vietnamese,Vietnamese,60.1676712,24.9375,Affordable,4.4,60.168,24.938,60.168_24.938
Huutokonttori Kanttiini,cocktailbars,Cocktail Bars,60.1599353623284,24.920930087362,Most Affordable,5.0,60.16,24.921,60.16_24.921
Farang,asianfusion,Asian Fusion,60.171019,24.9335388,Most Expensive,4.4,60.171,24.934,60.171_24.934
Konstan Möljä,scandinavian,Scandinavian,60.1638184,24.9264202,Affordable,4.3,60.164,24.926,60.164_24.926
Cargo,breakfast_brunch,Breakfast & Brunch,60.1629543079833,24.9225186352618,Affordable,4.3,60.163,24.923,60.163_24.923
Twisted Street Kitchen,asianfusion,Asian Fusion,60.1705391,24.9282393,Most Affordable,4.3,60.171,24.928,60.171_24.928
Kippo,juicebars,Juice Bars & Smoothies,60.16881,24.937288,Most Affordable,4.3,60.169,24.937,60.169_24.937
Café DaJa,german,German,60.17145,24.95704,Affordable,4.6,60.171,24.957,60.171_24.957
Kansalliskirjasto,libraries,Libraries,60.1704494600943,24.950331910671,Not Listed,4.6,60.17,24.95,60.17_24.95
Hoshito,japanese,Japanese,60.1715202,24.9259109,Expensive,4.6,60.172,24.926,60.172_24.926
Ask,scandinavian,Scandinavian,60.1721611,24.9558907,Most Expensive,4.5,60.172,24.956,60.172_24.956
Deli & Cafe Corretto,delis,Delis,60.17362,24.93174,Not Listed,5.0,60.174,24.932,60.174_24.932
Kansallisarkisto,education,Education,60.1721191,24.9524994,Not Listed,4.5,60.172,24.952,60.172_24.952
Kaisaniemen puiston kioski,kiosk,Kiosk,60.1735115,24.9496593,Not Listed,4.5,60.174,24.95,60.174_24.95
Mizu,japanese,Japanese,60.17477,24.92566,Affordable,4.9,60.175,24.926,60.175_24.926
Marocco,coffee,Coffee & Tea,60.1750488,24.9282303,Not Listed,4.9,60.175,24.928,60.175_24.928
Kirjasto 10,libraries,Libraries,60.1714751267411,24.9387678587029,Not Listed,4.4,60.171,24.939,60.171_24.939
Flying Dutch,musicvenues,Music Venues,60.1768941813989,24.9490928649902,Affordable,4.5,60.177,24.949,60.177_24.949
Qulma,brasseries,Brasseries,60.1714516,24.9570408,Affordable,4.4,60.171,24.957,60.171_24.957
Suomalaisen Kirjallisuuden Seura,libraries,Libraries,60.1702309,24.9562092,Not Listed,4.3,60.17,24.956,60.17_24.956
Kuurna,modern_european,Modern European,60.170205122233,24.958416669608,Expensive,4.3,60.17,24.958,60.17_24.958
Kaisla,pubs,Pubs,60.1719284,24.9468193,Affordable,4.3,60.172,24.947,60.172_24.947
Rodolfo,italian,Italian,60.171038691879,24.957663516225,Affordable,4.2,60.171,24.958,60.171_24.958
Svenska Klubben,restaurants,Restaurants,60.1740494,24.9593201,Most Expensive,4.7,60.174,24.959,60.174_24.959
Kolme Kruunua,scandinavian,Scandinavian,60.174376987984,24.958932832065,Affordable,4.2,60.174,24.959,60.174_24.959
Niska Helsinki,pubs,Pubs,60.16898,24.95993,Not Listed,5.0,60.169,24.96,60.169_24.96
Sköne,beerbar,Beer Bar,60.1688211011284,24.9590653546311,Not Listed,5.0,60.169,24.959,60.169_24.959
Norilla,comfortfood,Comfort Food,60.1732351,24.9590707,Not Listed,5.0,60.173,24.959,60.173_24.959
SkyWheel Helsinki,amusementparks,Amusement Parks,60.1667341228077,24.9594781909523,Not Listed,4.0,60.167,24.959,60.167_24.959
Bellevue,russian,Russian,60.1686211,24.9615498,Expensive,4.0,60.169,24.962,60.169_24.962
Ravintola Everest Katajanokka,himalayan,Himalayan/Nepalese,60.16771,24.96637,Affordable,3.9,60.168,24.966,60.168_24.966
Savu,scandinavian,Scandinavian,60.1736097865764,24.9685359710627,Most Expensive,3.9,60.174,24.969,60.174_24.969
Majakkalaiva Relandersgrund,bars,Bars,60.1691618330407,24.9587059020996,Expensive,3.9,60.169,24.959,60.169_24.959
Doi Thai,thai,Thai,60.17124,24.95896,Affordable,3.8,60.171,24.959,60.171_24.959
No. 5,vietnamese,Vietnamese,60.17136,24.9575806,Not Listed,4.3,60.171,24.958,60.171_24.958
Key West Pub,restaurants,Restaurants,60.1659317,24.9643803,Affordable,4.5,60.166,24.964,60.166_24.964
Le Petit Chaperon Rouge,wine_bars,Wine Bars,60.16901,24.96135,Affordable,4.5,60.169,24.961,60.169_24.961
Linnankellari,restaurants,Restaurants,60.167,24.97055,Not Listed,4.5,60.167,24.971,60.167_24.971
Tervasaaren koirapuisto,pets,Pets,60.1724701,24.9559498,Not Listed,4.0,60.172,24.956,60.172_24.956
West Lake Tea House,tea,Tea Rooms,60.17136,24.9575806,Expensive,4.5,60.171,24.958,60.171_24.958
Zinnkeller,german,German,60.1744034863905,24.9583420690043,Affordable,3.7,60.174,24.958,60.174_24.958
Tove Janssonin puisto,dog_parks,Dog Parks,60.1679724274987,24.9616866108732,Not Listed,3.7,60.168,24.962,60.168_24.962
Ravintola Wellamo,modern_european,Modern European,60.16838,24.96845,Affordable,3.6,60.168,24.968,60.168_24.968
Wanha Satama,professional,Professional Services,60.1655388,24.9674397,Not Listed,3.5,60.166,24.967,60.166_24.967
Sipuli,restaurants,Restaurants,60.168916882128,24.9596941508179,Expensive,3.4,60.169,24.96,60.169_24.96
Furuma Cuisine,chinese,Chinese,60.16664,24.96227,Expensive,3.4,60.167,24.962,60.167_24.962
Eurohostel,restaurants,Restaurants,60.1658131720951,24.9698910741803,Affordable,3.1,60.166,24.97,60.166_24.97
Bastion Deli,salad,Salad,60.1664525095334,24.9661663814674,Not Listed,4.0,60.166,24.966,60.166_24.966
