Yelp Name,Yelp Search,Yelp Category,Latitude,Longitude,Yelp Price,Yelp Rating,Rounded Latitude,Rounded Longitude,ID
Ravintola Pinokkio,restaurants,Restaurants,60.2214394,24.8126392,Most Affordable,3.0,60.221,24.813,60.221_24.813
Hammaslääkärikeskus Helmi,dentists,Dentists,60.2209892,24.8117599,Not Listed,2.5,60.221,24.812,60.221_24.812
Kathmandu Palace,himalayan,Himalayan/Nepalese,60.2222727491811,24.8135110999135,Affordable,4.2,60.222,24.814,60.222_24.814
Harakanpesä,bars,Bars,60.2233112416919,24.812305967189,Affordable,4.0,60.223,24.812,60.223_24.812
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2229385,24.8456402,Most Affordable,3.0,60.223,24.846,60.223_24.846
Teidän Sushi,sushi,Sushi Bars,60.2250563903547,24.8118255418909,Most Affordable,3.7,60.225,24.812,60.225_24.812
Palokaivon koirapuisto,dog_parks,Dog Parks,60.212719,24.798975,Not Listed,4.0,60.213,24.799,60.213_24.799
Gula Villan,scandinavian,Scandinavian,60.1409705850168,24.756875038147,Affordable,4.7,60.141,24.757,60.141_24.757
Cafe Merenneito,restaurants,Restaurants,60.150494788977,24.7553406706207,Affordable,4.8,60.15,24.755,60.15_24.755
Nokkalan Majakka,modern_european,Modern European,60.1482487978944,24.7534334287047,Not Listed,4.0,60.148,24.753,60.148_24.753
Matinkylän koirapuisto,dog_parks,Dog Parks,60.1613998,24.7417202,Not Listed,3.0,60.161,24.742,60.161_24.742
Villa Pentry,restaurants,Restaurants,60.1451607,24.7361393,Not Listed,5.0,60.145,24.736,60.145_24.736
Krouvi Fortuna,divebars,Dive Bars,60.1577606,24.7400093,Not Listed,2.0,60.158,24.74,60.158_24.74
Blue Jay,divebars,Dive Bars,60.2265507,24.8128074,Not Listed,3.7,60.227,24.813,60.227_24.813
Popomama,chinese,Chinese,60.16152,24.7377,Not Listed,5.0,60.162,24.738,60.162_24.738
Viikinkiravintola Harald,scandinavian,Scandinavian,60.1600889120288,24.7381458431482,Not Listed,3.8,60.16,24.738,60.16_24.738
Retro,modern_european,Modern European,60.1615181,24.7376995,Not Listed,3.0,60.162,24.738,60.162_24.738
The Lucky Bastard,burgers,Burgers,60.1610408236697,24.7378606574847,Not Listed,2.5,60.161,24.738,60.161_24.738
Ravintola SiipiWeikot IsoOmena,restaurants,Restaurants,60.16152,24.7377,Affordable,2.5,60.162,24.738,60.162_24.738
Goodwin,scandinavian,Scandinavian,60.16152,24.7377,Not Listed,1.0,60.162,24.738,60.162_24.738
Spice Garden,indpak,Indian,60.22902,24.8136024,Not Listed,4.4,60.229,24.814,60.229_24.814
Wok Up,asianfusion,Asian Fusion,60.1621231,24.7387956,Most Affordable,5.0,60.162,24.739,60.162_24.739
Hammaslääkäri Merikallio Minna,generaldentistry,General Dentistry,60.16151,24.7403799,Not Listed,5.0,60.162,24.74,60.162_24.74
Classic Pizza,pizza,Pizza,60.1615181,24.7376995,Affordable,4.0,60.162,24.738,60.162_24.738
Kirjasto Omena,libraries,Libraries,60.161561119635,24.7378635406494,Not Listed,3.9,60.162,24.738,60.162_24.738
Korean Kitchen,korean,Korean,60.1627951123895,24.7379892072772,Not Listed,4.0,60.163,24.738,60.163_24.738
Haikaranpesä,venues,Venues & Event Spaces,60.1615317036873,24.7648634940977,Expensive,3.6,60.162,24.765,60.162_24.765
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.1615181,24.7376995,Not Listed,4.0,60.162,24.738,60.162_24.738
Decanter Wine Bar & Shop,professional,Professional Services,60.1615181,24.7376995,Expensive,4.0,60.162,24.738,60.162_24.738
Puosun Grilli,foodstands,Food Stands,60.162187184085,24.7397347167134,Not Listed,4.0,60.162,24.74,60.162_24.74
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.1615181,24.7376995,Affordable,4.0,60.162,24.738,60.162_24.738
Sports Academy,sportsbars,Sports Bars,60.1615181,24.7376995,Affordable,3.0,60.162,24.738,60.162_24.738
Salaattiasema,salad,Salad,60.1614943523109,24.7370320253289,Not Listed,3.0,60.161,24.737,60.161_24.737
Decanter,restaurants,Restaurants,60.1615181,24.7376995,Not Listed,3.0,60.162,24.738,60.162_24.738
Ison Omenan Hammaslääkärit,dentists,Dentists,60.1626892,24.7368393,Not Listed,2.0,60.163,24.737,60.163_24.737
Pizzarium,pizza,Pizza,60.1616351657682,24.7375121785607,Not Listed,1.0,60.162,24.738,60.162_24.738
Topparoikan koirapuisto,dog_parks,Dog Parks,60.2294312,24.8190098,Not Listed,3.0,60.229,24.819,60.229_24.819
Niittylounas,buffets,Buffets,60.16452,24.72961,Most Affordable,4.0,60.165,24.73,60.165_24.73
Kotipizza,pizza,Pizza,60.1595383,24.7120609,Not Listed,2.0,60.16,24.712,60.16_24.712
Haukilahden Paviljonki,scandinavian,Scandinavian,60.1551119450184,24.7733545303345,Expensive,3.8,60.155,24.773,60.155_24.773
Ravintola Keilalahden Ranta,buffets,Buffets,60.1768472,24.8327116,Not Listed,5.0,60.177,24.833,60.177_24.833
Ravintola Tapiontori,restaurants,Restaurants,60.1770287,24.8045502,Not Listed,5.0,60.177,24.805,60.177_24.805
Grilli Ribis,bbq,Barbeque,60.17659,24.8017693,Not Listed,5.0,60.177,24.802,60.177_24.802
Tuuliniityn koirapuisto,dog_parks,Dog Parks,60.1714554,24.7994251,Not Listed,5.0,60.171,24.799,60.171_24.799
Tran Tri Dung,vegan,Vegan,60.1757507,24.8009701,Not Listed,5.0,60.176,24.801,60.176_24.801
Kalabaari,seafood,Seafood,60.17659,24.8017693,Not Listed,4.0,60.177,24.802,60.177_24.802
Sumo,"japanese, sushi","Japanese, Sushi Bars",60.1757507,24.8043308,Not Listed,3.7,60.176,24.804,60.176_24.804
Kylä,modern_european,Modern European,60.1766391712164,24.8047194747004,Not Listed,4.0,60.177,24.805,60.177_24.805
Tapiolan hammaslääkäriasema,dentists,Dentists,60.1758461,24.8041039,Not Listed,4.0,60.176,24.804,60.176_24.804
Prithvi Planet,indpak,Indian,60.1627568540029,24.7922480106354,Affordable,4.0,60.163,24.792,60.163_24.792
Suomen Keinojuuriklinikka,generaldentistry,General Dentistry,60.1764908,24.8043594,Not Listed,4.0,60.176,24.804,60.176_24.804
Tempo,salad,Salad,60.175832358695,24.8039531707764,Affordable,3.5,60.176,24.804,60.176_24.804
Fratello,italian,Italian,60.1767099,24.8008082,Not Listed,3.0,60.177,24.801,60.177_24.801
Fransmanni,french,French,60.16959,24.9467201,Expensive,3.0,60.17,24.947,60.17_24.947
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1756592,24.8018208,Most Affordable,3.0,60.176,24.802,60.176_24.802
Bar Oravanhäntä,pubs,Pubs,60.17584,24.79335,Not Listed,3.0,60.176,24.793,60.176_24.793
Ravintola Vihtori,bars,Bars,60.1746712,24.8081493,Not Listed,3.0,60.175,24.808,60.175_24.808
Ravintola Hemingway's,pubs,Pubs,60.17659,24.8017693,Not Listed,3.0,60.177,24.802,60.177_24.802
Picnic,coffee,Coffee & Tea,60.1757813,24.8027191,Not Listed,3.0,60.176,24.803,60.176_24.803
Tapiola Pizza,pizza,Pizza,60.1726112,24.8106308,Not Listed,3.0,60.173,24.811,60.173_24.811
Sherlock,pubs,Pubs,60.17607,24.80074,Not Listed,2.5,60.176,24.801,60.176_24.801
Funky Burger,sportsbars,Sports Bars,60.1760648624514,24.8040697040996,Expensive,1.7,60.176,24.804,60.176_24.804
Fusion Square,buffets,Buffets,60.1764908,24.8043594,Not Listed,2.0,60.176,24.804,60.176_24.804
Da You Life,sushi,Sushi Bars,60.1746712,24.8081493,Not Listed,1.0,60.175,24.808,60.175_24.808
Fafa's Areena,falafel,Falafel,60.17463,24.77994,Not Listed,4.5,60.175,24.78,60.175_24.78
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.176724416803,24.78198301164,Not Listed,3.0,60.177,24.782,60.177_24.782
Hammaslääkäri Mari Peltola,dentists,Dentists,60.17357,24.7281,Not Listed,5.0,60.174,24.728,60.174_24.728
Bar Ohana,bars,Bars,60.17347,24.72545,Most Affordable,4.0,60.173,24.725,60.173_24.725
Davisto,sportsbars,Sports Bars,60.1732245258163,24.7250387711772,Not Listed,4.0,60.173,24.725,60.173_24.725
Vaappuva Ankka,beerbar,Beer Bar,60.17199,24.72529,Most Affordable,4.0,60.172,24.725,60.172_24.725
Road House,mideastern,Middle Eastern,60.1726074,24.7272797,Not Listed,2.5,60.173,24.727,60.173_24.727
Olarin Krouvi,divebars,Dive Bars,60.1719894,24.7252903,Most Affordable,3.0,60.172,24.725,60.172_24.725
Olarin Vanha Mestari,turkish,Turkish,60.1734695,24.7254505,Most Affordable,3.0,60.173,24.725,60.173_24.725
Olarin Kamelit,bars,Bars,60.1720543392929,24.7253751754761,Most Affordable,3.0,60.172,24.725,60.172_24.725
Tony's Corner,indpak,Indian,60.1789253048997,24.8128153913598,Affordable,4.8,60.179,24.813,60.179_24.813
LN-Sushi Art,sushi,Sushi Bars,60.1792297,24.8125305,Not Listed,4.0,60.179,24.813,60.179_24.813
Tiki Bing,bars,Bars,60.1780018,24.8023268,Most Affordable,5.0,60.178,24.802,60.178_24.802
Mount Nepal,himalayan,Himalayan/Nepalese,60.17799,24.8019295,Most Affordable,3.8,60.178,24.802,60.178_24.802
Kilim,turkish,Turkish,60.1787531,24.8110257,Affordable,3.6,60.179,24.811,60.179_24.811
Geronimo,bars,Bars,60.17799,24.8019295,Affordable,3.3,60.178,24.802,60.178_24.802
Tapiolan kirjasto,libraries,Libraries,60.1775611379062,24.8047578334808,Not Listed,3.0,60.178,24.805,60.178_24.805
Tapiolan terveysasema,familydr,Family Practice,60.1785698,24.7979813,Not Listed,3.0,60.179,24.798,60.179_24.798
Olarius,karaoke,Karaoke,60.1757488459471,24.7340100733122,Not Listed,4.0,60.176,24.734,60.176_24.734
Olarin koirapuisto,dog_parks,Dog Parks,60.1773109,24.7409496,Not Listed,4.0,60.177,24.741,60.177_24.741
Bella,restaurants,Restaurants,60.1845207,24.8053493,Affordable,3.5,60.185,24.805,60.185_24.805
Ravintola San Luca,mediterranean,Mediterranean,60.1834602,24.7944393,Affordable,3.0,60.183,24.794,60.183_24.794
Kong Fu Zi,sushi,Sushi Bars,60.242102045627,24.8443660140038,Most Affordable,3.5,60.242,24.844,60.242_24.844
Ilo,indpak,Indian,60.2397921979643,24.8440129682422,Most Affordable,3.0,60.24,24.844,60.24_24.844
Vaahtera,restaurants,Restaurants,60.23983,24.8472805,Not Listed,2.5,60.24,24.847,60.24_24.847
Pitsku City,bars,Bars,60.2349586,24.8467197,Not Listed,2.0,60.235,24.847,60.235_24.847
Palermo,buffets,Buffets,60.23434,24.84332,Not Listed,1.0,60.234,24.843,60.234_24.843
Thai Food,thai,Thai,60.2229919155578,24.8554172564513,Not Listed,4.0,60.223,24.855,60.223_24.855
Ravintola Henrik,bars,Bars,60.2262306,24.85219,Not Listed,3.0,60.226,24.852,60.226_24.852
Pitopalvelu Lady,food,Food,60.1808281,24.8498592,Not Listed,4.0,60.181,24.85,60.181_24.85
Delivo,"coffee, delis","Coffee & Tea, Delis",60.1815780162625,24.8506035434628,Not Listed,3.5,60.182,24.851,60.182_24.851
Old Jerusalem,mideastern,Middle Eastern,60.180787784306,24.8500825177459,Not Listed,3.0,60.181,24.85,60.181_24.85
Ravintola Fat Lizard,brasseries,Brasseries,60.1855191298138,24.8204276699158,Not Listed,4.3,60.186,24.82,60.186_24.82
Kalevan Krouvi,danceclubs,Dance Clubs,60.1640892,24.9279594,Affordable,3.7,60.164,24.928,60.164_24.928
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.1479010678182,24.9251411682941,Not Listed,4.0,60.148,24.925,60.148_24.925
Piece 'n' Love Pizza,pizza,Pizza,60.1480361631419,24.9261790465359,Not Listed,4.0,60.148,24.926,60.148_24.926
Grilli Toro,steak,Steakhouses,60.1874008,24.79669,Affordable,3.1,60.187,24.797,60.187_24.797
Ravintola Han,mediterranean,Mediterranean,60.1874,24.79669,Not Listed,3.0,60.187,24.797,60.187_24.797
Beef House,steak,Steakhouses,60.1875701,24.7970562,Not Listed,1.0,60.188,24.797,60.188_24.797
Kellohalli,restaurants,Restaurants,60.1902503967285,24.9718322753906,Affordable,3.9,60.19,24.972,60.19_24.972
Thai Street Food,thai,Thai,60.1875324615117,24.9644860184184,Not Listed,4.5,60.188,24.964,60.188_24.964
Työväenliikkeen Kirjasto,libraries,Libraries,60.1854706,24.9662094,Not Listed,4.0,60.185,24.966,60.185_24.966
Kahvila-ravintola Palema,modern_european,Modern European,60.18979,24.97252,Not Listed,4.5,60.19,24.973,60.19_24.973
Vallilan kirjasto,libraries,Libraries,60.1923294,24.9625397,Not Listed,3.7,60.192,24.963,60.192_24.963
Bar Loosister,bars,Bars,60.187098,24.9611024,Affordable,3.6,60.187,24.961,60.187_24.961
Alia,buffets,Buffets,60.1813583,24.9941502,Expensive,4.0,60.181,24.994,60.181_24.994
Siltanen,bars,Bars,60.184269,24.9600296,Affordable,3.5,60.184,24.96,60.184_24.96
Iltakoulu,bars,Bars,60.1883799480681,24.9595212936401,Most Affordable,3.5,60.188,24.96,60.188_24.96
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.1875083689417,24.9609177429916,Affordable,3.3,60.188,24.961,60.188_24.961
Pikku-Nepal,himalayan,Himalayan/Nepalese,60.1845779,24.9837379,Not Listed,4.0,60.185,24.984,60.185_24.984
Codle,vietnamese,Vietnamese,60.18635,24.96195,Not Listed,4.0,60.186,24.962,60.186_24.962
Sivuraide,hotdogs,Fast Food,60.1880302,24.9619598,Most Affordable,3.3,60.188,24.962,60.188_24.962
Bar Lepakkomies,bars,Bars,60.1877078773224,24.9596607685089,Affordable,3.2,60.188,24.96,60.188_24.96
Hermannin Pizza Kebab,turkish,Turkish,60.1948586,24.9664707,Affordable,3.2,60.195,24.966,60.195_24.966
Madame Kurvi,italian,Italian,60.18759,24.96348,Affordable,3.2,60.188,24.963,60.188_24.963
Nilgiri,himalayan,Himalayan/Nepalese,60.1883969496794,24.9645128846169,Not Listed,3.7,60.188,24.965,60.188_24.965
Kurvitar,divebars,Dive Bars,60.1883583,24.9627991,Most Affordable,3.0,60.188,24.963,60.188_24.963
Roots Helsinki,yoga,Yoga,60.1955171,24.9608107,Affordable,4.0,60.196,24.961,60.196_24.961
Mimin herkut,foodstands,Food Stands,60.1874412,24.9596879,Most Affordable,4.0,60.187,24.96,60.187_24.96
Brasileira,brazilian,Brazilian,60.1905831594635,24.9782861038714,Not Listed,4.0,60.191,24.978,60.191_24.978
Nepalilainen ravintola Lali Gurans,himalayan,Himalayan/Nepalese,60.19034,24.97531,Most Affordable,4.0,60.19,24.975,60.19_24.975
Eesti Maja,libraries,Libraries,60.1859207,24.9696503,Not Listed,4.0,60.186,24.97,60.186_24.97
Kolme Kaisaa,divebars,Dive Bars,60.1874008,24.9625206,Not Listed,3.0,60.187,24.963,60.187_24.963
Bar Bronco,restaurants,Restaurants,60.1866417,24.9618797,Not Listed,3.3,60.187,24.962,60.187_24.962
Hämeentien Hammaskeskus,dentists,Dentists,60.187439,24.9639797,Not Listed,3.5,60.187,24.964,60.187_24.964
Bambu,asianfusion,Asian Fusion,60.1859767940288,24.9615022647919,Affordable,2.6,60.186,24.962,60.186_24.962
Westminster,pizza,Pizza,60.1965408,24.9618301,Most Affordable,2.8,60.197,24.962,60.197_24.962
Ho's Food,chinese,Chinese,60.1903534,24.9722457,Affordable,2.5,60.19,24.972,60.19_24.972
Ravintola Lämpö,restaurants,Restaurants,60.1842194,24.9754009,Not Listed,2.8,60.184,24.975,60.184_24.975
Luckiefun's Restaurant,sushi,Sushi Bars,60.1868012,24.9659969,Not Listed,3.0,60.187,24.966,60.187_24.966
Grillsson,steak,Steakhouses,60.1858071,24.9614414,Expensive,3.0,60.186,24.961,60.186_24.961
Cafelito Cafe & Deli,coffee,Coffee & Tea,60.1870990565341,24.9590145102328,Not Listed,4.5,60.187,24.959,60.187_24.959
Ravintola Tanner,restaurants,Restaurants,60.1832526388696,24.9590720053514,Not Listed,4.5,60.183,24.959,60.183_24.959
Pengerpuisto,dog_parks,Dog Parks,60.1853652415118,24.9581578790346,Not Listed,3.7,60.185,24.958,60.185_24.958
Sir Oliver,restaurants,Restaurants,60.1819,24.9569607,Affordable,3.6,60.182,24.957,60.182_24.957
Cafe Pequeño,soup,Soup,60.1884747,24.9588095,Most Affordable,4.0,60.188,24.959,60.188_24.959
Bar Mucava,lounges,Lounges,60.1836586,24.9581699,Most Affordable,3.5,60.184,24.958,60.184_24.958
Ravintolalaiva Wäiski,restaurants,Restaurants,60.1788483,24.9583206,Not Listed,3.4,60.179,24.958,60.179_24.958
Hilpeä Hauki,bars,Bars,60.1886292,24.9597397,Expensive,3.4,60.189,24.96,60.189_24.96
Kultapalmu,pubs,Pubs,60.1882594922008,24.9588048903519,Most Affordable,3.2,60.188,24.959,60.188_24.959
MAUKAS,breakfast_brunch,Breakfast & Brunch,60.1828465,24.8280796,Most Affordable,4.5,60.183,24.828,60.183_24.828
Lukupuron koirapuisto,dog_parks,Dog Parks,60.1817709013596,24.7625178622328,Not Listed,5.0,60.182,24.763,60.182_24.763
Deliroom Ukkohauki,salad,Salad,60.1708261146305,24.7637309761944,Not Listed,4.0,60.171,24.764,60.171_24.764
Dipoli Kokous- ja Kongressipalvelut,venues,Venues & Event Spaces,60.1850123138,24.832028622549,Not Listed,4.7,60.185,24.832,60.185_24.832
X-Burger,burgers,Burgers,60.1836205,24.8313007,Most Affordable,4.3,60.184,24.831,60.184_24.831
Täffä,restaurants,Restaurants,60.1861,24.8330708,Most Affordable,4.0,60.186,24.833,60.186_24.833
Calori,restaurants,Restaurants,60.1824396500392,24.8318433288314,Most Affordable,4.0,60.182,24.832,60.182_24.832
Let's play | Amica,restaurants,Restaurants,60.178475346532,24.8357256129384,Not Listed,2.5,60.178,24.836,60.178_24.836
Kipsari,vegetarian,Vegetarian,60.18902,24.83316,Most Affordable,4.3,60.189,24.833,60.189_24.833
Add Café,coffee,Coffee & Tea,60.1890477,24.8258047,Not Listed,5.0,60.189,24.826,60.189_24.826
Vuotalo,libraries,Libraries,60.2086792,25.1438808,Not Listed,4.5,60.209,25.144,60.209_25.144
Vuosaaren Urheilutalo,swimmingpools,Swimming Pools,60.208889,25.1413803,Not Listed,4.5,60.209,25.141,60.209_25.141
Royal Pokhara,himalayan,Himalayan/Nepalese,60.2014060310658,25.1496669883719,Affordable,4.0,60.201,25.15,60.201_25.15
Hansini,pizza,Pizza,60.2050591,25.1585503,Most Affordable,4.0,60.205,25.159,60.205_25.159
Uutelan koirapuisto,dog_parks,Dog Parks,60.2010803,25.1712093,Not Listed,4.0,60.201,25.171,60.201_25.171
Olutravintola Solmu,pubs,Pubs,60.2013016,25.1493206,Affordable,4.0,60.201,25.149,60.201_25.149
Loisto,divebars,Dive Bars,60.20134,25.15153,Affordable,3.3,60.201,25.152,60.201_25.152
Vuo,kebab,Kebab,60.2101784,25.1435299,Most Affordable,2.6,60.21,25.144,60.21_25.144
Vuosaaren kirjasto,libraries,Libraries,60.2083864175454,25.1431131362915,Not Listed,2.7,60.208,25.143,60.208_25.143
Ciao! Caffé,"icecream, italian","Ice Cream & Frozen Yogurt, Italian",60.2070324199017,25.1462459564209,Not Listed,3.0,60.207,25.146,60.207_25.146
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.2060509,25.1344109,Affordable,3.0,60.206,25.134,60.206_25.134
Väylä,comfortfood,Comfort Food,60.2082291,25.1738892,Not Listed,3.0,60.208,25.174,60.208_25.174
Fregatti,scandinavian,Scandinavian,60.2066067112307,25.1454768214479,Affordable,1.5,60.207,25.145,60.207_25.145
Chico's,tradamerican,American,60.208047594064,25.1441804837195,Affordable,2.0,60.208,25.144,60.208_25.144
Ravintola New Light,indpak,Indian,60.2049713,25.1366806,Not Listed,4.0,60.205,25.137,60.205_25.137
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.2056313,25.1351604,Most Affordable,2.7,60.206,25.135,60.206_25.135
Vuosaaren koirapuisto,dog_parks,Dog Parks,60.2122498,25.1372604,Not Listed,3.0,60.212,25.137,60.212_25.137
Cafe m/s Otto,pubs,Pubs,60.2031708,25.1263809,Affordable,2.0,60.203,25.126,60.203_25.126
Rastilan Kartano,restaurants,Restaurants,60.2068329,25.1205654,Not Listed,4.0,60.207,25.121,60.207_25.121
Pikku-Pelikaani,divebars,Dive Bars,60.2041206,25.11866,Affordable,3.5,60.204,25.119,60.204_25.119
Southland,chinese,Chinese,60.2038546,25.1170445,Most Affordable,4.0,60.204,25.117,60.204_25.117
Rastila Express Pizzeria,pizza,Pizza,60.2041206,25.11866,Not Listed,3.3,60.204,25.119,60.204_25.119
Hampuris,"hotdogs, burgers","Fast Food, Burgers",60.2070808,25.1019306,Not Listed,3.3,60.207,25.102,60.207_25.102
Puotilan Kartano,restaurants,Restaurants,60.2119789,25.1068897,Expensive,3.0,60.212,25.107,60.212_25.107
Vartiokylänlahti,recreation,Recreation Centers,60.2170792,25.1183491,Not Listed,3.8,60.217,25.118,60.217_25.118
Vuosaaren Kebab ja Pizzeria,pizza,Pizza,60.2214012,25.1387901,Most Affordable,3.3,60.221,25.139,60.221_25.139
Ravintola Hang Out 10,pubs,Pubs,60.2214012,25.1387901,Affordable,3.0,60.221,25.139,60.221_25.139
Pub Cheers,danceclubs,Dance Clubs,60.2214012,25.1387901,Affordable,2.7,60.221,25.139,60.221_25.139
Eiranrannan koirapuisto,dog_parks,Dog Parks,60.1546097,24.9376106,Not Listed,3.5,60.155,24.938,60.155_24.938
The Dockyard,burgers,Burgers,60.15657,24.93036,Not Listed,2.5,60.157,24.93,60.157_24.93
Ristorante Dei Piselli,restaurants,Restaurants,60.1565704,24.9303608,Not Listed,2.0,60.157,24.93,60.157_24.93
Pikkulintu,beerbar,Beer Bar,60.21282,25.09621,Affordable,4.6,60.213,25.096,60.213_25.096
Comviet,vietnamese,Vietnamese,60.2128181,25.0962105,Affordable,3.0,60.213,25.096,60.213_25.096
Puotilan Pizzeria,kebab,Kebab,60.2128181,25.0962105,Most Affordable,3.0,60.213,25.096,60.213_25.096
The Chili's,bars,Bars,60.195583879752,24.765694047397,Most Affordable,4.5,60.196,24.766,60.196_24.766
Yoga Nordic,pilates,Pilates,60.1944562,24.7685477,Not Listed,4.0,60.194,24.769,60.194_24.769
Pizza Taxi,pizza,Pizza,60.1948586,24.7667294,Not Listed,3.0,60.195,24.767,60.195_24.767
Apéro,french,French,60.1642953,24.9295536,Affordable,3.8,60.164,24.93,60.164_24.93
Shubha Kamana,himalayan,Himalayan/Nepalese,60.1607018,24.9298306,Expensive,3.4,60.161,24.93,60.161_24.93
Asia 1,chinese,Chinese,60.1607018,24.9298306,Not Listed,4.0,60.161,24.93,60.161_24.93
Hemingway's,"pubs, divebars, bars","Pubs, Dive Bars, Bars",60.16224,24.92862,Affordable,3.3,60.162,24.929,60.162_24.929
Tokyo Street Helsinki,japanese,Japanese,60.1630185819078,24.9292844161391,Not Listed,4.0,60.163,24.929,60.163_24.929
Le Marche,salad,Salad,60.1626359240704,24.9300571391202,Not Listed,4.0,60.163,24.93,60.163_24.93
Stadin Herkut,gourmet,Specialty Food,60.1629525245835,24.929685741663,Not Listed,4.0,60.163,24.93,60.163_24.93
Hampton Bay,seafood,Seafood,60.1607352699729,24.9291829930338,Not Listed,4.0,60.161,24.929,60.161_24.929
Petiscaria,modern_european,Modern European,60.1630598478584,24.9293671501159,Not Listed,4.0,60.163,24.929,60.163_24.929
Soppakeittiö,soup,Soup,60.163171,24.929242,Most Affordable,4.0,60.163,24.929,60.163_24.929
Ravintola Provinssi,pubs,Pubs,60.23781,25.11702,Not Listed,4.0,60.238,25.117,60.238_25.117
Il Treno,divebars,Dive Bars,60.2386589,25.1107197,Not Listed,3.0,60.239,25.111,60.239_25.111
Lännen Kulta,bars,Bars,60.2426186,25.1115608,Not Listed,3.0,60.243,25.112,60.243_25.112
Antep Pizza Kebab,pizza,Pizza,60.2432213,25.1108208,Not Listed,3.0,60.243,25.111,60.243_25.111
Ravintola Länkkäri,bars,Bars,60.2426186,25.1115608,Not Listed,2.0,60.243,25.112,60.243_25.112
Ravintola Bluebell,buffets,Buffets,60.2050209,24.7787209,Not Listed,4.0,60.205,24.779,60.205_24.779
African Pots,african,African,60.1975023751287,24.9504869069153,Most Affordable,4.2,60.198,24.95,60.198_24.95
Pasilan kirjasto,libraries,Libraries,60.20084,24.9358101,Not Listed,4.1,60.201,24.936,60.201_24.936
Yle,libraries,Libraries,60.2027817,24.9239998,Not Listed,3.9,60.203,24.924,60.203_24.924
Savor,buffets,Buffets,60.1971250215486,24.9479781822373,Most Affordable,4.5,60.197,24.948,60.197_24.948
Kahvihuone,vietnamese,Vietnamese,60.1908079818892,24.9485151665915,Not Listed,4.5,60.191,24.949,60.191_24.949
Cheng Long,chinese,Chinese,60.1948487,24.9556584,Most Affordable,3.7,60.195,24.956,60.195_24.956
Mala,sushi,Sushi Bars,60.1990395,24.937851,Affordable,3.5,60.199,24.938,60.199_24.938
South China,chinese,Chinese,60.2006607,24.9346504,Not Listed,3.2,60.201,24.935,60.201_24.935
Factory Bistro Vallila,bistros,Bistros,60.196677432164,24.9474621138246,Not Listed,4.0,60.197,24.947,60.197_24.947
Thai-Asia Take-Away,restaurants,Restaurants,60.19841,24.9410801,Most Affordable,4.0,60.198,24.941,60.198_24.941
Helsingin Kaupunginkirjasto,libraries,Libraries,60.200751688915,24.9361187552577,Not Listed,4.0,60.201,24.936,60.201_24.936
Natha,yoga,Yoga,60.1970406,24.9499092,Not Listed,4.0,60.197,24.95,60.197_24.95
Everest,himalayan,Himalayan/Nepalese,60.1953392,24.9472103,Not Listed,4.0,60.195,24.947,60.195_24.947
Terra Nova Brasserie,french,French,60.202,24.93673,Not Listed,4.0,60.202,24.937,60.202_24.937
Ravintola Musta Härkä,sportsbars,Sports Bars,60.19661,24.95096,Affordable,2.8,60.197,24.951,60.197_24.951
Ravintola 91.1,restaurants,Restaurants,60.1964798,24.9442902,Most Affordable,3.3,60.196,24.944,60.196_24.944
Factory,"steak, breakfast_brunch, scandinavian","Steakhouses, Breakfast & Brunch, Scandinavian",60.1963806,24.9420109,Most Affordable,2.8,60.196,24.942,60.196_24.942
Sture 21,musicvenues,Music Venues,60.1922277,24.9525574,Not Listed,3.5,60.192,24.953,60.192_24.953
Kultainen Kulaus,pubs,Pubs,60.1911316,24.9469109,Not Listed,2.7,60.191,24.947,60.191_24.947
Alppilan Huone,vietnamese,Vietnamese,60.19113,24.94691,Not Listed,3.0,60.191,24.947,60.191_24.947
Piccolo Pizza,pizza,Pizza,60.1986809,24.9335194,Most Affordable,3.0,60.199,24.934,60.199_24.934
Golden Rice Bowl,chinese,Chinese,60.1907387,24.9445,Not Listed,2.7,60.191,24.944,60.191_24.944
Brahen koirapuisto,dog_parks,Dog Parks,60.1898499,24.9492493,Not Listed,3.0,60.19,24.949,60.19_24.949
Amica Ravintolat Akavatalo,restaurants,Restaurants,60.2009811,24.9369907,Not Listed,3.0,60.201,24.937,60.201_24.937
Vallilan koirapuisto,dog_parks,Dog Parks,60.1926613,24.9550209,Not Listed,3.0,60.193,24.955,60.193_24.955
Reitti 2000,mountainbiking,Mountain Biking,60.1916924,24.924078,Not Listed,3.0,60.192,24.924,60.192_24.924
Haaga-Helia,collegeuniv,Colleges & Universities,60.2015991,24.9337406,Not Listed,3.0,60.202,24.934,60.202_24.934
Haaga-Helian kirjasto,libraries,Libraries,60.2015991,24.9337406,Not Listed,3.0,60.202,24.934,60.202_24.934
