Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Description
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,435,0.9815886460623303,2.0,9.1,
Kaffa Roastery,13034,Café,60.158463,24.934133,939,0.992038988749515,2.0,9.0,
Daddy Greens Pizzabar - Iso Roobertinkatu,13064,Pizzeria,60.16284,24.940647,984,0.9811279581016423,1.0,8.8,"Daddy Greens Pizzabar is a pizzeria in Töölö and Iso Roba, Helsinki. We specialize in a unique NYC-Neapolitan style pizza with chewy, crispy, tangy and charred crust."
Ravintola Skiffer,13064,Pizzeria,60.152901,24.946306,354,0.9677014019431269,2.0,8.7,
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,979,0.9820493340230182,2.0,8.6,Autenttinen maalaisranskalainen keittiö ja tunnelma sekä läsnäoleva ja yksilöllinen palvelu tekevät Kaartin kaupunginosassa sijaitsevasta Pastiksesta unohtumattoman kokemuksen. Pieni pala Pariisia Helsingin kiinnostavimmalla ravintolakadulla.
Restaurant Elm,13065,Restaurant,60.156974,24.952636,217,0.9895173283331178,,8.6,
Café Succès,13034,Café,60.159946,24.946425,548,0.9909963791542739,1.0,8.5,Leivonnaisistaan ja erityisesti korvapuusteistaan tunnettu kahvila ja leipomo Helsingin Ullanlinnassa Korkeavuorenkadulla.
BasBas Kulma,13065,Restaurant,60.158246,24.934388,935,0.9713646062330273,,8.4,
Kanniston Leipomo myymälä,13002,Bakery,60.159244,24.936898,855,0.984514418724945,1.0,8.4,
Mattolaituri,13025,Wine Bar,60.153817,24.95591,356,0.9713241950084055,4.0,8.2,
Boneless Ullanlinna,13055,Fried Chicken Joint,60.159167,24.94489,514,0.9737973619552567,1.0,8.2,
Pontus,13027,Bistro,60.159031,24.946071,466,0.9778708133971292,,8.2,Ullanlinnalainen korttelibistro ja viinibaari.
Ravintola Maxill,13148,French Restaurant,60.160412,24.94631,599,0.9716636492952282,2.0,8.1,"Ravintolamme. Vuonna 1992 perustettu Maxill tunnetaan ravintolana, jonka leppoisa ilmapiiri on sekä keittiön että uskollisen asiakas­kunnan ansiota. Lounas tarjotaan arkisin klo 11.30-16.00."
Punavuoren Ahven,13006,Beer Bar,60.160976,24.937724,931,0.9957568214147161,2.0,8.1,"Punavuoren Ahven on kaunis ja lämminhenkinen olutravintola Rööperin sydämessä. Ravintolassa on laaja olut- ja siiderivalikoima sekä 28 hengen kabinetti, jossa on myös ruokailumahdollisuus palaverien ja juhlien yhteydessä."
Ravintola,13034,Café,60.15308,24.952519,285,0.9830111211690159,2.0,8.0,"Tunnelmallinen ravintola Helsingin edustalla. Ravintola Uunisaari tarjoaa mitä parhaimmat puitteet juhliin, yritystilaisuuksiin, kokouksiin ja saunailtoihin. Vanhat punatiiliseinät luovat lämpimän ja juhlallisen tunnelman..."
Restaurant Manna,13289,Korean Restaurant,60.160486,24.939111,837,0.9480069184016553,2.0,8.0,
Forza,13064,Pizzeria,60.158477,24.933881,970,0.9847892150523729,1.0,8.0,
Ravintola NJK,13065,Restaurant,60.161257,24.964016,999,0.9458408767619294,,8.0,
Cafe Compass,13034,Café,60.155124,24.951613,78,0.980198499935342,1.0,7.9,
Sea Horse,13336,Scandinavian Restaurant,60.158641,24.946546,415,0.9807076813655761,2.0,7.8,Suomalaista ruokaa ja kulttuuria vuodesta 1934.
Kahvila-Suomi (Kamome),13034,Café,60.159571,24.938757,788,0.9727870813397129,2.0,7.6,"Kamome is a small restaurant of about 45 seats in the Design district of Helsinki, where we present a Japanese and Nordic mixture in food & style, so both culinary and in the interior. Original Japanese and traditional North European dishes and drinks, a simple pleasant decor and nice dishware."
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,742,0.9822998836156731,1.0,7.6,"Skiffer Viiskulma on ketjun lippulaivaravintola missä yhdistyy Skiffer -konseptin kolme osa-aluetta: ruokaravintola Skiffer, sen yhteydessä Skiffer Navigation Lounge mikä on rento hengähdyspaikka sohvaryhmineen ja nojatuoleineen."
Ravintola Monal,13072,Asian Restaurant,60.163079,24.941937,970,0.9651736066209751,,7.5,
Goldfish,13009,Cocktail Bar,60.162534,24.946662,817,0.9789457519720678,3.0,7.5,
Café Ursula,13034,Café,60.155223,24.960745,577,0.9961770981507824,3.0,7.3,"Café Ursula on suosittu olohuone kaupunkilaisille ja turisteille. Rauhoittuminen kaupungin huumasta on mahdollista aivan keskustan tuntumassa. Tarjoilemme laajan valikoiman suolaisia ja makeita herkkuja, kotimaisia makuja tarjoavan lounaan, sunnuntaibrunssin sekä valikoiman kahveja ja teetä."
Café Carusel,13034,Café,60.153769,24.942543,465,0.996977240398293,2.0,7.1,"Talo meren rannalla. Carusel on koko perheen kahvila ja leipomo meren syleilyssä aivan Helsingin keskustan kupeessa. Vuodesta 1996 perheyrityksemme on yhdistänyt laadukkaita raaka-aineita, vihreitä arvoja ja kodikasta tunnelmaa."
Ravintola Saari,13336,Scandinavian Restaurant,60.152076,24.942346,574,0.936530130609078,3.0,6.9,
Old Skipper's,10032,Night Club,60.160484,24.941596,749,0.9731831113410061,3.0,6.9,
Kaivohuone,13003,Bar,60.157545,24.95589,390,0.9795438380964697,3.0,6.5,
Karaoke Nightclub Club Swengi,13015,Karaoke Bar,60.16347,24.943154,979,0.9862763481184533,2.0,5.5,
Merimies Pub,13010,Dive Bar,60.160586,24.938199,883,0.9534462692357429,1.0,5.0,
HSL 1177 Eira,19042,Bus Station,60.155865,24.942475,435,0.9887010215957585,,,
Ravintola HSS Paviljong,13065,Restaurant,60.151297,24.948369,468,0.9565660157765421,,,
Colas Pizzeria,13064,Pizzeria,60.157401,24.941848,517,0.3587546877020561,1.0,,
Kaivopuiston Hammaslääkäriasema Oy,15007,Dentist,60.160546,24.955174,632,0.9504396741238846,,,
Kasarmin Kilta ry,11130,Office Building,60.161767,24.947822,720,0.980796586059744,,,
Viiskulma,13006,Beer Bar,60.160689,24.942361,733,0.9846679813785076,,,
Momo Punavuori,13137,Dumpling Restaurant,60.160032,24.939921,755,0.5833279451700505,1.0,,
Momo House,13137,Dumpling Restaurant,60.159907,24.939928,761,0.9683903401008664,1.0,,
Eppu’s Cheesesteaks,13334,Sandwich Spot,60.160529,24.940638,781,0.9781375274796328,1.0,,
Via Tribunali,13064,Pizzeria,60.159192,24.93775,811,0.9714858399068925,1.0,,
Georgian Kitchen,13098,Caucasian Restaurant,60.16043,24.939065,835,0.9738539376697272,,,
Fredan Murkina,10000,Arts and Entertainment,60.161528,24.940663,864,0.31051176774860983,1.0,,
Paviljonki,13065,Restaurant,60.164079,24.949523,965,0.4095111858269753,,,
Fly AF Bar,13011,Gay Bar,60.16313785174027,24.941856265068054,978,0.960857687831372,2.0,,
Nisu-Aitta Oy,13065,Restaurant,60.157503,24.956055,394,,,,
Oy Despilio Ltd,13065,Restaurant,60.159562,24.947005,497,,,,
Rikhardinkadun kirjasto,12080,Library,60.166242,24.946327,802,0.9814512478986164,,9.2,Rikhardinkadun kirjasto on osa Helsingin kaupunginkirjastoa ja HelMet-kirjastoa.
Johan & Nyström OY,13034,Café,60.168948,24.960192,909,0.9867370360791413,3.0,9.1,
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,654,0.9815886460623303,2.0,9.1,
Pompier ESPA,13148,French Restaurant,60.166947,24.949194,781,0.9934048881417302,3.0,9.0,
Majakkalaiva Relandersgrund,13003,Bar,60.169397,24.958969,944,0.9775717703349283,,8.8,
Ravintola Olo,13311,Molecular Gastronomy Restaurant,60.168252,24.954943,809,0.9911176128281391,3.0,8.7,Olo is a modern Nordic gourmet cuisine restaurant at the heart of Helsinki.
Allas Sea Pool,13065,Restaurant,60.167131,24.958001,687,0.9989897193844562,,8.6,"Allas Sea Pool brings pools, saunas, restaurant, wellness and culture services for the travellers and citizens of Helsinki by the sea in the heart of Finland's capital. Terrace is open now, pools and saunas open in August."
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,585,0.9820493340230182,2.0,8.6,Autenttinen maalaisranskalainen keittiö ja tunnelma sekä läsnäoleva ja yksilöllinen palvelu tekevät Kaartin kaupunginosassa sijaitsevasta Pastiksesta unohtumattoman kokemuksen. Pieni pala Pariisia Helsingin kiinnostavimmalla ravintolakadulla.
Restaurant Elm,13065,Restaurant,60.156974,24.952636,491,0.9895173283331178,,8.6,
Salutorget,13336,Scandinavian Restaurant,60.168006,24.951856,816,0.9924915944652787,3.0,8.6,Ravintola Salutorget on skandinaavinen bistro Brofeltin talossa Sarvikuonon korttelissa Helsingin sydämessä.
Pizzeria Via Tribunali,13064,Pizzeria,60.168472,24.951741,867,0.9889030777188672,2.0,8.5,
El Fant,13025,Wine Bar,60.16875,24.953661,873,0.9773050562524247,1.0,8.5,"Heavenly coffee, quality wines, mouthwatering breakfasts, high five lunches. And THE brunch."
Café Succès,13034,Café,60.159946,24.946425,558,0.9909963791542739,1.0,8.5,Leivonnaisistaan ja erityisesti korvapuusteistaan tunnettu kahvila ja leipomo Helsingin Ullanlinnassa Korkeavuorenkadulla.
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,959,0.9872947109789215,3.0,8.4,"Upealla paikalla Bulevardin ja Yrjönkadun kulmassa sijaitsevassa ravintolassamme modernit maut yhdistyvät rohkeasti Japanin, Korean ja Pohjois-Kiinan perinteisiin aromeihin."
Robert's Coffee Jugend,13034,Café,60.168094,24.950734,846,0.9927825552825553,1.0,8.4,
Shelter,13139,Eastern European Restaurant,60.169033,24.959863,914,0.9689722617354196,,8.4,"Moderni eurooppalainen ravintola Helsingissä. Shelter tuo yhteen hyvän ruoan ja juoman ystävät Katajanokan rannassa sijaitsevan makasiinirakennuksen suojiin. Ravintolassamme uskomme käsityöhön, aitoon asiakaspalveluun ja yhdessä tekemiseen. Loose lips sink ships!..."
Ravintola Sipuli,13065,Restaurant,60.169001,24.961031,926,0.9710898099055993,,8.3,Vuodesta 2002 Ravintola Nokka on tarjoillut korkealaatuista ruokaa kotimaisia raaka-aineita vaalien.
Mattolaituri,13025,Wine Bar,60.153817,24.95591,798,0.9713241950084055,4.0,8.2,
Ravintola Kappeli,13034,Café,60.167332,24.950306,777,0.9982623173412647,2.0,8.2,"Esplanadin helmi – tarinaa jo vuodesta 1867. Kappelin vetovoimalla on pitkät perinteet. Espan puiston kauneus, lasiverannan avaruus, rakennuksen arvokas olemus ja moderni keittiö ovat valmiina tämän päivän asiakkaille. Kappelin salissa on tunnelmaa pariskunnille ja puitteet suuremmille seurueille."
Pontus,13027,Bistro,60.159031,24.946071,606,0.9778708133971292,,8.2,Ullanlinnalainen korttelibistro ja viinibaari.
Fazer Café,10000,Arts and Entertainment,60.168645,24.947804,971,0.9979147808095177,3.0,8.1,"Karl Fazer Café on modernin klassinen kahvila, jossa voit kokea makuelämyksellisen aamiaisen, lounaan tai kahvihetken. Karl Fazer Café on Kluuvikadulla, Helsingin sydämessä on ollut jo vuodesta 1891. Se on enemmän kuin kahvila; se on myös pyörryttävän ihana herkkukauppa..."
Krog Roba,13336,Scandinavian Restaurant,60.164579,24.947447,630,0.9711948790896159,2.0,8.1,
Bier-Bier,13006,Beer Bar,60.165645,24.944344,838,0.9941080434501487,,8.1,Beer bar with great atmosphere in the heart of Helsinki.
Black Door,13006,Beer Bar,60.164177,24.943535,789,0.995546683046683,2.0,8.0,"Tervetuloa englantilaisen pubikulttuurin helmeen. Meiltä löydät aina lämmintä pubitunnelmaa, sekä maittavia oluita. Life is too short to drink bad beer."
Lilla E,13009,Cocktail Bar,60.164345,24.947055,631,0.9810633001422475,3.0,8.0,"Lilla e. on konsepti, jossa tutut normit haastetaan ja jossa cocktailiin yhdistyy luovuus ja pohjoismainen positiivinen hulluus."
Ravintola NJK,13065,Restaurant,60.161257,24.964016,427,0.9458408767619294,,8.0,
Pub Ludvig,13018,Pub,60.165988,24.94562,809,0.9925158412000518,1.0,7.9,
Cafe Compass,13034,Café,60.155124,24.951613,702,0.980198499935342,1.0,7.9,
Istanbul Grilli,13356,Turkish Restaurant,60.163061,24.939137,976,0.9857752489331437,2.0,7.8,
Strindberg,13027,Bistro,60.167909,24.946105,952,0.9898891115996379,3.0,7.7,
Bardot,13027,Bistro,60.168216,24.94765,933,0.9817260442260443,,7.7,
Ristorante Vaelsa,13025,Wine Bar,60.168402,24.953971,832,0.984304280356912,2.0,7.7,"Taverna Vaelsa, Helsinki - Mangia bene, vivi meglio! Syö hyvin, niin voit paremmin!. Sydän Italiassa, koti HelsingissäVaelsan keittiö yhdistää lähiruokaa ja klassisia italialaisia herkkuja modernilla otteella. Mangia bene, vivi meglio! Syö hyvin, niin voit paremmin, on Paolan motto..."
Alexanderplats,13152,Brasserie,60.166511,24.944757,884,0.9749935342040605,,7.6,
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,815,0.9822998836156731,1.0,7.6,"Skiffer Viiskulma on ketjun lippulaivaravintola missä yhdistyy Skiffer -konseptin kolme osa-aluetta: ruokaravintola Skiffer, sen yhteydessä Skiffer Navigation Lounge mikä on rento hengähdyspaikka sohvaryhmineen ja nojatuoleineen."
Ravintola Savotta,13336,Scandinavian Restaurant,60.168892,24.952584,900,0.9941807836544678,2.0,7.5,
Holiday Bar,13003,Bar,60.168948,24.960192,909,0.9515146126988232,2.0,7.4,
Bryggeri Helsinki,13006,Beer Bar,60.168104,24.951737,828,0.9885151299624984,3.0,7.4,
Ravintola Bronda,13139,Eastern European Restaurant,60.16687,24.94545,886,0.9801661709556446,3.0,7.4,"Brondassa matkaamme modernin brasserieruoan ääreen, keskelle Espanjan, Italian ja Ranskan makumaailmaa. Keittiömme taidonnäytteet lautasilla, Bar Brondan leikittelevät, käsityönä valmistetut cocktailit laseissa ja viikonloppuisin levyjä pyörittävät DJ:t tarjoavat elämyksellisiä hetkiä."
Block by Dylan,13030,Buffet,60.166818,24.952172,685,0.9833263287210655,,7.3,
Café Ursula,13034,Café,60.155223,24.960745,687,0.9961770981507824,3.0,7.3,"Café Ursula on suosittu olohuone kaupunkilaisille ja turisteille. Rauhoittuminen kaupungin huumasta on mahdollista aivan keskustan tuntumassa. Tarjoilemme laajan valikoiman suolaisia ja makeita herkkuja, kotimaisia makuja tarjoavan lounaan, sunnuntaibrunssin sekä valikoiman kahveja ja teetä."
The Cock,13003,Bar,60.165521,24.949913,611,0.9903659640501746,3.0,7.3,"Eatery, rotisserie ja baari. Hyvää ruokaa ja juomaa aamusta pitkälle yöhön. Rotisseriessa paistuu The Cockin kananpoika. Menussa on aina sesongin kasvisruokia, tuoreita ostereita ja hyvä pihvi. Baarista cocktaileja, käsityöläisoluita ja talon omia limonadeja. Alkuviinejä saat alakerrasta."
Sky Wheel Helsinki,10001,Amusement Park,60.166793,24.959315,664,0.9935584507952929,,7.3,Finland's biggest Ferris Wheel!
Dragon Phoenix,13102,Cantonese Restaurant,60.165874,24.952192,587,0.9531553084184663,1.0,7.3,
Version,13068,American Restaurant,60.164962,24.951044,527,0.9898082891503944,2.0,7.1,
The Riff,13003,Bar,60.164177,24.943535,787,0.9904144575197207,2.0,7.1,"Cold beer, fresh and professional cocktails, specialty coffees; a rock n' roll bar with no limits!"
Wallis,13015,Karaoke Bar,60.16901,24.960342,917,0.972027350316824,2.0,6.9,
Pjazza,10040,Jazz and Blues Venue,60.16564,24.941754,955,0.981006724427777,2.0,6.8,
Café Engel,13034,Café,60.168924,24.951416,921,0.9939383163067373,2.0,6.8,
Kaivohuone,13003,Bar,60.157545,24.95589,384,0.9795438380964697,3.0,6.5,
Sköne,13016,Lounge,60.168997,24.960133,913,0.9607526186473555,2.0,6.4,"Katajanokan uniikki, tyylikäs olohuone. Laadukkaita juomia joka lähtöön!"
Rikhardinkadun kirjasto,12080,Library,60.166242,24.946327,897,0.9814512478986164,,9.2,Rikhardinkadun kirjasto on osa Helsingin kaupunginkirjastoa ja HelMet-kirjastoa.
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,51,0.9815886460623303,2.0,9.1,
Kaffa Roastery,13034,Café,60.158463,24.934133,582,0.992038988749515,2.0,9.0,
Levant,13309,Middle Eastern Restaurant,60.164244,24.93623,825,0.9923865252812621,2.0,9.0,
Ravintola Pompier,13065,Restaurant,60.164831,24.933033,986,0.9862036079141342,2.0,8.9,
Birgitta Hernesaari,13034,Café,60.153736,24.931977,869,0.9942050303892409,2.0,8.8,
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,677,0.9820493340230182,2.0,8.6,Autenttinen maalaisranskalainen keittiö ja tunnelma sekä läsnäoleva ja yksilöllinen palvelu tekevät Kaartin kaupunginosassa sijaitsevasta Pastiksesta unohtumattoman kokemuksen. Pieni pala Pariisia Helsingin kiinnostavimmalla ravintolakadulla.
Restaurant Elm,13065,Restaurant,60.156974,24.952636,448,0.9895173283331178,,8.6,
Olutravintola Pikkulintu,13006,Beer Bar,60.165956,24.936742,972,0.9952314754946334,,8.5,
Café Succès,13034,Café,60.159946,24.946425,211,0.9909963791542739,1.0,8.5,Leivonnaisistaan ja erityisesti korvapuusteistaan tunnettu kahvila ja leipomo Helsingin Ullanlinnassa Korkeavuorenkadulla.
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,877,0.9872947109789215,3.0,8.4,"Upealla paikalla Bulevardin ja Yrjönkadun kulmassa sijaitsevassa ravintolassamme modernit maut yhdistyvät rohkeasti Japanin, Korean ja Pohjois-Kiinan perinteisiin aromeihin."
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,991,0.989153627311522,3.0,8.4,
BasBas Kulma,13065,Restaurant,60.158246,24.934388,581,0.9713646062330273,,8.4,
Taqueria El Rey,13303,Mexican Restaurant,60.166308,24.937329,993,0.9844093495409285,1.0,8.4,
Mattolaituri,13025,Wine Bar,60.153817,24.95591,779,0.9713241950084055,4.0,8.2,
Pontus,13027,Bistro,60.159031,24.946071,112,0.9778708133971292,,8.2,Ullanlinnalainen korttelibistro ja viinibaari.
Krog Roba,13336,Scandinavian Restaurant,60.164579,24.947447,722,0.9711948790896159,2.0,8.1,
Bier-Bier,13006,Beer Bar,60.165645,24.944344,827,0.9941080434501487,,8.1,Beer bar with great atmosphere in the heart of Helsinki.
Punavuoren Ahven,13006,Beer Bar,60.160976,24.937724,502,0.9957568214147161,2.0,8.1,"Punavuoren Ahven on kaunis ja lämminhenkinen olutravintola Rööperin sydämessä. Ravintolassa on laaja olut- ja siiderivalikoima sekä 28 hengen kabinetti, jossa on myös ruokailumahdollisuus palaverien ja juhlien yhteydessä."
Black Door,13006,Beer Bar,60.164177,24.943535,668,0.995546683046683,2.0,8.0,"Tervetuloa englantilaisen pubikulttuurin helmeen. Meiltä löydät aina lämmintä pubitunnelmaa, sekä maittavia oluita. Life is too short to drink bad beer."
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,846,0.9957406569248675,2.0,8.0,
Lilla E,13009,Cocktail Bar,60.164345,24.947055,693,0.9810633001422475,3.0,8.0,"Lilla e. on konsepti, jossa tutut normit haastetaan ja jossa cocktailiin yhdistyy luovuus ja pohjoismainen positiivinen hulluus."
Forza,13064,Pizzeria,60.158477,24.933881,610,0.9847892150523729,1.0,8.0,
Pub Ludvig,13018,Pub,60.165988,24.94562,866,0.9925158412000518,1.0,7.9,
Cafe Compass,13034,Café,60.155124,24.951613,504,0.980198499935342,1.0,7.9,
Istanbul Grilli,13356,Turkish Restaurant,60.163061,24.939137,627,0.9857752489331437,2.0,7.8,
Boothill,13010,Dive Bar,60.164733,24.933151,974,0.9926694038536144,2.0,7.8,
Room Bulevard,13011,Gay Bar,60.163896,24.936541,783,0.9757532652269494,2.0,7.7,
Boon Nam - Restaurant,13072,Asian Restaurant,60.1669,24.940899,991,0.9869067632225527,2.0,7.7,
Naughty Brgr,13031,Burger Joint,60.165784,24.936501,962,0.991392409155567,2.0,7.6,
Alexanderplats,13152,Brasserie,60.166511,24.944757,923,0.9749935342040605,,7.6,
Pamela,13360,Doner Restaurant,60.165229,24.940223,822,0.9845063364800207,,7.6,
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,312,0.9822998836156731,1.0,7.6,"Skiffer Viiskulma on ketjun lippulaivaravintola missä yhdistyy Skiffer -konseptin kolme osa-aluetta: ruokaravintola Skiffer, sen yhteydessä Skiffer Navigation Lounge mikä on rento hengähdyspaikka sohvaryhmineen ja nojatuoleineen."
Ravintola Bronda,13139,Eastern European Restaurant,60.16687,24.94545,963,0.9801661709556446,3.0,7.4,"Brondassa matkaamme modernin brasserieruoan ääreen, keskelle Espanjan, Italian ja Ranskan makumaailmaa. Keittiömme taidonnäytteet lautasilla, Bar Brondan leikittelevät, käsityönä valmistetut cocktailit laseissa ja viikonloppuisin levyjä pyörittävät DJ:t tarjoavat elämyksellisiä hetkiä."
Café Ursula,13034,Café,60.155223,24.960745,936,0.9961770981507824,3.0,7.3,"Café Ursula on suosittu olohuone kaupunkilaisille ja turisteille. Rauhoittuminen kaupungin huumasta on mahdollista aivan keskustan tuntumassa. Tarjoilemme laajan valikoiman suolaisia ja makeita herkkuja, kotimaisia makuja tarjoavan lounaan, sunnuntaibrunssin sekä valikoiman kahveja ja teetä."
Bacco,13064,Pizzeria,60.164936,24.93471,936,0.9708311780680202,2.0,7.3,
The Cock,13003,Bar,60.165521,24.949913,853,0.9903659640501746,3.0,7.3,"Eatery, rotisserie ja baari. Hyvää ruokaa ja juomaa aamusta pitkälle yöhön. Rotisseriessa paistuu The Cockin kananpoika. Menussa on aina sesongin kasvisruokia, tuoreita ostereita ja hyvä pihvi. Baarista cocktaileja, käsityöläisoluita ja talon omia limonadeja. Alkuviinejä saat alakerrasta."
Dragon Phoenix,13102,Cantonese Restaurant,60.165874,24.952192,943,0.9531553084184663,1.0,7.3,
K-Market Lönkan Herkku,13039,Deli,60.164392,24.933567,930,0.9939706452864348,,7.3,
Café Ekberg,13034,Café,60.164759,24.937748,829,0.99589421957843,3.0,7.2,"Taitavat leipurimme, kondiittorimme ja kokkimme ovat hemmotelleet asiakkaitamme kotimaisilla ja kansainvälisillä herkuilla jo yli puolitoista vuosisataa. Aito ja lämminhenkinen asiakaspalvelu, laadukkaat raaka-aineet sekä ammattiylpeys ovat aina olleet perusarvojamme."
Salve,13336,Scandinavian Restaurant,60.16103,24.93021,890,0.990374046295099,2.0,7.2,"Yli satavuotias merimiesravintola, joka on itsessään nähtävyys. Salve tunnetaan hyvästä ruoastaan ja jäljittelemättömästä tunnelmastaan."
Haru,13276,Sushi Restaurant,60.164995,24.935654,911,0.9883615673089358,2.0,7.1,
Version,13068,American Restaurant,60.164962,24.951044,824,0.9898082891503944,2.0,7.1,
The Riff,13003,Bar,60.164177,24.943535,655,0.9904144575197207,2.0,7.1,"Cold beer, fresh and professional cocktails, specialty coffees; a rock n' roll bar with no limits!"
Café Carusel,13034,Café,60.153769,24.942543,509,0.996977240398293,2.0,7.1,"Talo meren rannalla. Carusel on koko perheen kahvila ja leipomo meren syleilyssä aivan Helsingin keskustan kupeessa. Vuodesta 1996 perheyrityksemme on yhdistänyt laadukkaita raaka-aineita, vihreitä arvoja ja kodikasta tunnelmaa."
Ravintola Bröd,13336,Scandinavian Restaurant,60.163889,24.936436,786,0.9840133195396353,2.0,7.0,
Ravintola Saari,13336,Scandinavian Restaurant,60.152076,24.942346,695,0.936530130609078,3.0,6.9,
Pjazza,10040,Jazz and Blues Venue,60.16564,24.941754,844,0.981006724427777,2.0,6.8,
Kaivohuone,13003,Bar,60.157545,24.95589,612,0.9795438380964697,3.0,6.5,
Tapahtumatalo Bank,13027,Bistro,60.166004,24.950906,928,0.9840456485193327,,5.8,
Apéro,13010,Dive Bar,60.164197,24.929628,768,0.9855246993404888,2.0,9.4,Viihtyisä ranskalaishenkinen kortteliravintola Kampissa. Laadukas valikoima viinejä myös laseittain.
Kaffa Roastery,13034,Café,60.158463,24.934133,505,0.992038988749515,2.0,9.0,
Gran Delicato,13034,Café,60.165208,24.932348,701,0.9918692616061037,2.0,9.0,
Levant,13309,Middle Eastern Restaurant,60.164244,24.93623,474,0.9923865252812621,2.0,9.0,
Pompier ESPA,13148,French Restaurant,60.166947,24.949194,796,0.9934048881417302,3.0,9.0,
Kaffecentralen,13034,Café,60.167698,24.932702,898,0.9952557222294064,2.0,8.9,
La Torrefazione,13034,Café,60.168764,24.943823,869,0.9890808871072029,2.0,8.8,
Birgitta Hernesaari,13034,Café,60.153736,24.931977,972,0.9942050303892409,2.0,8.8,
Thai Vegan Kitchen,13377,Vegan and Vegetarian Restaurant,60.166772,24.929654,928,0.9922814560972456,2.0,8.7,
St. George Bakery,13002,Bakery,60.167066,24.941035,675,0.990075003232898,1.0,8.7,
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,479,0.9820493340230182,2.0,8.6,Autenttinen maalaisranskalainen keittiö ja tunnelma sekä läsnäoleva ja yksilöllinen palvelu tekevät Kaartin kaupunginosassa sijaitsevasta Pastiksesta unohtumattoman kokemuksen. Pieni pala Pariisia Helsingin kiinnostavimmalla ravintolakadulla.
Restaurant Elm,13065,Restaurant,60.156974,24.952636,747,0.9895173283331178,,8.6,
Salutorget,13336,Scandinavian Restaurant,60.168006,24.951856,956,0.9924915944652787,3.0,8.6,Ravintola Salutorget on skandinaavinen bistro Brofeltin talossa Sarvikuonon korttelissa Helsingin sydämessä.
Olutravintola Pikkulintu,13006,Beer Bar,60.165956,24.936742,617,0.9952314754946334,,8.5,
Pizzeria Via Tribunali,13064,Pizzeria,60.168472,24.951741,995,0.9889030777188672,2.0,8.5,
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,553,0.9872947109789215,3.0,8.4,"Upealla paikalla Bulevardin ja Yrjönkadun kulmassa sijaitsevassa ravintolassamme modernit maut yhdistyvät rohkeasti Japanin, Korean ja Pohjois-Kiinan perinteisiin aromeihin."
Ravintola Story,13065,Restaurant,60.166226,24.95278,838,0.9948273632484159,,8.4,"Cafe-restaurant Story is the gem of the Old Market Hall in Helsinki. It offers straightforward market hall food, enjoying hte ingredients found at the market hall and the market square."
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,657,0.989153627311522,3.0,8.4,
Robert's Coffee Jugend,13034,Café,60.168094,24.950734,930,0.9927825552825553,1.0,8.4,
Ravintola Kappeli,13034,Café,60.167332,24.950306,846,0.9982623173412647,2.0,8.2,"Esplanadin helmi – tarinaa jo vuodesta 1867. Kappelin vetovoimalla on pitkät perinteet. Espan puiston kauneus, lasiverannan avaruus, rakennuksen arvokas olemus ja moderni keittiö ovat valmiina tämän päivän asiakkaille. Kappelin salissa on tunnelmaa pariskunnille ja puitteet suuremmille seurueille."
Fazer Café,10000,Arts and Entertainment,60.168645,24.947804,910,0.9979147808095177,3.0,8.1,"Karl Fazer Café on modernin klassinen kahvila, jossa voit kokea makuelämyksellisen aamiaisen, lounaan tai kahvihetken. Karl Fazer Café on Kluuvikadulla, Helsingin sydämessä on ollut jo vuodesta 1891. Se on enemmän kuin kahvila; se on myös pyörryttävän ihana herkkukauppa..."
Bier-Bier,13006,Beer Bar,60.165645,24.944344,535,0.9941080434501487,,8.1,Beer bar with great atmosphere in the heart of Helsinki.
Black Door,13006,Beer Bar,60.164177,24.943535,365,0.995546683046683,2.0,8.0,"Tervetuloa englantilaisen pubikulttuurin helmeen. Meiltä löydät aina lämmintä pubitunnelmaa, sekä maittavia oluita. Life is too short to drink bad beer."
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,509,0.9957406569248675,2.0,8.0,
The Plaza - Wine & Craft Beer,13025,Wine Bar,60.1691,24.934947,976,0.9981976593818699,2.0,7.9,
Pub Peräkammari,13006,Beer Bar,60.167731,24.937404,786,0.9889919824130351,,7.9,
Cafe Compass,13034,Café,60.155124,24.951613,848,0.980198499935342,1.0,7.9,
