Data Point,Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating
Point of Interest,,,,,Dipoli Kokous- ja Kongressipalvelut,Not Listed,venues,Venues & Event Spaces,60.185,24.832,9.4
Point of Interest,,,,,Diyalo,Affordable,himalayan,Himalayan/Nepalese,60.185,24.923,8.0
Point of Interest,,,,,Doi Thai,Affordable,thai,Thai,60.171,24.959,7.6
Point of Interest,,,,,Domo,Expensive,japanese,Japanese,60.167,24.935,8.8
Point of Interest,,,,,Don Angelo,Not Listed,italian,Italian,60.183,24.926,8.0
Point of Interest,,,,,Dragon Glory,Most Affordable,chinese,Chinese,60.21,25.078,8.0
Point of Interest,,,,,Du Dii,Affordable,thai,Thai,60.183,24.954,7.4
Point of Interest,,,,,Dylan,Affordable,buffets,Buffets,60.212,24.978,7.6
Point of Interest,,,,,Dylan,Affordable,buffets,Buffets,60.223,24.949,7.0
Point of Interest,,,,,Dylan Milk,Affordable,salad,Salad,60.164,24.909,6.6
Point of Interest,Dylan Milk,0.9833020819862924,Not Listed,Dylan Milk,,,13030,Buffet,60.165,24.909,
Point of Interest,,,,,Döner Harju,Not Listed,kebab,Kebab,60.17,24.941,10.0
Point of Interest,Döner Harju,0.9689399327557222,Affordable,Döner Harju,Döner Harju,Most Affordable,13288,Kebab Restaurant,60.189,24.953,8.35
Point of Interest,,,,,East Asia Restaurant,Most Affordable,chinese,Chinese,60.193,25.043,6.0
Point of Interest,,,,,Eat Poke Helsinki,Not Listed,seafood,Seafood,60.17,24.945,10.0
Point of Interest,,,,,Eesti Maja,Not Listed,libraries,Libraries,60.186,24.97,8.0
Point of Interest,,,,,Eiranrannan koirapuisto,Not Listed,dog_parks,Dog Parks,60.155,24.938,7.0
Point of Interest,,,,,Eka Kebab Pizzeria,Not Listed,pizza,Pizza,60.293,25.038,10.0
Point of Interest,El Fant,0.9773050562524248,Most Affordable,El Fant,El Fant,Not Listed,13025,Wine Bar,60.169,24.954,8.95
Point of Interest,,,,,El Greco,Affordable,greek,Greek,60.166,24.945,9.0
Point of Interest,,,,,El Karim,Affordable,restaurants,Restaurants,60.212,24.954,7.6
Point of Interest,Elite,0.9927178973231604,Expensive,Elite,Elite,Expensive,13336,Scandinavian Restaurant,60.177,24.923,7.95
Point of Interest,,,,,Elvis Burger,Most Affordable,burgers,Burgers,60.301,25.025,5.0
Point of Interest,,,,,Eläintarhan koirapuisto,Not Listed,pets,Pets,60.189,24.927,8.0
Point of Interest,,,,,Etelä-Haagan kirjasto,Not Listed,libraries,Libraries,60.214,24.892,7.6
Point of Interest,,,,,Eurest Postelli,Most Affordable,restaurants,Restaurants,60.213,24.918,3.0
Point of Interest,,,,,Eurohostel,Affordable,restaurants,Restaurants,60.166,24.97,6.2
Point of Interest,,,,,Everest,Not Listed,himalayan,Himalayan/Nepalese,60.195,24.947,8.0
Point of Interest,,,,,Evin Pizzeria,Not Listed,restaurants,Restaurants,60.275,25.034,6.6
Point of Interest,,,,,FL Q,Most Affordable,buffets,Buffets,60.211,25.079,7.0
Point of Interest,,,,,FLQ,Not Listed,thai,Thai,60.211,25.079,10.0
Point of Interest,,,,,Factory,Most Affordable,"steak, breakfast_brunch, scandinavian","Steakhouses, Breakfast & Brunch, Scandinavian",60.192,25.03,7.0
Point of Interest,,,,,Factory,Most Affordable,"steak, breakfast_brunch, scandinavian","Steakhouses, Breakfast & Brunch, Scandinavian",60.196,24.942,5.6
Point of Interest,,,,,Factory,Most Affordable,"steak, breakfast_brunch, scandinavian","Steakhouses, Breakfast & Brunch, Scandinavian",60.218,24.879,6.0
Point of Interest,,,,,Factory Bistro Vallila,Not Listed,bistros,Bistros,60.197,24.947,8.0
Point of Interest,,,,,Factory St. Gallery,Most Affordable,galleries,Art Galleries,60.158,24.943,8.0
Point of Interest,Fafa's,0.7532302852281665,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.162,24.738,5.6
Point of Interest,Fafa's,0.4928957067114961,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.179,25.051,
Point of Interest,,,,,Fafa's,Most Affordable,"mideastern, falafel","Middle Eastern, Falafel",60.17,24.928,8.2
Point of Interest,,,,,Fafa's,Most Affordable,"mideastern, falafel","Middle Eastern, Falafel",60.181,24.926,7.4
Point of Interest,Fafa’s,0.5637630214603296,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.186,24.808,
Point of Interest,,,,,Fafa's,Most Affordable,"mideastern, falafel","Middle Eastern, Falafel",60.187,24.966,8.4
Point of Interest,Fafa's,0.9622155049786628,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.18,25.052,
Point of Interest,Fafa’s,0.5515889693521272,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.193,25.036,
Point of Interest,Fafa's,0.3871799431009957,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.198,24.931,
Point of Interest,Fafa's,0.3370861890598732,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.207,25.145,
Point of Interest,Fafa’s,0.3824437475753265,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.207,25.145,
Point of Interest,Fafa's,0.8216895124789861,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.212,25.083,6.1
Point of Interest,Fafa's,0.0671578305324152,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.218,24.813,
Point of Interest,Fafa’s,0.4699825423509634,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.224,25.075,
Point of Interest,Fafa's,0.0045341394025604,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.237,24.892,
Point of Interest,Fafa's,0.6418930949752502,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.278,24.854,
Point of Interest,Fafa's,0.9711192621345394,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.291,24.967,
Point of Interest,,,,,Fafa's,Not Listed,"mideastern, falafel","Middle Eastern, Falafel",60.319,24.968,10.0
Point of Interest,,,,,Fafa's Areena,Not Listed,falafel,Falafel,60.175,24.78,9.0
Point of Interest,,,,,Fafa's Citykäytävä,Most Affordable,mideastern,Middle Eastern,60.164,24.944,8.0
Point of Interest,,,,,Falafel,Most Affordable,mideastern,Middle Eastern,60.174,24.92,8.0
Point of Interest,,,,,Famia,Affordable,sushi,Sushi Bars,60.216,24.898,6.0
Point of Interest,Farang,0.9812491917755076,Affordable,Farang,,,13072,Asian Restaurant,60.171,24.933,7.6
Point of Interest,,,,,Farang,Most Expensive,asianfusion,Asian Fusion,60.171,24.934,8.8
Point of Interest,,,,,Faro Channelside,Affordable,bistros,Bistros,60.162,24.913,6.4
Point of Interest,,,,,Farouge,Expensive,mideastern,Middle Eastern,60.164,24.944,8.0
Point of Interest,,,,,Fazer Cafe,Affordable,icecream,Ice Cream & Frozen Yogurt,60.169,24.938,8.4
Point of Interest,Fazer Café,0.9979147808095176,Expensive,Fazer Cafe,,,10000,Arts And Entertainment,60.169,24.948,8.1
Point of Interest,,,,,Fazer Food Services,Not Listed,restaurants,Restaurants,60.166,24.9,2.0
Point of Interest,,,,,Fellows,Affordable,bars,Bars,60.183,24.925,5.2
Point of Interest,,,,,FeltBay,Affordable,bars,Bars,60.198,24.9,6.0
Point of Interest,,,,,FinDesh,Not Listed,pubs,Pubs,60.182,24.954,10.0
Point of Interest,,,,,Finlandia Caviar Shop & Restaurant,Not Listed,gourmet,Specialty Food,60.167,24.952,10.0
Point of Interest,,,,,Finnair Premium Lounge,Most Affordable,airportlounges,Airport Lounges,60.315,24.962,7.2
Point of Interest,,,,,Finnair Schengen Lounge,Most Affordable,airportlounges,Airport Lounges,60.315,24.964,5.6
Point of Interest,,,,,Fisken på Disken,Not Listed,seafood,Seafood,60.169,24.934,9.2
Point of Interest,,,,,Fly Inn,Expensive,scandinavian,Scandinavian,60.316,24.965,6.6
Point of Interest,Flying Dutch,0.969925966636493,Affordable,Flying Dutch,Flying Dutch,Affordable,13007,Beer Garden,60.177,24.949,8.6
Point of Interest,,,,,Fonda Del Sol,Affordable,mexican,Mexican,60.292,24.966,3.6
Point of Interest,,,,,Fonda del Sol,Affordable,mexican,Mexican,60.212,25.083,5.2
Point of Interest,Fonda del Sol,0.9573377016488016,Affordable,Fonda del Sol,,,13065,Restaurant,60.292,24.965,5.3
Point of Interest,Momo House,0.9683903401008664,Most Affordable,Food House,,,13137,Dumpling Restaurant,60.16,24.94,
Point of Interest,,,,,Food House,Not Listed,chinese,Chinese,60.197,24.928,8.0
Point of Interest,Food Corner,0.6191565369196949,Not Listed,Food corner,,,13065,Restaurant,60.153,24.886,
Point of Interest,,,,,Food corner,Not Listed,pizza,Pizza,60.239,24.875,6.0
Point of Interest,,,,,Foxy Bear,Not Listed,pizza,Pizza,60.204,25.034,6.6
Point of Interest,,,,,Fransmanni,Expensive,french,French,60.17,24.947,6.0
Point of Interest,,,,,Fratello,Not Listed,italian,Italian,60.177,24.801,6.0
Point of Interest,,,,,Fratello Torrefazione,Affordable,coffee,Coffee & Tea,60.17,24.948,8.6
Point of Interest,,,,,Fregatti,Affordable,scandinavian,Scandinavian,60.207,25.145,3.0
Point of Interest,,,,,Frendi,Affordable,divebars,Dive Bars,60.21,24.885,6.0
Point of Interest,,,,,Freshly Made,Most Affordable,sandwiches,Sandwiches,60.319,24.967,8.0
Point of Interest,,,,,Frida’s,Not Listed,latin,Latin American,60.165,24.935,10.0
Point of Interest,,,,,Friendly Burger's,Not Listed,foodstands,Food Stands,60.228,24.962,6.0
Point of Interest,Friends & Brgrs,0.990349799560326,Affordable,Friends & Brgrs,Friends & Brgrs,Affordable,13031,Burger Joint,60.17,24.945,7.8999999999999995
Point of Interest,Friends & Brgrs,0.9795600025863184,Most Affordable,Friends & Brgrs,,,13031,Burger Joint,60.212,25.083,
Point of Interest,Friends & Brgrs,0.977151493598862,Most Affordable,Friends & Brgrs,,,13031,Burger Joint,60.237,24.891,
Point of Interest,,,,,Fu Shun Lou,Not Listed,chinese,Chinese,60.21,25.083,6.0
Point of Interest,Fuku Supreme,0.9895667806295244,Affordable,Fuku Supreme,Fuku Supreme,Affordable,13263,Japanese Restaurant,60.218,24.81,7.45
Point of Interest,,,,,Fulbari,Affordable,himalayan,Himalayan/Nepalese,60.157,24.932,9.6
Point of Interest,,,,,Full House,Most Affordable,chinese,Chinese,60.177,24.922,6.6
Point of Interest,,,,,Funky Burger,Expensive,sportsbars,Sports Bars,60.176,24.804,3.4
Point of Interest,,,,,Funky Kitchen,Not Listed,tradamerican,American,60.188,24.941,6.0
Point of Interest,,,,,Funny Deli,Not Listed,delis,Delis,60.173,24.919,8.0
Point of Interest,,,,,Furuma Cuisine,Expensive,chinese,Chinese,60.167,24.962,6.8
Point of Interest,,,,,Fusion Square,Not Listed,buffets,Buffets,60.176,24.804,4.0
Point of Interest,Fuudii Oy,0.0,Not Listed,Fuudii,,,13065,Restaurant,60.296,24.922,
Point of Interest,,,,,Fuudii,Affordable,buffets,Buffets,60.296,24.924,10.0
Point of Interest,,,,,GLO Hotel Art,Most Expensive,hotels,Hotels,60.164,24.932,8.4
Point of Interest,,,,,Gallen-Kallelan Museo,Affordable,museums,Museums,60.206,24.838,7.6
Point of Interest,,,,,Gandi,Affordable,indpak,Indian,60.184,24.924,7.2
Point of Interest,,,,,Gastrobar EMO,Expensive,gastropubs,Gastropubs,60.166,24.948,8.6
Point of Interest,,,,,Gate1,Most Affordable,breakfast_brunch,Breakfast & Brunch,60.252,25.042,6.0
Point of Interest,,,,,Gateway Tower Lounge,Affordable,airportlounges,Airport Lounges,60.318,24.966,8.0
Point of Interest,,,,,Georgian House,Affordable,georgian,Georgian,60.189,24.963,5.4
Point of Interest,,,,,Geronimo,Affordable,bars,Bars,60.178,24.802,6.6
Point of Interest,,,,,Golden Rice Bowl,Not Listed,chinese,Chinese,60.191,24.944,5.4
Point of Interest,,,,,Goodwin,Not Listed,scandinavian,Scandinavian,60.162,24.738,2.0
Point of Interest,,,,,Grande Parilla,Affordable,mediterranean,Mediterranean,60.292,25.044,7.0
Point of Interest,,,,,Green Hippo Cafe,Not Listed,breakfast_brunch,Breakfast & Brunch,60.162,24.94,10.0
Point of Interest,Grilli Ribis,0.9962440410266288,Affordable,Grilli Ribis,Grilli Ribis,Not Listed,13026,Bbq Joint,60.177,24.802,8.8
Point of Interest,,,,,Grilli Toro,Affordable,steak,Steakhouses,60.187,24.797,6.2
Point of Interest,,,,,Grillsson,Expensive,steak,Steakhouses,60.186,24.961,6.0
Point of Interest,,,,,Guangzhou Yuan,Not Listed,chinese,Chinese,60.166,24.926,8.0
Point of Interest,,,,,Gui,Expensive,scandinavian,Scandinavian,60.316,24.964,6.0
Point of Interest,Gula Villan,0.3051231542965978,Expensive,Gula Villan,Gula Villan,Affordable,13032,"Cafe, Coffee, And Tea House",60.141,24.757,8.2
Point of Interest,,,,,Guo Ji,Not Listed,chinese,Chinese,60.158,24.936,10.0
Point of Interest,,,,,Gurans,Affordable,himalayan,Himalayan/Nepalese,60.203,24.899,8.4
Point of Interest,,,,,Haaga-Helia,Not Listed,collegeuniv,Colleges & Universities,60.202,24.934,6.0
Point of Interest,,,,,Haaga-Helian kirjasto,Not Listed,libraries,Libraries,60.202,24.934,6.0
Point of Interest,,,,,Haagan Pizza Service,Most Affordable,pizza,Pizza,60.222,24.904,6.0
Point of Interest,,,,,Habibi,Affordable,mideastern,Middle Eastern,60.168,24.931,8.0
Point of Interest,,,,,Haikaranpesä,Expensive,venues,Venues & Event Spaces,60.162,24.765,7.2
Point of Interest,,,,,Hakaniemenrannan Grilli,Not Listed,hotdogs,Fast Food,60.195,24.957,6.0
Point of Interest,Halikarnas,0.990632678132678,Affordable,Halikarnas,Halikarnas,Affordable,13030,Buffet,60.165,24.926,7.8
Point of Interest,,,,,Hammaslääketieteen kirjasto,Not Listed,libraries,Libraries,60.206,24.897,8.0
Point of Interest,Hammaslääkäri Mari Peltola,0.7391855668448339,Not Listed,Hammaslääkäri Mari Peltola,,,15007,Dentist,60.173,24.728,
Point of Interest,,,,,Hammaslääkäri Mari Peltola,Not Listed,dentists,Dentists,60.174,24.728,10.0
Point of Interest,Hammaslääkäri Erik Ahola,0.0,Not Listed,Hammaslääkäri Mari Peltola,,,15007,Dentist,60.222,24.833,
Point of Interest,Hammaslääkäri Merikallio Minna,0.5127205020786183,Not Listed,Hammaslääkäri Merikallio Minna,,,15007,Dentist,60.161,24.74,
Point of Interest,,,,,Hammaslääkäri Merikallio Minna,Not Listed,generaldentistry,General Dentistry,60.162,24.74,10.0
Point of Interest,Hammaslääkäri Merikallio Minna,0.2095311471725975,Not Listed,Hammaslääkäri Merikallio Minna,,,15007,Dentist,60.184,24.793,
Point of Interest,Hammaslääkäriasema Ruohonjuuri,0.9302825552825552,Not Listed,Hammaslääkäriasema Ruohonjuuri,,,15007,Dentist,60.161,24.913,
Point of Interest,,,,,Hammaslääkäriasema Ruohonjuuri,Not Listed,dentists,Dentists,60.161,24.914,10.0
Point of Interest,,,,,Hammaslääkärikeskus Helmi,Not Listed,dentists,Dentists,60.221,24.812,5.0
Point of Interest,,,,,Hampton Bay,Not Listed,seafood,Seafood,60.161,24.929,8.0
Point of Interest,,,,,Hampuris,Not Listed,"hotdogs, burgers","Fast Food, Burgers",60.196,25.038,6.0
Point of Interest,,,,,Hampuris,Not Listed,"hotdogs, burgers","Fast Food, Burgers",60.199,24.97,8.0
Point of Interest,,,,,Hampuris,Not Listed,"hotdogs, burgers","Fast Food, Burgers",60.207,25.102,6.6
Point of Interest,,,,,Hang Zhou,Not Listed,chinese,Chinese,60.211,25.08,4.0
Point of Interest,,,,,Hanken Bibliotek,Not Listed,libraries,Libraries,60.171,24.924,10.0
Point of Interest,,,,,Hanko Sushi,Not Listed,"japanese, sushi","Japanese, Sushi Bars",60.148,24.925,8.0
Point of Interest,Hanko Sushi,0.9526492351647649,Affordable,Hanko Sushi,Hanko Sushi,Affordable,13276,Sushi Restaurant,60.162,24.738,7.35
Point of Interest,,,,,Hanko Sushi,Affordable,"japanese, sushi","Japanese, Sushi Bars",60.164,24.92,6.6
Point of Interest,Hanko Sushi,0.1181947497736971,Affordable,Hanko Sushi,,,13276,Sushi Restaurant,60.16,24.881,6.3
Point of Interest,,,,,Hanko Sushi,Affordable,"japanese, sushi","Japanese, Sushi Bars",60.211,25.078,2.6
Point of Interest,,,,,Hanko Sushi,Not Listed,"japanese, sushi","Japanese, Sushi Bars",60.237,24.889,6.0
Point of Interest,,,,,Hanko Sushi,Affordable,"japanese, sushi","Japanese, Sushi Bars",60.291,24.962,4.6
Point of Interest,Hansini,0.9481443165653692,Not Listed,Hansini,Hansini,Most Affordable,13348,Sri Lankan Restaurant,60.205,25.159,7.15
Point of Interest,Hao King,0.9903211826455434,Most Affordable,Hao King,,,13099,Chinese Restaurant,60.177,24.758,
Point of Interest,,,,,Hao King,Most Affordable,chinese,Chinese,60.292,25.044,9.4
Point of Interest,,,,,Hao Shi,Not Listed,chinese,Chinese,60.215,24.881,8.0
Point of Interest,,,,,Happy Garden,Most Affordable,chinese,Chinese,60.189,24.96,8.0
Point of Interest,,,,,Happy Waffle Helsinki,Not Listed,waffles,Waffles,60.172,24.947,8.4
Point of Interest,,,,,Harakanpesä,Affordable,bars,Bars,60.223,24.812,8.0
Point of Interest,,,,,Haru Sushi,Not Listed,sushi,Sushi Bars,60.165,24.936,10.0
Point of Interest,,,,,Haukilahden Paviljonki,Expensive,scandinavian,Scandinavian,60.155,24.773,7.6
Point of Interest,,,,,Hauler,Affordable,pizza,Pizza,60.212,24.888,7.6
Point of Interest,,,,,Healthinki,Not Listed,coffee,Coffee & Tea,60.159,24.945,10.0
Point of Interest,,,,,Helka,Affordable,hotels,Hotels,60.17,24.927,8.2
Point of Interest,,,,,Helmi Grilli,Affordable,bbq,Barbeque,60.236,25.084,5.6
Point of Interest,,,,,Helsingin Astanga Joogakoulu,Not Listed,yoga,Yoga,60.164,24.925,10.0
Point of Interest,,,,,Helsingin Astanga joogakoulu,Not Listed,yoga,Yoga,60.184,24.947,9.0
Point of Interest,,,,,Helsingin Kaupunginkirjasto,Not Listed,libraries,Libraries,60.201,24.936,8.0
Point of Interest,,,,,Helsingin yliopiston pääkirjasto,Not Listed,libraries,Libraries,60.171,24.948,10.0
Point of Interest,Helsingin yliopisto Kumpulan kampuskirjasto,0.2837757015388594,Not Listed,Helsingin yliopiston pääkirjasto,,,12031,College Library,60.205,24.962,
Point of Interest,,,,,Helsinki Market,Affordable,modern_european,Modern European,60.317,24.971,8.6
Point of Interest,Helsinki Sausage Co,0.840888857234429,Most Affordable,Helsinki Sausage Company,,,13058,Hot Dog Joint,60.315,24.963,5.4
Point of Interest,,,,,Helsinki Sausage Company,Not Listed,hotdog,Hot Dogs,60.317,24.967,8.4
Point of Interest,,,,,Hemingway's,Affordable,"pubs, divebars, bars","Pubs, Dive Bars, Bars",60.162,24.929,6.6
Point of Interest,,,,,Hemingway's,Not Listed,"pubs, divebars, bars","Pubs, Dive Bars, Bars",60.212,25.082,6.0
Point of Interest,,,,,Hemingway's,Affordable,"pubs, divebars, bars","Pubs, Dive Bars, Bars",60.292,25.042,8.0
Point of Interest,Hemingway's,0.9940173070759588,Most Affordable,Hemingway's,,,13018,Pub,60.292,25.043,7.6
Point of Interest,,,,,Hercules,Affordable,danceclubs,Dance Clubs,60.17,24.928,7.8
Point of Interest,,,,,Herkku-Haarukka,Most Affordable,indpak,Indian,60.21,24.976,5.8
Point of Interest,Herkku Haarukka,0.973967089098668,Most Affordable,Herkku-Haarukka,,,13018,Pub,60.21,24.977,5.0
Point of Interest,,,,,Hermannin Pizza Kebab,Affordable,turkish,Turkish,60.195,24.966,6.4
Point of Interest,,,,,Hernesaaren Ranta,Affordable,bars,Bars,60.151,24.926,7.4
Point of Interest,,,,,Hertas,Not Listed,karaoke,Karaoke,60.291,25.042,8.0
Point of Interest,,,,,Hertsikan Helmi,Expensive,sportsbars,Sports Bars,60.193,25.03,5.0
Point of Interest,,,,,Hertta 5,Most Affordable,bars,Bars,60.193,25.036,8.0
Point of Interest,Herttoniemen Kirjasto,0.9973732703995862,Not Listed,Herttoniemen kirjasto,,,12080,Library,60.195,25.033,
Point of Interest,,,,,Herttoniemen kirjasto,Not Listed,libraries,Libraries,60.207,25.036,6.0
Point of Interest,,,,,Herttoniemen terveysasema,Not Listed,physicians,Doctors,60.207,25.036,8.0
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.162,24.738,8.0
Point of Interest,Hesburger,0.9890691963210864,Most Affordable,Hesburger,,,13031,Burger Joint,60.163,24.723,
Point of Interest,Hesburger,0.9919339195654984,Most Affordable,Hesburger,,,13145,Fast Food Restaurant,60.163,24.914,5.6
Point of Interest,,,,,Hesburger,Most Affordable,"burgers, hotdogs","Burgers, Fast Food",60.164,24.907,4.0
Point of Interest,Hesburger,0.9916106297685244,Most Affordable,Hesburger,,,13145,Fast Food Restaurant,60.167,24.942,6.6
Point of Interest,Hesburger,0.990690358100191,Most Affordable,Hesburger,,,13145,Fast Food Restaurant,60.176,24.804,5.4
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.177,24.782,6.0
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.191,24.915,3.4
Point of Interest,Hesburger,0.9942858528384844,Most Affordable,Hesburger,Hesburger,Most Affordable,13034,Café,60.202,24.881,5.3
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.202,24.937,2.0
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.204,24.9,2.0
Point of Interest,Hesburger,0.9321091426354584,Most Affordable,Hesburger,,,13145,Fast Food Restaurant,60.205,25.12,5.6
Point of Interest,Hesburger,0.9959427130479762,Most Affordable,Hesburger,,,13031,Burger Joint,60.211,25.081,4.9
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.218,24.808,4.0
Point of Interest,,,,,Hesburger,Most Affordable,"burgers, hotdogs","Burgers, Fast Food",60.218,24.813,6.6
Point of Interest,Hesburger,0.9792609595241174,Most Affordable,Hesburger,,,13031,Burger Joint,60.21,25.062,4.9
Point of Interest,,,,,Hesburger,Most Affordable,"burgers, hotdogs","Burgers, Fast Food",60.21,25.08,6.0
Point of Interest,,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.21,25.084,4.0
Point of Interest,,,,,Hesburger,Most Affordable,"burgers, hotdogs","Burgers, Fast Food",60.223,24.846,6.0
Point of Interest,Hesburger,0.981855360144834,Most Affordable,Hesburger,,,13031,Burger Joint,60.224,25.075,4.9
